#  Fri Nov 16 19:52:40 2018 -- reformated by PCGen PrettyLST v6.08.00
# CVS $Revision: $ $Author: $ -- Thu May 28 23:13:52 2015 -- reformated by PCGen PrettyLST v6.04.01
SOURCELONG:Advanced Class Guide	SOURCESHORT:ACG	SOURCEWEB:http://paizo.com/products/btpy92zi	SOURCEDATE:2014-08
# Original Entry by: Douglas Limmer
# Original Entry Date: 13 February 2015

# --- Item Abilities --- #
###Block: Iron Collar of the Unbound Coven
# Ability Name			Unique Key											Category of Ability		Type				Description																	Source Page
Champion of the Unbound Coven	KEY:Iron Collar of the Unbound Coven ~ Champion of the Unbound Coven	CATEGORY:Special Ability	TYPE:SpecialQuality	DESC:Your coven can ignore the requirement to have at least one hag as a member.					SOURCEPAGE:p.231
Dreadful Gaze			KEY:Iron Collar of the Unbound Coven ~ Dreadful Gaze				CATEGORY:Special Ability	TYPE:SpecialQuality	DESC:3/day 30-foot range gaze attack paralyze with terror (as hold person, Will DC 15, mind-affecting fear)	SOURCEPAGE:p.231
Hag Form				KEY:Iron Collar of the Unbound Coven ~ Hag Form					CATEGORY:Special Ability	TYPE:SpecialQuality	DESC:1/day transformation (as the spell), appearing as mix of annis, green, and sea hags.				SOURCEPAGE:p.232

# --- Feat Abilities --- #
###Block: Believer's Hands
# Ability Name	Unique Key					Category of Ability		Type										Define												Description																																																																																																																	Modify VAR						Source Page		Aspects
Lay on Hands	KEY:Believer's Hands ~ Lay on Hands	CATEGORY:Special Ability	TYPE:SpecialQuality.Supernatural.LayOnHands.Lay on Hands	DEFINE:LayOnHandsTimes|0	DEFINE:LayOnHandsDice|0	DEFINE:LayOnHandsLVL|0	DESC:You can heal wounds (your own or those of others) by touch. Each day you can use this ability %1 times per day. With one use of this ability, you can heal %2d6 hit points of damage. Using this ability is a standard action, unless you target yourself, in which case it is a swift action. Despite the name of this ability, you only need one free hand to use this ability. Alternatively, you can use this healing power to deal damage to undead creatures, dealing %2d6 points of damage. Using Lay on Hands in this way requires a melee touch attack and doesn't provide an attack of opportunity. Undead do not receive a saving throw against this damage.|LayOnHandsTimes|LayOnHandsDice	BONUS:VAR|LayOnHandsDice|max(1,TL/4)	SOURCEPAGE:p.142	ASPECT:CheckType|Uses per Day	ASPECT:CheckCount|%1|LayOnHandsTimes	ASPECT:MasterAbility|Lay on Hands

###Block: Raging Blood
# Ability Name		Category of Ability				Type						Multiple Requirements																						Ability											Modify VAR
Aberrant Bloodline	CATEGORY:Raging Blood Feat Bloodline	TYPE:Raging Blood Feat Bloodline	PREMULT:1,[PREABILITY:1,CATEGORY=Eldritch Heritage Bloodline,Aberrant Bloodline],[PREABILITY:1,CATEGORY=Sorcerer Bloodline,Aberrant Bloodline]		ABILITY:Special Ability|AUTOMATIC|Bloodrager Bloodline ~ Aberrant		BONUS:VAR|Bloodrager_Aberrant_BloodlineLVL|1	BONUS:VAR|Bloodrager_Aberrant_BloodlineProgressionLVL|1	BONUS:VAR|Bloodrager_Aberrant_BloodlinePower1Times|3+CHA+BloodragerBloodlinePower1TimesBonus	BONUS:VAR|Bloodrager_Aberrant_BloodlinePower1|1
Abyssal Bloodline		CATEGORY:Raging Blood Feat Bloodline	TYPE:Raging Blood Feat Bloodline	PREMULT:1,[PREABILITY:1,CATEGORY=Eldritch Heritage Bloodline,Abyssal Bloodline],[PREABILITY:1,CATEGORY=Sorcerer Bloodline,Abyssal Bloodline]		ABILITY:Special Ability|AUTOMATIC|Bloodrager Bloodline ~ Abyssal		BONUS:VAR|Bloodrager_Abyssal_BloodlineLVL|1	BONUS:VAR|Bloodrager_Abyssal_BloodlineProgressionLVL|1	BONUS:VAR|Bloodrager_Abyssal_BloodlinePower1Times|3+CHA+BloodragerBloodlinePower1TimesBonus	BONUS:VAR|Bloodrager_Abyssal_BloodlinePower1|1
Arcane Bloodline		CATEGORY:Raging Blood Feat Bloodline	TYPE:Raging Blood Feat Bloodline	PREMULT:1,[PREABILITY:1,CATEGORY=Eldritch Heritage Bloodline,Arcane Bloodline],[PREABILITY:1,CATEGORY=Sorcerer Bloodline,Arcane Bloodline]		ABILITY:Special Ability|AUTOMATIC|Bloodrager Bloodline ~ Arcane		BONUS:VAR|Bloodrager_Arcane_BloodlineLVL|1	BONUS:VAR|Bloodrager_Arcane_BloodlineProgressionLVL|1	BONUS:VAR|Bloodrager_Arcane_BloodlinePower1Times|3+CHA+BloodragerBloodlinePower1TimesBonus	BONUS:VAR|Bloodrager_Arcane_BloodlinePower1|1
Celestial Bloodline	CATEGORY:Raging Blood Feat Bloodline	TYPE:Raging Blood Feat Bloodline	PREMULT:1,[PREABILITY:1,CATEGORY=Eldritch Heritage Bloodline,Celestial Bloodline],[PREABILITY:1,CATEGORY=Sorcerer Bloodline,Celestial Bloodline]	ABILITY:Special Ability|AUTOMATIC|Bloodrager Bloodline ~ Celestial	BONUS:VAR|Bloodrager_Celestial_BloodlineLVL|1	BONUS:VAR|Bloodrager_Celestial_BloodlineProgressionLVL|1	BONUS:VAR|Bloodrager_Celestial_BloodlinePower1Times|3+CHA+BloodragerBloodlinePower1TimesBonus	BONUS:VAR|Bloodrager_Celestial_BloodlinePower1|1
Destined Bloodline	CATEGORY:Raging Blood Feat Bloodline	TYPE:Raging Blood Feat Bloodline	PREMULT:1,[PREABILITY:1,CATEGORY=Eldritch Heritage Bloodline,Destined Bloodline],[PREABILITY:1,CATEGORY=Sorcerer Bloodline,Destined Bloodline]		ABILITY:Special Ability|AUTOMATIC|Bloodrager Bloodline ~ Destined		BONUS:VAR|Bloodrager_Destined_BloodlineLVL|1	BONUS:VAR|Bloodrager_Destined_BloodlineProgressionLVL|1	BONUS:VAR|Bloodrager_Destined_BloodlinePower1Times|3+CHA+BloodragerBloodlinePower1TimesBonus	BONUS:VAR|Bloodrager_Destined_BloodlinePower1|1
Draconic Bloodline	CATEGORY:Raging Blood Feat Bloodline	TYPE:Raging Blood Feat Bloodline	PREMULT:1,[PREABILITY:1,CATEGORY=Eldritch Heritage Bloodline,Draconic Bloodline],[PREABILITY:1,CATEGORY=Sorcerer Bloodline,Draconic Bloodline]		ABILITY:Special Ability|AUTOMATIC|Bloodrager Bloodline ~ Draconic		BONUS:VAR|Bloodrager_Draconic_BloodlineLVL|1	BONUS:VAR|Bloodrager_Draconic_BloodlineProgressionLVL|1	BONUS:VAR|Bloodrager_Draconic_BloodlinePower1Times|3+CHA+BloodragerBloodlinePower1TimesBonus	BONUS:VAR|Bloodrager_Draconic_BloodlinePower1|1
Elemental Bloodline	CATEGORY:Raging Blood Feat Bloodline	TYPE:Raging Blood Feat Bloodline	PREMULT:1,[PREABILITY:1,CATEGORY=Eldritch Heritage Bloodline,Elemental Bloodline],[PREABILITY:1,CATEGORY=Sorcerer Bloodline,Elemental Bloodline]	ABILITY:Special Ability|AUTOMATIC|Bloodrager Bloodline ~ Elemental	BONUS:VAR|Bloodrager_Elemental_BloodlineLVL|1	BONUS:VAR|Bloodrager_Elemental_BloodlineProgressionLVL|1	BONUS:VAR|Bloodrager_Elemental_BloodlinePower1Times|3+CHA+BloodragerBloodlinePower1TimesBonus	BONUS:VAR|Bloodrager_Elemental_BloodlinePower1|1
Fey Bloodline		CATEGORY:Raging Blood Feat Bloodline	TYPE:Raging Blood Feat Bloodline	PREMULT:1,[PREABILITY:1,CATEGORY=Eldritch Heritage Bloodline,Fey Bloodline],[PREABILITY:1,CATEGORY=Sorcerer Bloodline,Fey Bloodline]			ABILITY:Special Ability|AUTOMATIC|Bloodrager Bloodline ~ Fey		BONUS:VAR|Bloodrager_Fey_BloodlineLVL|1	BONUS:VAR|Bloodrager_Fey_BloodlineProgressionLVL|1	BONUS:VAR|Bloodrager_Fey_BloodlinePower1Times|3+CHA+BloodragerBloodlinePower1TimesBonus	BONUS:VAR|Bloodrager_Fey_BloodlinePower1|1
Infernal Bloodline	CATEGORY:Raging Blood Feat Bloodline	TYPE:Raging Blood Feat Bloodline	PREMULT:1,[PREABILITY:1,CATEGORY=Eldritch Heritage Bloodline,Infernal Bloodline],[PREABILITY:1,CATEGORY=Sorcerer Bloodline,Infernal Bloodline]		ABILITY:Special Ability|AUTOMATIC|Bloodrager Bloodline ~ Infernal		BONUS:VAR|Bloodrager_Infernal_BloodlineLVL|1	BONUS:VAR|Bloodrager_Infernal_BloodlineProgressionLVL|1	BONUS:VAR|Bloodrager_Infernal_BloodlinePower1Times|3+CHA+BloodragerBloodlinePower1TimesBonus	BONUS:VAR|Bloodrager_Infernal_BloodlinePower1|1
Undead Bloodline		CATEGORY:Raging Blood Feat Bloodline	TYPE:Raging Blood Feat Bloodline	PREMULT:1,[PREABILITY:1,CATEGORY=Eldritch Heritage Bloodline,Undead Bloodline],[PREABILITY:1,CATEGORY=Sorcerer Bloodline,Undead Bloodline]		ABILITY:Special Ability|AUTOMATIC|Bloodrager Bloodline ~ Undead		BONUS:VAR|Bloodrager_Undead_BloodlineLVL|1	BONUS:VAR|Bloodrager_Undead_BloodlineProgressionLVL|1	BONUS:VAR|Bloodrager_Undead_BloodlinePower1Times|3+CHA+BloodragerBloodlinePower1TimesBonus	BONUS:VAR|Bloodrager_Undead_BloodlinePower1|1


###Block: Hunter Animal Companion Skirmisher Tricks
# Ability Name		Unique Key									Category of Ability		Type									Required Text					Required Var. value				Description																																																																													Source Page
Aiding Attack		KEY:Hunter Animal Companion Trick ~ Aiding Attack		CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can use this trick as a free action when he hits a creature with an attack. The next ally who makes an attack against the target creature before the start of the ranger's next turn gains a +2 circumstance bonus on that attack roll.																																					SOURCEPAGE:p.128
Bolster Companion		KEY:Hunter Animal Companion Trick ~ Bolster Companion		CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can use this trick as an immediate action when his animal companion is hit with an attack or a combat maneuver. The companion's AC and combat maneuver defense increase by +4 for the purposes of that attack. If the attack still hits, the animal companion only takes half damage (if any). The animal companion must be able to see and hear the ranger to benefit from this trick.													SOURCEPAGE:p.128
Catfall			KEY:Hunter Animal Companion Trick ~ Catfall			CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can use this trick as an immediate action when he falls 20 or more feet, ignoring the first 20 feet of the fall when calculating the falling damage. If the ranger takes no damage from the fall, he does not fall prone.																																								SOURCEPAGE:p.128
Chameleon Step		KEY:Hunter Animal Companion Trick ~ Chameleon Step		CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can move up to twice his speed as a move action. The ranger does not take any penalty on Stealth checks for movement during this move. This move provokes attacks of opportunity as normal.																																													SOURCEPAGE:p.128
Cunning Pantomime		KEY:Hunter Animal Companion Trick ~ Cunning Pantomime		CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:As a standard action, the ranger can communicate with a single creature as if using the tongues spell for 10 minutes. Because the communication is slow and lacks subtlety, the ranger suffers a -4 penalty on all Bluff and Diplomacy checks relating to the creature he is communicating with when using this trick.																										SOURCEPAGE:p.128
Defensive Bow Stance	KEY:Hunter Animal Companion Trick ~ Defensive Bow Stance	CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can use this trick as a swift action. Until the start of his next turn, his ranged attacks do not provoke attacks of opportunity.																																																						SOURCEPAGE:p.128
Deft Stand			KEY:Hunter Animal Companion Trick ~ Deft Stand			CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can spend a move action to stand up without provoking attacks of opportunity.																																																															SOURCEPAGE:p.128
Distracting Attack	KEY:Hunter Animal Companion Trick ~ Distracting Attack	CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can use this trick as a free action before he makes an attack. If the attack hits, the target takes a -2 penalty on all attack rolls for 1 round.																																																				SOURCEPAGE:p.128
Hateful Attack		KEY:Hunter Animal Companion Trick ~ Hateful Attack		CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can use this trick as a free action when he makes an attack against one of his favored enemies. The ranger doubles the threat range of his weapon for this attack. This does not stack with other abilities that increase a weapon's threat range.																																			SOURCEPAGE:p.128
Heel				KEY:Hunter Animal Companion Trick ~ Heel				CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can use this trick as an immediate action when his animal companion moves. When the companion moves, the square it starts out in is not considered threatened by any opponent it can see, and therefore visible enemies do not get attacks of opportunity against it when it moves from that square. The companion must end this movement in a square adjacent to the ranger. The animal companion must be able to see and hear the ranger to take this movement.	SOURCEPAGE:p.128
Hobbling Attack		KEY:Hunter Animal Companion Trick ~ Hobbling Attack		CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can use this trick as a free action when he hits with an attack. The target of the attack's land speed is reduced by 1/2 for 1d4 rounds.																																																					SOURCEPAGE:p.128
Quick Climb			KEY:Hunter Animal Companion Trick ~ Quick Climb			CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can climb at his full speed as a move action without penalty.																																																																		SOURCEPAGE:p.128
Quick Healing		KEY:Hunter Animal Companion Trick ~ Quick Healing		CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:As a swift action, the ranger can make a Heal check to administer first aid on an adjacent dying character. Alternatively, the ranger can administer a potion to an unconscious character as a move action.																																												SOURCEPAGE:p.128
Quick Swim			KEY:Hunter Animal Companion Trick ~ Quick Swim			CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can swim at his full speed as a move action without penalty.																																																																		SOURCEPAGE:p.128
Ranger's Counsel		KEY:Hunter Animal Companion Trick ~ Ranger's Counsel		CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:As a swift action, the ranger can grant all allies within 30 feet that are within line of sight and can hear him a +2 bonus on skill checks with a single skill of his choice. The ranger must have at least one rank in the chosen skill. This bonus lasts for 1 round.																																		SOURCEPAGE:p.128
Rattling Strike		KEY:Hunter Animal Companion Trick ~ Rattling Strike		CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can use this trick as a free action before he makes a melee attack. If the attack hits, the target is shaken for 1d4 rounds.																																																							SOURCEPAGE:p.128
Second Chance Strike	KEY:Hunter Animal Companion Trick ~ Second Chance Strike	CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:When he misses with a melee attack, the ranger may reroll his attack at a -5 penalty. Using this ability is an immediate action.																																																								SOURCEPAGE:p.129
Sic 'Em			KEY:Hunter Animal Companion Trick ~ Sic 'Em			CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can use this trick as a swift action. His animal companion makes one melee attack against an adjacent creature. The animal companion must be able to see and hear the ranger to make this attack.																																												SOURCEPAGE:p.129
Skill Sage			KEY:Hunter Animal Companion Trick ~ Skill Sage			CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:As a free action, the ranger can roll twice on any one skill check and take the better result. He must have at least 1 rank in that skill to use this ability.																																																			SOURCEPAGE:p.129
Stag's Leap			KEY:Hunter Animal Companion Trick ~ Stag's Leap			CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:As a free action, the ranger can attempt a running jump without moving 10 feet before the jump.																																																														SOURCEPAGE:p.129
Surprise Shift		KEY:Hunter Animal Companion Trick ~ Surprise Shift		CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can move 5 feet as a move action. This movement does not provoke attacks of opportunity and does not count as a 5-foot step.																																																							SOURCEPAGE:p.129
Tangling Attack		KEY:Hunter Animal Companion Trick ~ Tangling Attack		CATEGORY:Special Ability	TYPE:HunterAnimalCompanionTrickChoice.AnimalTrick	PRETEXT:Hunter Animal Companion Only	PREVAREQ:HunterSkirmisherAnimalTrick,1	DESC:The ranger can use this attack as a free action when he makes an attack. If the attack hits, the target is entangled for 1 round.																																																								SOURCEPAGE:p.129
