# CVS $Revision$ $Author$ -- Fri Dec 26 16:30:13 2003 -- reformated by prettylst.pl v1.32 (build 343)
SOURCELONG:Pinnacle Entertainment - Deadlands D20 - Deadlands Core Rulebook|SOURCESHORT:Deadlands|SOURCEWEB:http://www.peginc.com/index.htm

# Spell Name		Classes of caster						School			Sub-School			Type		Components	Casting Time		Range			Target Area								Duration			Save Info					Spell Resistance	Description		Source Page		Item
Armor o' Righteousness	CLASSES:Blessed=3						SCHOOL:Abjuration						TYPE:Divine	COMPS:V	CASTTIME:1 action		RANGE:Personal	TARGETAREA:You							DURATION:1 round/level	SAVEINFO:None				SPELLRES:No		DESC:See text	SOURCEPAGE:p.102
Back to Nature		CLASSES:Shaman (DL)=1					SCHOOL:Transmutation					TYPE:Divine	COMPS:V	CASTTIME:1 action		RANGE:Touch		TARGETAREA:One technological item				DURATION:Permanent	SAVEINFO:None				SPELLRES:No		DESC:See text	SOURCEPAGE:p.102
Coffin Varnish		CLASSES:Black Magician,Huckster=0			SCHOOL:Enchantment					TYPE:Arcane	COMPS:S	CASTTIME:1 action		RANGE:Touch		TARGETAREA:One cup or glass of liquid			DURATION:1d6 hours	SAVEINFO:Fort negates (Harmless)	SPELLRES:Yes	DESC:See text	SOURCEPAGE:p.102
Compass			CLASSES:Black Magician,Huckster,Shaman (DL)=0	SCHOOL:Divination						TYPE:Both	COMPS:S	CASTTIME:1 action		RANGE:Personal	TARGETAREA:You							DURATION:Instantaneous	SAVEINFO:None				SPELLRES:No		DESC:See text	SOURCEPAGE:p.103
Hesitate			CLASSES:Black Magician,Huckster=0			SCHOOL:Enchantment	SUBSCHOOL:Compulsion	TYPE:Arcane	COMPS:S	CASTTIME:1 action		RANGE:10 feet	TARGETAREA:One creature						DURATION:Instantaneous	SAVEINFO:None				SPELLRES:Yes	DESC:See text	SOURCEPAGE:p.103	ITEM:Potion
Horned Owl's Fury		CLASSES:Shaman (DL)=3					SCHOOL:Transmutation					TYPE:Divine	COMPS:V	CASTTIME:10 minutes	RANGE:Touch		TARGETAREA:One creature						DURATION:1 hour		SAVEINFO:Will negates (Harmless)	SPELLRES:Yes	DESC:See text	SOURCEPAGE:p.104	ITEM:Potion
Ignite			CLASSES:Black Magician,Huckster=0			SCHOOL:Evocation						TYPE:Arcane	COMPS:S	CASTTIME:1 action		RANGE:Touch		TARGETAREA:One small object					DURATION:Instantaneous	SAVEINFO:None				SPELLRES:No		DESC:See text	SOURCEPAGE:p.104
Perseverance		CLASSES:Blessed=1						SCHOOL:Abjuration						TYPE:Divine	COMPS:V	CASTTIME:1 action		RANGE:Personal	TARGETAREA:You							DURATION:1 round/level	SAVEINFO:None				SPELLRES:No		DESC:See text	SOURCEPAGE:p.104
Shadow Man			CLASSES:Black Magician,Huckster=1			SCHOOL:Illusion		SUBSCHOOL:Glamer		TYPE:Arcane	COMPS:S	CASTTIME:1 action		RANGE:Personal	TARGETAREA:You							DURATION:Concentration	SAVEINFO:Will negates			SPELLRES:Yes	DESC:See text	SOURCEPAGE:p.104
Shadow Walk			CLASSES:Black Magician,Huckster=2			SCHOOL:Transmutation					TYPE:Arcane	COMPS:S	CASTTIME:1 action		RANGE:Personal	TARGETAREA:You							DURATION:Instantaneous	SAVEINFO:None				SPELLRES:No		DESC:See text	SOURCEPAGE:p.105
Soul Blast			CLASSES:Black Magician,Huckster=1			SCHOOL:Evocation						TYPE:Arcane	COMPS:S	CASTTIME:1 action		RANGE:Long		TARGETAREA:One creature						DURATION:Instantaneous	SAVEINFO:None				SPELLRES:Yes	DESC:See text	SOURCEPAGE:p.105	ITEM:Potion
Texas Twister		CLASSES:Black Magician,Huckster=3			SCHOOL:Conjuration	SUBSCHOOL:Creation	TYPE:Arcane	COMPS:S	CASTTIME:1 round		RANGE:Medium	TARGETAREA:Cylinder 30' radius x 300' high		DURATION:Concentration	SAVEINFO:Fortitude partial		SPELLRES:No		DESC:See text	SOURCEPAGE:p.105
Tinhorn Shuffle		CLASSES:Huckster=0					SCHOOL:Evocation						TYPE:Arcane	COMPS:S	CASTTIME:1 action		RANGE:25 feet	TARGETAREA:Circular area with a radius of 25'		DURATION:1 round		SAVEINFO:None				SPELLRES:No		DESC:See text	SOURCEPAGE:p.106
Trinkets			CLASSES:Huckster=1					SCHOOL:Conjuration					TYPE:Arcane	COMPS:S	CASTTIME:1 action		RANGE:Touch		TARGETAREA:Creates a small item for a limited time	DURATION:1 round/level	SAVEINFO:None				SPELLRES:No		DESC:See text	SOURCEPAGE:p.106

###Block:SPELL.MOD generated from the old CLASSSPELL files
# Spell Name				Classes of caster
Acid Arrow.MOD				CLASSES:Black Magician,Huckster=2
Acid Fog.MOD				CLASSES:Black Magician,Huckster=6
Aid.MOD					CLASSES:Blessed=2
Alarm.MOD					CLASSES:Black Magician,Huckster=1
Alter Self.MOD				CLASSES:Black Magician,Huckster=2
Analyze Dweomer.MOD			CLASSES:Black Magician,Huckster=6
Animal Friendship.MOD			CLASSES:Shaman (DL)=1
Animal Growth.MOD				CLASSES:Black Magician,Huckster,Shaman (DL)=5
Animal Messenger.MOD			CLASSES:Blessed,Shaman (DL)=2
Animal Shapes.MOD				CLASSES:Shaman (DL)=8
Animal Trance.MOD				CLASSES:Shaman (DL)=2
Animate Dead.MOD				CLASSES:Black Magician,Huckster=5
Animate Rope.MOD				CLASSES:Black Magician,Huckster=1
Antimagic Field.MOD			CLASSES:Black Magician,Huckster=6|Blessed=8
Antilife Shell.MOD			CLASSES:Shaman (DL)=6
Antipathy.MOD				CLASSES:Black Magician,Huckster=8|Shaman (DL)=9
Antiplant Shell.MOD			CLASSES:Shaman (DL)=4
Arcane Eye.MOD				CLASSES:Black Magician,Huckster=4
Arcane Lock.MOD				CLASSES:Black Magician,Huckster=2
Arcane Mark.MOD				CLASSES:Black Magician,Huckster=0
Astral Projection.MOD			CLASSES:Black Magician,Huckster=9
Atonement.MOD				CLASSES:Blessed,Shaman (DL)=5
Augury.MOD					CLASSES:Blessed=2
Awaken.MOD					CLASSES:Shaman (DL)=5
Bane.MOD					CLASSES:Blessed=1
Banishment.MOD				CLASSES:Black Magician,Huckster=7
Barkskin.MOD				CLASSES:Shaman (DL)=2
Bestow Curse.MOD				CLASSES:Blessed=3|Black Magician,Huckster=4
Binding.MOD					CLASSES:Black Magician,Huckster=8
Black Tentacles.MOD			CLASSES:Black Magician,Huckster=4
Bless.MOD					CLASSES:Blessed=1
Bless Water.MOD				CLASSES:Blessed=1
Blindness/Deafness.MOD			CLASSES:Black Magician,Huckster=2|Blessed=3
Blink.MOD					CLASSES:Black Magician=3
Blur.MOD					CLASSES:Black Magician,Huckster=2
Break Enchantment.MOD			CLASSES:Blessed=5
Bull's Strength.MOD			CLASSES:Black Magician,Blessed,Huckster=2
Burning Hands.MOD				CLASSES:Black Magician,Huckster=1
Call Lightning.MOD			CLASSES:Shaman (DL)=3
Calm Animals.MOD				CLASSES:Shaman (DL)=1
Calm Emotions.MOD				CLASSES:Blessed=2
Cat's Grace.MOD				CLASSES:Black Magician,Huckster=2
Cause Fear.MOD				CLASSES:Black Magician,Blessed,Huckster=1
Chain Lightning.MOD			CLASSES:Black Magician,Huckster=6
Change Self.MOD				CLASSES:Black Magician,Huckster=1
Changestaff.MOD				CLASSES:Shaman (DL)=7
Charm Monster.MOD				CLASSES:Black Magician=4
Charm Person.MOD				CLASSES:Black Magician,Huckster=1
Charm Person or Animal.MOD		CLASSES:Shaman (DL)=2
Chill Metal.MOD				CLASSES:Shaman (DL)=2
Chill Touch.MOD				CLASSES:Black Magician,Huckster=1
Circle of Death.MOD			CLASSES:Black Magician,Huckster=6
Circle of Doom.MOD			CLASSES:Blessed=5
Clairaudience/Clairvoyance.MOD	CLASSES:Black Magician,Huckster=3
Clenched Fist.MOD				CLASSES:Black Magician,Huckster=8
Clone.MOD					CLASSES:Black Magician=8
Cloudkill.MOD				CLASSES:Black Magician,Huckster=5
Color Spray.MOD				CLASSES:Black Magician,Huckster=1
Command.MOD					CLASSES:Blessed=1
Command Plants.MOD			CLASSES:Shaman (DL)=8
Commune.MOD					CLASSES:Blessed=5
Commune with Nature.MOD			CLASSES:Shaman (DL)=5
Comprehend Languages.MOD		CLASSES:Black Magician,Blessed,Huckster=1
Cone of Cold.MOD				CLASSES:Black Magician,Huckster=5
Confusion.MOD				CLASSES:Black Magician,Huckster=4
Consecrate.MOD				CLASSES:Blessed=2
Contact Other Plane.MOD			CLASSES:Black Magician=5
Contagion.MOD				CLASSES:Shaman (DL)=3|Black Magician,Huckster=4
Contingency.MOD				CLASSES:Black Magician,Huckster=6
Continual Flame.MOD			CLASSES:Black Magician,Huckster=2|Blessed=3
Control Plants.MOD			CLASSES:Shaman (DL)=4
Control Undead.MOD			CLASSES:Black Magician,Huckster=7
Control Water.MOD				CLASSES:Blessed=4|Black Magician=6
Control Weather.MOD			CLASSES:Black Magician=6|Blessed,Shaman (DL)=7
Control Winds.MOD				CLASSES:Shaman (DL)=5
Create Food and Water.MOD		CLASSES:Blessed=3
Creeping Doom.MOD				CLASSES:Shaman (DL)=7
Crushing Hand.MOD				CLASSES:Black Magician,Huckster=9
