# CVS $Revision$ $Author$ -- Fri Oct 19 20:16:09 2012 -- reformated by prettylst.pl v1.39 (build 15052)
SOURCELONG:Deadlands Web Enhancements	SOURCESHORT:DeadlndWeb	SOURCEWEB:http://www.peginc.com	SOURCEDATE:2003-01

# Weapon Name	Type
Antennae		TYPE:Natural
Arm			TYPE:Natural
Bite			TYPE:Natural
Butt			TYPE:Natural
Claw			TYPE:Natural
Charge		TYPE:Natural
Gore			TYPE:Natural
Hoof			TYPE:Natural
Hook			TYPE:Natural
Horn			TYPE:Natural
Punch			TYPE:Natural
Rake			TYPE:Natural
Slam			TYPE:Natural
Slap			TYPE:Natural
Snakes		TYPE:Natural
Spikes		TYPE:Natural
Sting			TYPE:Natural
Strand		TYPE:Natural
Tail Spike		TYPE:Natural
Tail Strike		TYPE:Natural
Tentacle		TYPE:Natural
Thorns		TYPE:Natural
Touch			TYPE:Natural
Trample		TYPE:Natural
Wing			TYPE:Natural
