#  Fri Nov 16 19:52:40 2018 -- reformated by PCGen PrettyLST v6.08.00
# CVS $Revision: 21538 $ $Author: amaitland $ -- Wed Sep  3 00:18:24 2014 -- reformated by prettylst.pl v1.51 (build 24947)
SOURCELONG:Advanced Player's Guide	SOURCESHORT:APG	SOURCEWEB:http://paizo.com/store/downloads/pathfinder/pathfinderRPG/v5748btpy8fo1	SOURCEDATE:2010-08
# Original Entry by: Eric C. Smith (Maredudd)

###Block: Magic Weapon Special Abilities
# Modifier Name	Unique Key							Type					Plus		Cost		Visible		Source Page		Required Type			Weapon prop. bonus					Special Property
Allying		KEY:Special Ability ~ Allying ~ Weapon		TYPE:Weapon.Ammunition		PLUS:1			VISIBLE:QUALIFY	SOURCEPAGE:p.286	PRETYPE:2,WeaponEnhancement,Weapon									SPROP:Allows transfer of some or all of its enhancement bonus to an ally's weapon.
Conductive		KEY:Special Ability ~ Conductive ~ Weapon		TYPE:Weapon.Ammunition		PLUS:1			VISIBLE:QUALIFY	SOURCEPAGE:p.286	PRETYPE:2,WeaponEnhancement,Weapon									SPROP:Conducts touch attacks from spell-like and supernatural abilities.
Corrosive		KEY:Special Ability ~ Corrosive ~ Weapon		TYPE:Weapon.Ammunition		PLUS:1			VISIBLE:QUALIFY	SOURCEPAGE:p.287	PRETYPE:2,WeaponEnhancement,Weapon									SPROP:+1d6 acid damage
Corrosive Burst	KEY:Special Ability ~ Corrosive Burst ~ Weapon	TYPE:Weapon.Ammunition		PLUS:2			VISIBLE:QUALIFY	SOURCEPAGE:p.287	PRETYPE:2,WeaponEnhancement,Weapon									SPROP:A corrosive burst weapon functions as a corrosive weapon that explodes with acid upon striking a successful critical hit. The acid does not harm the wielder. In addition to the extra acid damage from the corrosive ability, a corrosive burst weapon deals an extra 1d10 points of acid damage on a successful critical hit. If the weapon's critical modifier is x3, add an extra 2d10 points of acid damage instead, and if the modifier is x4, add an extra 3d10 points. Even if the corrosive ability is not active, the weapon still deals its extra acid damage on a successful critical hit.
#Corrosive Burst is shown in Ultimate Equipment as a +2 bonus for both melee (p.137) and ranged (p.139) weapons; there's no reason to have two separate equipmods.
#Corrosive Burst	KEY:CRRSVE_BRST_M	TYPE:Weapon.Melee			PLUS:2			VISIBLE:QUALIFY	SOURCEPAGE:p.287	PRETYPE:2,WeaponEnhancement,Weapon									SPROP:A corrosive burst weapon functions as a corrosive weapon that explodes with acid upon striking a successful critical hit. The acid does not harm the wielder. In addition to the extra acid damage from the corrosive ability, a corrosive burst weapon deals an extra 1d10 points of acid damage on a successful critical hit. If the weapon's critical modifier is x3, add an extra 2d10 points of acid damage instead, and if the modifier is x4, add an extra 3d10 points. Even if the corrosive ability is not active, the weapon still deals its extra acid damage on a successful critical hit.
#Corrosive Burst	KEY:CRRSVE_BRST_R	TYPE:Weapon.Ranged.Ammunition	PLUS:1			VISIBLE:QUALIFY	SOURCEPAGE:p.287	PRETYPE:2,WeaponEnhancement,Weapon									SPROP:A corrosive burst weapon functions as a corrosive weapon that explodes with acid upon striking a successful critical hit. The acid does not harm the wielder. In addition to the extra acid damage from the corrosive ability, a corrosive burst weapon deals an extra 1d10 points of acid damage on a successful critical hit. If the weapon's critical modifier is x3, add an extra 2d10 points of acid damage instead, and if the modifier is x4, add an extra 3d10 points. Even if the corrosive ability is not active, the weapon still deals its extra acid damage on a successful critical hit.
Cunning		KEY:Special Ability ~ Cunning ~ Weapon		TYPE:Weapon.Melee.Ranged	PLUS:1			VISIBLE:QUALIFY	SOURCEPAGE:p.287	PRETYPE:2,WeaponEnhancement,Weapon									SPROP:+2 on critical confirmation rolls; requires 5 or more ranks in Knowledge skill appropriate to target
Dueling		KEY:Special Ability ~ Dueling ~ Melee		TYPE:Weapon.Melee					COST:14000	VISIBLE:QUALIFY	SOURCEPAGE:p.287	PRETYPE:2,WeaponEnhancement,Weapon									SPROP:+4 on initiative checks, +2 on disarm and feint checks, +2 to CMD to resist disarm, +2 to DC to feint against the wielder
Furious		KEY:Special Ability ~ Furious ~ Melee		TYPE:Weapon.Melee			PLUS:1			VISIBLE:QUALIFY	SOURCEPAGE:p.288	PRETYPE:2,WeaponEnhancement,Weapon	BONUS:WEAPON|TOHIT,DAMAGE|2|PREVAREQ:Raging,1	SPROP:+2 to enhancement bonus when raging, always applies its enhancement bonus to skills which are enhanced by rage powers
Grayflame		KEY:Special Ability ~ Grayflame ~ Weapon		TYPE:Weapon.Melee			PLUS:1			VISIBLE:QUALIFY	SOURCEPAGE:p.288	PRETYPE:2,WeaponEnhancement,Weapon									SPROP:+1 to enhancement bonus, +1d6 holy/unholy damage, counts as good/silver or evil/cold iron, when infused with channeled energy
Huntsman		KEY:Special Ability ~ Huntsman ~ Weapon		TYPE:Weapon.Ammunition		PLUS:1			VISIBLE:QUALIFY	SOURCEPAGE:p.288	PRETYPE:2,WeaponEnhancement,Weapon									SPROP:+1d6 damage to creatures tracked with Survival, provides enhancement bonus to track creatures the weapon has damaged
Jurist		KEY:Special Ability ~ Jurist ~ Weapon		TYPE:Weapon.Ammunition		PLUS:1			VISIBLE:QUALIFY	SOURCEPAGE:p.288	PRETYPE:2,WeaponEnhancement,Weapon									SPROP:+1 to +3 enhancement bonus to Perception checks and CMD when using judgement class ability
Menacing		KEY:Special Ability ~ Menacing ~ Melee		TYPE:Weapon.Melee			PLUS:1			VISIBLE:QUALIFY	SOURCEPAGE:p.288	PRETYPE:2,WeaponEnhancement,Weapon									SPROP:+2 to flanking bonus for allies while wielder is adjacent to flanked creature
Transformative	KEY:Special Ability ~ Transformative ~ Melee	TYPE:Weapon.Melee					COST:10000	VISIBLE:QUALIFY	SOURCEPAGE:p.289	PRETYPE:2,WeaponEnhancement,Weapon									SPROP:On command, alters its shape to become any other melee weapon of the same general shape and handedness.

#
#
#Corrosive Burst	KEY:CRRSVE_BRST_R	TYPE:Weapon.Ranged				COST:2000	VISIBLE:QUALIFY	SOURCEPAGE:p.287

###Block: Magic Armor
# Modifier Name									Unique Key							Type			Plus		Cost		Visible		Source Page		Multiple Requirements								Bonus to skill				Special Property																				Ability											Innate Spells
Champion										KEY:Special Ability ~ Champion ~ Armor		TYPE:Armor.Bracer	PLUS:1			VISIBLE:QUALIFY	SOURCEPAGE:p.283	PREMULT:2,[PRETYPE:1,ArmorEnhancement],[PRETYPE:1,Armor,Bracer]							SPROP:+2 sacred bonus to AC against attacks from the chosen opponent.|PREABILITY:1,CATEGORY=Special Ability,Smite Evil,Challenge
Dastard										KEY:Special Ability ~ Dastard ~ Armor		TYPE:Armor.Bracer	PLUS:1			VISIBLE:QUALIFY	SOURCEPAGE:p.283	PREMULT:2,[PRETYPE:1,ArmorEnhancement],[PRETYPE:1,Armor,Bracer]							SPROP:+2 profane bonus to AC against attacks from the chosen opponent.|PREABILITY:1,CATEGORY=Special Ability,Smite Good,Challenge
Determination									KEY:Special Ability ~ Determination ~ Armor	TYPE:Armor.Shield				COST:30000	VISIBLE:QUALIFY	SOURCEPAGE:p.283	PREMULT:2,[PRETYPE:1,ArmorEnhancement,ShieldEnhancement],[PRETYPE:1,Armor,Shield]								SPROP:Once per day, when the owner reaches 0 or fewer hit points, the item automatically provides a breath of life spell.
Jousting										KEY:Special Ability ~ Jousting ~ Armor		TYPE:Armor			COST:3750	VISIBLE:QUALIFY	SOURCEPAGE:p.283	PREMULT:2,[PRETYPE:1,ArmorEnhancement],[PRETYPE:1,Armor]		BONUS:SKILL|Ride|5|TYPE=Competence	SPROP:+5 competence bonus on Ride skill checks.
Righteous										KEY:Special Ability ~ Righteous ~ Armor		TYPE:Armor				COST:27000	VISIBLE:QUALIFY	SOURCEPAGE:p.283	PREMULT:2,[PRETYPE:1,ArmorEnhancement],[PRETYPE:1,Armor]								SPROP:On command once per day can invoke an effect as per the spell righteous might.								ABILITY:Special Ability|AUTOMATIC|Negative Levels|PREALIGN:LE,NE,CE	SPELLS:Innate|TIMES=1|CASTERLEVEL=10|Righteous Might
Unrighteous										KEY:Special Ability ~ Unrighteous ~ Armor		TYPE:Armor				COST:27000	VISIBLE:QUALIFY	SOURCEPAGE:p.283	PREMULT:2,[PRETYPE:1,ArmorEnhancement],[PRETYPE:1,Armor]								SPROP:On command once per day can invoke an effect as per the spell righteous might.								ABILITY:Special Ability|AUTOMATIC|Negative Levels|PREALIGN:LG,NG,CG	SPELLS:Innate|TIMES=1|CASTERLEVEL=10|Righteous Might

##
## Block: Orocular Revelations
##
# Modifier Name			Unique Key			Naming Format	Naming Option	Type		Plus		Visible		Type granted					Keys to replace						Source Page		Required Type	Combat bonus					Bonus Armor Modifiers											Modify the item cost																		Apply to both heads
#Battle Mystery			KEY:BTTL_ORCL_MSTRY		TYPE:Armor.Soothsayer	VISIBLE:QUALIFY		CHOOSE:ABILITY|Special Ability|TYPE=BattleRevelation
#Bone Mystery			KEY:BONE_ORCL_MSTRY
#Flame Mystery			KEY:FLAM_ORCL_MSTRY
#Heavens Mystery		KEY:HVNS_ORCL_MSTRY
#Life Mystery			KEY:LIFE_ORCL_MSTRY
#Lore Mystery			KEY:LORE_ORCL_MSTRY
#Nature Mystery			KEY:NTUR_ORCL_MSTRY
#Stone Mystery			KEY:STNE_ORCL_MSTRY
#Waves Mystery			KEY:WAVE_ORCL_MSTRY
#Wind Mystery			KEY:WIND_ORCL_MSTRY




#Old KEYs
Special Ability ~ Allying ~ Weapon.COPY=ALLYING																			VISIBLE:NO
Special Ability ~ Conductive ~ Weapon.COPY=CONDUCTVE																		VISIBLE:NO
Special Ability ~ Corrosive ~ Weapon.COPY=CRRSVE																		VISIBLE:NO
Special Ability ~ Corrosive Burst ~ Weapon.COPY=CRRSVE_BRST_M																VISIBLE:NO
Special Ability ~ Corrosive Burst ~ Weapon.COPY=CRRSVE_BRST_R																VISIBLE:NO
Special Ability ~ Cunning ~ Weapon.COPY=CNNING																			VISIBLE:NO
Special Ability ~ Dueling ~ Melee.COPY=DUELING																			VISIBLE:NO
Special Ability ~ Furious ~ Melee.COPY=FURIOUS																			VISIBLE:NO
Special Ability ~ Grayflame ~ Weapon.COPY=GRAYFLM																		VISIBLE:NO
Special Ability ~ Huntsman ~ Weapon.COPY=HUNTSMAN																		VISIBLE:NO
Special Ability ~ Jurist ~ Weapon.COPY=JURIST																			VISIBLE:NO
Special Ability ~ Menacing ~ Melee.COPY=MENACING																		VISIBLE:NO
Special Ability ~ Transformative ~ Melee.COPY=TRANSFORM																	VISIBLE:NO
Special Ability ~ Champion ~ Armor.COPY=CHAMP																			VISIBLE:NO
Special Ability ~ Dastard ~ Armor.COPY=DSTRD																			VISIBLE:NO
Special Ability ~ Determination ~ Armor.COPY=DTRMN																		VISIBLE:NO
Special Ability ~ Jousting ~ Armor.COPY=JSTNG																			VISIBLE:NO
Special Ability ~ Righteous ~ Armor.COPY=RGHTS																			VISIBLE:NO
Special Ability ~ Unrighteous ~ Armor.COPY=UNRGHTS																		VISIBLE:NO
