# CVS $Revision$ $Author$ -- Mon Oct 24 18:44:18 2011 -- reformated by prettylst.pl v1.39 (build )
SOURCELONG:Bestiary 2	SOURCESHORT:PFB2	SOURCEWEB:http://paizo.com/store/byCompany/p/paizoPublishingLLC/pathfinder/pathfinderRPG/v5748btpy8ddb	SOURCEDATE:2010-12

# ORIGINAL ENTRY: Stefan Radermacher and Douglas Limmer
# ORIGINAL ENTRY DATE: Unknown

# COMMENT: Creatures with constant abilities should use BONUS:VAR|SLA_CL|x
# COMMENT:   to set the caster level for these spell-like abilities

# Ability Name			Unique Key							Category of Ability		Type								Define		Innate Spells										Description																	Ability										Save checks bonus				Combat bonus														Source Page		Aspects								Description of the Benefits
Air Walk				KEY:Air Walk ~ Constant					CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike.ModifyMovement	DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Air Walk			DESC:You can Air Walk, as per the spell, as a constant ability.																																																					BENEFIT:You can Air Walk, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
Arcane Sight			KEY:Arcane Sight ~ Constant				CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike.Sense			DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Arcane Sight			DESC:You can Arcane Sight, as per the spell, as a constant ability.																																								SOURCEPAGE:p.288										BENEFIT:You can use Arcane Sight, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
Blink					KEY:Blink ~ Constant					CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike				DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Blink				DESC:You can Blink, as per the spell, as a constant ability.																																																					BENEFIT:You can use Blink, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
Blur					KEY:Blur ~ Constant					CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike				DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Blur				DESC:You can Blur, as per the spell, as a constant ability.																																																						BENEFIT:You can use Blur, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
Cloak of Chaos			KEY:Cloak of Chaos ~ Constant				CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike				DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Cloak of Chaos,18+CHA	DESC:You can use Cloak of Chaos, as per the spell, as a constant ability.																	BONUS:CHECKS|ALL|4|TYPE=Resistance	BONUS:COMBAT|AC|4|TYPE=Deflection																							BENEFIT:You can use Cloak of Chaos, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
Deathwatch				KEY:Deathwatch ~ Constant				CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike.Sense			DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Deathwatch			DESC:You can use Deathwatch, as per the spell, as a constant ability.																																																				BENEFIT:You can use Deathwatch, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
Displacement			KEY:Displacement ~ Constant				CATEGORY:Special Ability	TYPE:Defensive.SpellLike				DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Displacement			DESC:You can use Displacement, as per the spell, as a constant ability.																																																				BENEFIT:You can use Displacement, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
Entropic Shield			KEY:Entropic Shield ~ Constant			CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike				DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Entropic Shield		DESC:You can use Entropic Shield, as per the spell, as a constant ability.																																																			BENEFIT:You can use Entropic Shield, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
Fire Shield				KEY:Fire Shield ~ Constant				CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike				DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Fire Shield			DESC:You can use Fire Shield, as per the spell, as a constant ability.																																																				BENEFIT:You can use Fire Shield, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
Fire Shield (warm)		KEY:Fire Shield (warm) ~ Constant			CATEGORY:Special Ability	TYPE:Defensive.SpecialQuality.SpellLike		DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Fire Shield (warm)		DESC:You can use the warm version of Fire Shield, as per the spell, as a constant ability.																																																BENEFIT:You can use the warm version of Fire Shield, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
Floating Disk			KEY:Floating Disk ~ Constant				CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike				DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Floating Disk			DESC:You can use Floating Disk, as per the spell, as a constant ability.																																																			BENEFIT:You can use Floating Disk, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
Foresight				KEY:Foresight ~ Constant				CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike				DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Foresight			DESC:You can use Foresight, as per the spell, as a constant ability.							ABILITY:Special Ability|AUTOMATIC|Never Surprised or Flat-Footed	BONUS:CHECKS|Reflex|2|TYPE=Insight	BONUS:COMBAT|AC|2|TYPE=Insight																							BENEFIT:You can use Foresight, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
Freedom of Movement		KEY:Freedom of Movement ~ Constant			CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike.Defensive		DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Freedom of Movement		DESC:You can use Freedom of Movement, as per the spell, as a constant ability.																																																		BENEFIT:You can use Freedom of Movement, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
Hide from Undead			KEY:Hide from Undead ~ Constant			CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike				DEFINE:SLA_CL|0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=SLA_CL|Hide from Undead,11+CHA	DESC:You can use Hide from Undead, as per the spell, as a constant ability.																																																			BENEFIT:You can use Hide from Undead, as per the spell, as a constant ability. Constant spell-like abilities function at all times but can be dispelled. Constant spell-like abilities can be reactivated as a swift action.
