# CVS $Revision$ $Author$ -- Fri Oct 19 20:16:09 2012 -- reformated by prettylst.pl v1.39 (build 15052)
SOURCELONG:The Game Mechanics,Inc. - Modern Player's Companion (Print)	SOURCESHORT:MPC	SOURCEWEB:http://www.thegamemechanics.com/	SOURCEDATE:2003-01
# Original Entry by: Frank Kliewe


###Block: Categories for Logical Talent -
# Feat Name					Type				Visible	Required Skill							Special ABility					Bonus to skill												Source Page
Category[Arcane lore]			TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Arcane Lore)=4			SAB:Logical (Arcane Lore)			BONUS:SKILL|Knowledge (Theology and Philosophy)|var("CL=Smart")/2|TYPE=Synergy	SOURCEPAGE:p.6
Category[Art]				TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Art)=4					SAB:Logical (Art)					BONUS:SKILL|Craft (Visual Art)|var("CL=Smart")/2|TYPE=Synergy				SOURCEPAGE:p.6
Category[Behavioral sciences]		TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Behavioral Sciences)=4		SAB:Logical (Behavioral Sciences)		BONUS:SKILL|Sense Motive|var("CL=Smart")/2|TYPE=Synergy					SOURCEPAGE:p.6
Category[Business]			TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Business)=4				SAB:Logical (Business)				BONUS:SKILL|Forgery|var("CL=Smart")/2|TYPE=Synergy						SOURCEPAGE:p.6
Category[Civics]				TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Civics)=4				SAB:Logical (Civics)				BONUS:SKILL|Diplomacy|var("CL=Smart")/2|TYPE=Synergy						SOURCEPAGE:p.6
Category[Current events]		TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Current Events)=4			SAB:Logical (Current Events)			BONUS:SKILL|Gather Information|var("CL=Smart")/2|TYPE=Synergy				SOURCEPAGE:p.6
Category[Earth and life sciences]	TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Earth and Life Sciences)=4	SAB:Logical (Earth and Life Sciences)	BONUS:SKILL|Treat Injury|var("CL=Smart")/2|TYPE=Synergy					SOURCEPAGE:p.6
Category[History]				TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (History)=4				SAB:Logical (History)				BONUS:SKILL|Research|var("CL=Smart")/2|TYPE=Synergy						SOURCEPAGE:p.6
Category[Physical sciences]		TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Physical Sciences)=4		SAB:Logical (Physical Sciences)		BONUS:SKILL|Craft (Chemical)|var("CL=Smart")/2|TYPE=Synergy					SOURCEPAGE:p.6
Category[Popular culture]		TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Popular Culture)=4			SAB:Logical (Popular Culture)			BONUS:SKILL|Knowledge (Streetwise)|var("CL=Smart")/2|TYPE=Synergy				SOURCEPAGE:p.6
Category[Streetwise]			TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Streetwise)=4				SAB:Logical (Streetwise)			BONUS:SKILL|Intimidate|var("CL=Smart")/2|TYPE=Synergy						SOURCEPAGE:p.6
Category[Tactics]				TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Tactics)=4				SAB:Logical (Tactics)				BONUS:SKILL|Investigate|var("CL=Smart")/2|TYPE=Synergy					SOURCEPAGE:p.6
Category[Technology]			TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Technology)=4				SAB:Logical (Technology)			BONUS:SKILL|Craft (Electronic)|var("CL=Smart")/2|TYPE=Synergy				SOURCEPAGE:p.6
Category[Theology and philosophy]	TYPE:LogicalChoice	VISIBLE:NO	PRESKILL:1,Knowledge (Theology and Philosophy)=4	SAB:Logical (Theology and Philosophy)	BONUS:SKILL|Knowledge (Arcane Lore)|var("CL=Smart")/2|TYPE=Synergy			SOURCEPAGE:p.6

###Block: Categories for Talk a Good Game Talent
# Feat Name					Type					Visible	Required Feat						Special ABility						Source Page
Category [Arcane lore]			TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Arcane lore]			SAB:Talk a Good Game (Arcane Lore)			SOURCEPAGE:p.6
Category [Art]				TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Art]					SAB:Talk a Good Game (Art)				SOURCEPAGE:p.6
Category [Behavioral sciences]	TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Behavioral sciences]		SAB:Talk a Good Game (Behavioral Sciences)	SOURCEPAGE:p.6
Category [Business]			TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Business]				SAB:Talk a Good Game (Business)			SOURCEPAGE:p.6
Category [Civics]				TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Civics]				SAB:Talk a Good Game (Civics)				SOURCEPAGE:p.6
Category [Current events]		TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Current events]			SAB:Talk a Good Game (Current Events)		SOURCEPAGE:p.6
Category [Earth and life sciences]	TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Earth and life sciences]	SAB:Talk a Good Game (Earth and Life Sciences)	SOURCEPAGE:p.6
Category [History]			TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[History]				SAB:Talk a Good Game (History)			SOURCEPAGE:p.6
Category [Physical sciences]		TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Physical sciences]		SAB:Talk a Good Game (Physical Sciences)		SOURCEPAGE:p.6
Category [Popular culture]		TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Popular culture]			SAB:Talk a Good Game (Popular Culture)		SOURCEPAGE:p.6
Category [Streetwise]			TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Streetwise]			SAB:Talk a Good Game (Streetwise)			SOURCEPAGE:p.6
Category [Tactics]			TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Tactics]				SAB:Talk a Good Game (Tactics)			SOURCEPAGE:p.6
Category [Technology]			TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Technology]			SAB:Talk a Good Game (Technology)			SOURCEPAGE:p.6
Category [Theology and philosophy]	TYPE:TalkAGoodGameChoice	VISIBLE:NO	PREFEAT:1,Category[Theology and philosophy]	SAB:Talk a Good Game (Theology and Philosophy)	SOURCEPAGE:p.6


###Block: Advanced Class Abilities
# Feat Name					Type								Visible	Required Ability						Restricted Ability					Prohibited Feat			Special ABility						Define				Stackable?	Multiple?	Choose																																Ability						Add 					Bonus Number of Feats	Misc bonus		Bonus to skill				Stat bonus			Modify VAR											Weapon prof. bonus												Source Page
Class Ability Magic Defense		TYPE:ArcaneScholarAbility.DarkSageAbility		VISIBLE:NO																	!PREFEAT:1,Magic Defense	SAB:Magic Defense																																																																BONUS:MISC|SR|5																																						SOURCEPAGE:p.21+p44
Master of Incantations			TYPE:ArcaneScholarAbility.DarkSageAbility		VISIBLE:NO																						SAB:Master of Incantations (+%)|Mstr_of_Incnttn	DEFINE:Mstr_of_Incnttn|0																																																																			BONUS:VAR|Mstr_of_Incnttn|var("CL=Arcane Scholar")+var("CL=Dark Sage")																SOURCEPAGE:p.20+p.44
Sharp Eye					TYPE:BountyHunterAbility.CriminologistAbility	VISIBLE:NO																						SAB:Sharp Eye (%CHOICE)										STACK:NO	MULT:YES	CHOOSE:NUMCHOICES=3|SKILL|Investigate|Knowledge (Physical Sciences)|Knowledge (Technology)|Research|Search|Sense Motive|Spot																																BONUS:SKILL|LIST|2|TYPE=Competence																																SOURCEPAGE:p.22
Dead Shot Weapon Focus			TYPE:DeadShotAbility					VISIBLE:NO																						SAB:Dead Shot Weapon Focus (%CHOICE)							STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|AKM/AK-47|Barrett Light Fifty|Beretta M3P|Browning BPS|HK G3|HK MP5|HK MP5K|HK PSG1|M16A2|M4 Carbine|Mossberg|Remington 700|Sawed-Off Shotgun|Steyr AUG|Uzi|Winchester 94																																										BONUS:WEAPONPROF=%LIST|TOHIT|1										SOURCEPAGE:p.27
Staggering Shot				TYPE:DeadShotAbility					VISIBLE:NO																						SAB:Staggering Shot (%CHOICE)									STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|FEAT=Dead Shot Weapon Focus																																																																																	SOURCEPAGE:p.27
Dead Shot Greater Weapon Focus	TYPE:DeadShotAbility					VISIBLE:NO																						SAB:Dead Shot Greater Weapon Focus (%CHOICE)						STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|FEAT=Staggering Shot																																																																			BONUS:WEAPONPROF=%LIST|TOHIT|1										SOURCEPAGE:p.27
Unarmed Weapon Finesse			TYPE:GentleWarriorAbility				VISIBLE:NO																						SAB:Unarmed Weapon Finesse																																																																																							BONUS:WEAPONPROF=Unarmed Strike|TOHIT|(max(DEX,STR)+SHIELDACCHECK)-STR|TYPE=NotRanged	SOURCEPAGE:p.32
Uncanny Dodge X1				TYPE:GentleWarriorAbility				VISIBLE:NO									!PREABILITY:1,CATEGORY=Talent,Uncanny Dodge I																																																								ABILITY:Talent|AUTOMATIC|Uncanny Dodge I																																																		SOURCEPAGE:p.32
Uncanny Dodge X2				TYPE:GentleWarriorAbility				VISIBLE:NO	PREABILITY:1,CATEGORY=Talent,Uncanny Dodge I																																																																ABILITY:Talent|AUTOMATIC|Uncanny Dodge II																																																		SOURCEPAGE:p.32
Hacker Abilities				TYPE:HackerAbility					VISIBLE:NO																						SAB:Hacker Abilities (%CHOICE)								STACK:NO	MULT:YES	CHOOSE:NUMCHOICES=2|STRING|Careful Progress|Electronic Empathy|False Trail|Install Backdoor|Instant Upgrade|Overclock|Passfirewall|Personal Database																																																																	SOURCEPAGE:p.34
Naturalist					TYPE:SurvivalistAbility					VISIBLE:NO																						SAB:Naturalist (%CHOICE)									STACK:YES	MULT:YES	CHOOSE:NUMCHOICES=1|STRING|Arctic|Deciduous Forest|Desert|Jungle|Mountain (high altitude)|Mountain (low altitude)|Plains (temperate grasslands)|Rainforest|Savanna|Sea Coast|Swamp|Volcanic Plain																																																									SOURCEPAGE:p.40
Advanced Techniques			TYPE:MartialArtsMasterAbility				VISIBLE:NO																						SAB:Advanced Techniques (%CHOICE)								STACK:NO	MULT:YES	CHOOSE:NUMCHOICES=1|STRING|Crane Kick|Hands Without Shadow|Improvised Weapon Proficiency|Mat Techniques|Three Conflicts Stance																																																																				SOURCEPAGE:p.46
Trigger Power				TYPE:MentalistAbility					VISIBLE:NO																						SAB:Trigger Power (%CHOICE)									STACK:NO	MULT:YES	CHOOSE:SPELLS|SPELLTYPE=Psionic[KNOWN=YES]																																																																																		SOURCEPAGE:p.50

#Cross Training Sub-Entries
Raise Abilities				TYPE:X-Training						VISIBLE:NO																						SAB:Cross Training (+1 to %CHOICE)								STACK:NO	MULT:YES	CHOOSE:NUMCHOICES=2|PCSTAT|ALL																																																					BONUS:STAT|%LIST|1																												SOURCEPAGE:p.55
Lower Ability				TYPE:X-Training						VISIBLE:NO																						SAB:Cross Training (-2 to %CHOICE)								STACK:NO	MULT:YES	CHOOSE:NUMCHOICES=1|PCSTAT|ALL																																								BONUS:FEAT|POOL|1											BONUS:STAT|%LIST|-2																												SOURCEPAGE:p.55

#Multilingual Choices
Spoken Language				TYPE:Multilingual						VISIBLE:NO																																			STACK:YES	MULT:YES	CHOOSE:NOCHOICE																																						ADD:LANGUAGE|TYPE=Spoken																																													SOURCEPAGE:p.58
Written Language				TYPE:Multilingual						VISIBLE:NO																																			STACK:YES	MULT:YES	CHOOSE:NOCHOICE																																						ADD:LANGUAGE|TYPE=Written																																													SOURCEPAGE:P.58

###Block: Signature Skills Choices
# Feat Name									Type			Visible	Required Class				Add
Two Untrained Signature Skills (Strong Hero)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Strong=1			ADD:FEAT|2|Climb(Signature Skill),Craft (Structural - Signature Skill),Jump(Signature Skill),Swim(Signature Skill)
One Trained Only Signature Skill (Strong Hero)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Strong=1			ADD:FEAT|Handle Animal(Signature Skill),Knowledge (Tactics - Signature Skill),Repair(Signature Skill)
Two Untrained Signature Skills (Fast Hero)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Fast=1				ADD:FEAT|2|Balance(Signature Skill),Drive(Signature Skill),Escape Artist(Signature Skill),Hide(Signature Skill),Move Silently(Signature Skill),Ride(Signature Skill)
One Trained Only Signature Skill (Fast Hero)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Fast=1				ADD:FEAT|Craft (Mechanical - Signature Skill),Pilot(Signature Skill),Sleight of Hand(Signature Skill),Tumble(Signature Skill)
Two Untrained Signature Skills (Tough Hero)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Tough=1			ADD:FEAT|2|Climb(Signature Skill),Concentration(Signature Skill),Craft (Structural - Signature Skill),Drive(Signature Skill),Intimidate(Signature Skill),Ride(Signature Skill),Spot(Signature Skill),Survival(Signature Skill)
One Trained Only Signature Skill (Tough Hero)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Tough=1			ADD:FEAT|Craft (Mechanical - Signature Skill)
Two Untrained Signature Skills (Smart Hero)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Smart=1			ADD:FEAT|2|Computer Use(Signature Skill),Craft (Structural - Signature Skill),Craft (Visual Art - Signature Skill),Craft (Writing - Signature Skill),Forgery(Signature Skill),Navigate(Signature Skill),Research(Signature Skill),Search(Signature Skill)
One Trained Only Signature Skill (Smart Hero)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Smart=1			ADD:FEAT|Craft (Chemical - Signature Skill),Craft (Electronic - Signature Skill),Craft (Mechanical - Signature Skill),Craft (Pharmaceutical - Signature Skill),Decipher Script(Signature Skill),Demolitions(Signature Skill),Disable Device(Signature Skill),Investigate(Signature Skill),Knowledge (Arcane Lore - Signature Skill),Knowledge (Art - Signature Skill),Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Business - Signature Skill),Knowledge (Civics - Signature Skill),Knowledge (Earth and Life Sciences - Signature Skill),Knowledge (History - Signature Skill),Knowledge (Physical Sciences - Signature Skill),Knowledge (Tactics - Signature Skill),Knowledge (Technology - Signature Skill),Knowledge (Theology and Philosophy - Signature Skill),Repair(Signature Skill)
Two Untrained Signature Skills (Dedicated Hero)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Dedicated=1			ADD:FEAT|2|Craft (Visual Art - Signature Skill),Craft (Writing - Signature Skill),Gamble(Signature Skill),Listen(Signature Skill),Sense Motive(Signature Skill),Spot(Signature Skill),Survival(Signature Skill),Treat Injury(Signature Skill)
One Trained Only Signature Skill (Dedicated Hero)		TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Dedicated=1			ADD:FEAT|Craft (Pharmaceutical - Signature Skill),Investigate(Signature Skill),Knowledge (Arcane Lore - Signature Skill),Knowledge (Art - Signature Skill),Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Business - Signature Skill),Knowledge (Civics - Signature Skill),Knowledge (Earth and Life Sciences - Signature Skill),Knowledge (History - Signature Skill),Knowledge (Physical Sciences - Signature Skill),Knowledge (Tactics - Signature Skill),Knowledge (Technology - Signature Skill),Knowledge (Theology and Philosophy - Signature Skill)
Two Untrained Signature Skills (Charismatic Hero)		TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Charismatic=1		ADD:FEAT|2|Bluff(Signature Skill),Craft (Visual Art - Signature Skill),Craft (Writing - Signature Skill),Diplomacy(Signature Skill),Disguise(Signature Skill),Gather Information(Signature Skill),Intimidate(Signature Skill),Perform (Act - Signature Skill),Perform (Dance - Signature Skill),Perform (Keyboards - Signature Skill),Perform (Percussion Instruments - Signature Skill),Perform (Sing - Signature Skill),Perform (Stand-Up - Signature Skill),Perform (Stringed Instruments - Signature Skill),Perform (Wind Instruments - Signature Skill)
One Trained Only Signature Skill (Charismatic Hero)		TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Charismatic=1		ADD:FEAT|Handle Animal(Signature Skill),Knowledge (Arcane Lore - Signature Skill),Knowledge (Art - Signature Skill),Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Business - Signature Skill),Knowledge (Civics - Signature Skill),Knowledge (Theology and Philosophy - Signature Skill)
Two Untrained Signature Skills (Soldier)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Soldier=1			ADD:FEAT|2|Drive(Signature Skill),Intimidate(Signature Skill),Jump(Signature Skill),Listen(Signature Skill),Navigate(Signature Skill),Spot(Signature Skill),Survival(Signature Skill),Swim(Signature Skill)
One Trained Only Signature Skill (Soldier)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Soldier=1			ADD:FEAT|Demolitions(Signature Skill),Knowledge (History - Signature Skill),Knowledge (Tactics - Signature Skill)
Two Untrained Signature Skills (Martial Artist)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Martial Artist=1		ADD:FEAT|2|Balance(Signature Skill),Climb(Signature Skill),Escape Artist(Signature Skill),Hide(Signature Skill),Intimidate(Signature Skill),Jump(Signature Skill),Move Silently(Signature Skill),Perform (Dance - Signature Skill),Spot(Signature Skill)
One Trained Only Signature Skill (Martial Artist)		TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Martial Artist=1		ADD:FEAT|Knowledge (Theology and Philosophy - Signature Skill),Tumble(Signature Skill)
Two Untrained Signature Skills (Gunslinger)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Gunslinger=1			ADD:FEAT|2|Bluff(Signature Skill),Drive(Signature Skill),Escape Artist(Signature Skill),Gamble(Signature Skill),Move Silently(Signature Skill),Ride(Signature Skill),Spot(Signature Skill),Survival(Signature Skill)
One Trained Only Signature Skill (Gunslinger)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Gunslinger=1			ADD:FEAT|Demolitions(Signature Skill),Sleight of Hand(Signature Skill),Tumble(Signature Skill)
Two Untrained Signature Skills (Infiltrator)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Infiltrator=1		ADD:FEAT|2|Balance(Signature Skill),Climb(Signature Skill),Disguise(Signature Skill),Escape Artist(Signature Skill),Hide(Signature Skill),Listen(Signature Skill),Move Silently(Signature Skill),Search(Signature Skill)
One Trained Only Signature Skill (Infiltrator)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Infiltrator=1		ADD:FEAT|Disable Device(Signature Skill),Knowledge (Art - Signature Skill),Knowledge (Business - Signature Skill),Sleight of Hand(Signature Skill),Tumble(Signature Skill)
Two Untrained Signature Skills (Daredevil)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Daredevil=1			ADD:FEAT|2|Balance(Signature Skill),Climb(Signature Skill),Concentration(Signature Skill),Drive(Signature Skill),Escape Artist(Signature Skill),Intimidate(Signature Skill),Jump(Signature Skill),Perform (Act - Signature Skill),Ride(Signature Skill),Spot(Signature Skill),Swim(Signature Skill)
One Trained Only Signature Skill (Daredevil)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Daredevil=1			ADD:FEAT|Demolitions(Signature Skill),Pilot(Signature Skill),Tumble(Signature Skill)
Two Untrained Signature Skills (Bodyguard)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Bodyguard=1			ADD:FEAT|2|Concentration(Signature Skill),Disguise(Signature Skill),Drive(Signature Skill),Forgery(Signature Skill),Gather Information(Signature Skill),Intimidate(Signature Skill),Listen(Signature Skill),Search(Signature Skill),Sense Motive(Signature Skill),Spot(Signature Skill)
One Trained Only Signature Skill (Bodyguard)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Bodyguard=1			ADD:FEAT|Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Civics - Signature Skill)
Two Untrained Signature Skills (Field Scientist)		TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Field Scientist=1		ADD:FEAT|2|Computer Use(Signature Skill),Drive(Signature Skill),Navigate(Signature Skill),Research(Signature Skill),Search(Signature Skill)
One Trained Only Signature Skill (Field Scientist)		TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Field Scientist=1		ADD:FEAT|Craft (Chemical - Signature Skill),Craft (Electronic - Signature Skill),Craft (Mechanical - Signature Skill),Craft (Pharmaceutical - Signature Skill),Decipher Script(Signature Skill),Demolitions(Signature Skill),Disable Device(Signature Skill),Investigate(Signature Skill),Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Earth and Life Sciences - Signature Skill),Knowledge (Physical Sciences - Signature Skill),Knowledge (Technology - Signature Skill),Pilot(Signature Skill)
Two Untrained Signature Skills (Techie)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Techie=1			ADD:FEAT|2|Computer Use(Signature Skill),Drive(Signature Skill),Navigate(Signature Skill),Research(Signature Skill),Spot(Signature Skill)
One Trained Only Signature Skill (Techie)				TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Techie=1			ADD:FEAT|Craft (Electronic - Signature Skill),Craft (Mechanical - Signature Skill),Demolitions(Signature Skill),Disable Device(Signature Skill),Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Earth and Life Sciences - Signature Skill),Knowledge (Physical Sciences - Signature Skill),Knowledge (Technology - Signature Skill),Repair(Signature Skill)
Two Untrained Signature Skills (Field Medic)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Field Medic=1		ADD:FEAT|2|Computer Use(Signature Skill),Concentration(Signature Skill),Diplomacy(Signature Skill),Drive(Signature Skill),Listen(Signature Skill),Research(Signature Skill),Spot(Signature Skill),Treat Injury(Signature Skill)
One Trained Only Signature Skill (Field Medic)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Field Medic=1		ADD:FEAT|Craft (Pharmaceutical - Signature Skill),Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Earth and Life Sciences - Signature Skill),Knowledge (Technology - Signature Skill),Pilot(Signature Skill)
Two Untrained Signature Skills (Investigator)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Investigator=1		ADD:FEAT|2|Bluff(Signature Skill),Computer Use(Signature Skill),Drive(Signature Skill),Forgery(Signature Skill),Gather Information(Signature Skill),Intimidate(Signature Skill),Listen(Signature Skill),Research(Signature Skill),Search(Signature Skill),Sense Motive(Signature Skill),Spot(Signature Skill)
One Trained Only Signature Skill (Investigator)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Investigator=1		ADD:FEAT|Disable Device(Signature Skill),Investigate(Signature Skill),Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Civics - Signature Skill)
Two Untrained Signature Skills (Personality)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Personality=1		ADD:FEAT|2|Bluff(Signature Skill),Craft (Visual Art - Signature Skill),Craft (Writing - Signature Skill),Diplomacy(Signature Skill),Perform (Act - Signature Skill),Perform (Dance - Signature Skill),Perform (Sing - Signature Skill),Perform (Stand-Up - Signature Skill)
One Trained Only Signature Skill (Personality)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Personality=1		ADD:FEAT|Knowledge (Art - Signature Skill),Knowledge (Behavioral Sciences - Signature Skill),Knowledge (Business - Signature Skill),Knowledge (Civics - Signature Skill)
Two Untrained Signature Skills (Negotiator)			TYPE:SigSkill	VISIBLE:NO	PRECLASS:1,Negotiator=1			ADD:FEAT|2|Bluff(Signature Skill),Computer Use(Signature Skill),Diplomacy(Signature Skill),Drive(Signature Skill),Gamble(Signature Skill),Gather Information(Signature Skill),Intimidate(Signature Skill),Sense Motive(Signature Skill),Spot(Signature Skill)
