# CVS $Revision$ $Author$ -- Fri Mar 31 17:40:41 2006 -- reformated by prettylst.pl v1.35 (build 561)
SOURCELONG:The Game Mechanics,Inc. - Modern Player's Companion (Print)	SOURCESHORT:MPC	SOURCEWEB:http://www.thegamemechanics.com/
# Original Entry by: Frank Kliewe

# Feat Name				Output Name		Type			Visible	Choose a Feat									Modify VAR							Source Page
Occupation (Bohemian)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Bohemian_Skills)4						BONUS:VAR|Reputation|1					SOURCEPAGE:p.7
Occupation (Bureaucrat)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Bureaucrat_Skills)2	ADD:FEAT(TYPE=Bureaucrat)	BONUS:VAR|WealthBonus|2					SOURCEPAGE:p.7
Occupation (Craftsperson)	OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Craftsperson_Skills)2	ADD:FEAT(TYPE=Craftsperson)	BONUS:VAR|WealthBonus|2					SOURCEPAGE:p.7
Occupation (Domestic)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Domestic_Skills)3						BONUS:VAR|WealthBonus|1					SOURCEPAGE:p.7
Occupation (Educator)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Educator_Skills)2	ADD:FEAT(TYPE=Educator)		BONUS:VAR|WealthBonus|2					SOURCEPAGE:p.7
Occupation (Politico)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Politico_Skills)2	ADD:FEAT(TYPE=Politico)		BONUS:VAR|WealthBonus|3	BONUS:VAR|Reputation|1	SOURCEPAGE:p.8
Occupation (Tribal)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Tribal_Skills)3	ADD:FEAT(TYPE=Tribal)			BONUS:VAR|WealthBonus|1					SOURCEPAGE:p.8

###BLOCK:Moonlighter Feat Second Occupation MPC
# Feat Name					Type				Visible		Required Feat			Prohibited Feat					Choose a Feat				Modify VAR							Source Page
Second Occupation (Bohemian)		TYPE:SecondOccupation	VISIBLE:EXPORT						!PREFEAT:1,Occupation (Bohemian)		ADD:FEAT(TYPE=Bohemian_Skills)4	BONUS:VAR|Reputation|1					SOURCEPAGE:p.7
Second Occupation (Bureaucrat)	TYPE:SecondOccupation	VISIBLE:EXPORT	PREFEAT:1,TYPE.Bureaucrat	!PREFEAT:1,Occupation (Bureaucrat)		ADD:FEAT(TYPE=Bureaucrat_Skills)2	BONUS:VAR|WealthBonus|2					SOURCEPAGE:p.7
Second Occupation (Craftsperson)	TYPE:SecondOccupation	VISIBLE:EXPORT	PREFEAT:1,TYPE.Craftsperson	!PREFEAT:1,Occupation (Craftsperson)	ADD:FEAT(TYPE=Craftsperson_Skills)2	BONUS:VAR|WealthBonus|2					SOURCEPAGE:p.7
Second Occupation (Domestic)		TYPE:SecondOccupation	VISIBLE:EXPORT						!PREFEAT:1,Occupation (Domestic)		ADD:FEAT(TYPE=Domestic_Skills)3	BONUS:VAR|WealthBonus|1					SOURCEPAGE:p.7
Second Occupation (Educator)		TYPE:SecondOccupation	VISIBLE:EXPORT	PREFEAT:1,TYPE.Educator		!PREFEAT:1,Occupation (Educator)		ADD:FEAT(TYPE=Educator_Skills)2	BONUS:VAR|WealthBonus|2					SOURCEPAGE:p.7
Second Occupation (Politico)		TYPE:SecondOccupation	VISIBLE:EXPORT	PREFEAT:1,TYPE.Politico		!PREFEAT:1,Occupation (Politico)		ADD:FEAT(TYPE=Politico_Skills)2	BONUS:VAR|WealthBonus|3	BONUS:VAR|Reputation|1	SOURCEPAGE:p.8
Second Occupation (Tribal)		TYPE:SecondOccupation	VISIBLE:EXPORT	PREFEAT:1,TYPE.Tribal		!PREFEAT:1,Occupation (Tribal)		ADD:FEAT(TYPE=Tribal_Skills)3		BONUS:VAR|WealthBonus|1					SOURCEPAGE:p.8

###Block: skill choices
# Feat Name								Type
Balance(class skill).MOD					TYPE:Tribal_Skills
Balance(+1 to skill).MOD					TYPE:Tribal_Skills

Bluff(class skill).MOD						TYPE:Bohemian_Skills.Bureaucrat_Skills.Domestic_Skills.Politico_Skills
Bluff(+1 to skill).MOD						TYPE:Bohemian_Skills.Bureaucrat_Skills.Domestic_Skills.Politico_Skills

Climb(class skill).MOD						TYPE:Bohemian_Skills
Climb(+1 to skill).MOD						TYPE:Bohemian_Skills

Computer Use(class skill).MOD					TYPE:Educator_Skills
Computer Use(+1 to skill).MOD					TYPE:Educator_Skills

Concentration(class skill).MOD				TYPE:Domestic_Skills
Concentration(+1 to skill).MOD				TYPE:Domestic_Skills

Craft (Chemical - class skill).MOD				TYPE:Craftsperson_Skills
Craft (Chemical - +1 to skill).MOD				TYPE:Craftsperson_Skills

Craft (Electronic - class skill).MOD			TYPE:Craftsperson_Skills
Craft (Electronic - +1 to skill).MOD			TYPE:Craftsperson_Skills

Craft (Mechanical - class skill).MOD			TYPE:Bohemian_Skills.Craftsperson_Skills
Craft (Mechanical - +1 to skill).MOD			TYPE:Bohemian_Skills.Craftsperson_Skills

Craft (Pharmaceutical - class skill).MOD			TYPE:Craftsperson_Skills.Tribal_Skills
Craft (Pharmaceutical - +1 to skill).MOD			TYPE:Craftsperson_Skills.Tribal_Skills

Craft (Structural - class skill).MOD			TYPE:Bohemian_Skills.Craftsperson_Skills.Tribal_Skills
Craft (Structural - +1 to skill).MOD			TYPE:Bohemian_Skills.Craftsperson_Skills.Tribal_Skills

Craft (Visual Art - class skill).MOD			TYPE:Craftsperson_Skills.Educator_Skills.Tribal_Skills
Craft (Visual Art - +1 to skill).MOD			TYPE:Craftsperson_Skills.Educator_Skills.Tribal_Skills

Craft (Writing - class skill).MOD				TYPE:Bureaucrat_Skills.Educator_Skills
Craft (Writing - +1 to skill).MOD				TYPE:Bureaucrat_Skills.Educator_Skills

Diplomacy(class skill).MOD					TYPE:Bohemian_Skills.Bureaucrat_Skills.Domestic_Skills.Educator_Skills.Politico_Skills
Diplomacy(+1 to skill).MOD					TYPE:Bohemian_Skills.Bureaucrat_Skills.Domestic_Skills.Educator_Skills.Politico_Skills

Disable Device(class skill).MOD				TYPE:Craftsperson_Skills
Disable Device(+1 to skill).MOD				TYPE:Craftsperson_Skills

Disguise(class skill).MOD					TYPE:Bohemian_Skills
Disguise(+1 to skill).MOD					TYPE:Bohemian_Skills

Drive(class skill).MOD						TYPE:Domestic_Skills
Drive(+1 to skill).MOD						TYPE:Domestic_Skills

Escape Artist(class skill).MOD				TYPE:Tribal_Skills
Escape Artist(+1 to skill).MOD				TYPE:Tribal_Skills

Forgery(class skill).MOD					TYPE:Bohemian_Skills.Bureaucrat_Skills
Forgery(+1 to skill).MOD					TYPE:Bohemian_Skills.Bureaucrat_Skills

Gather Information(class skill).MOD				TYPE:Bohemian_Skills.Bureaucrat_Skills.Domestic_Skills.Politico_Skills
Gather Information(+1 to skill).MOD				TYPE:Bohemian_Skills.Bureaucrat_Skills.Domestic_Skills.Politico_Skills

Handle Animal(class skill).MOD				TYPE:Domestic_Skills.Tribal_Skills
Handle Animal(+1 to skill).MOD				TYPE:Domestic_Skills.Tribal_Skills

Hide(class skill).MOD						TYPE:Bohemian_Skills.Domestic_Skills.Tribal_Skills
Hide(+1 to skill).MOD						TYPE:Bohemian_Skills.Domestic_Skills.Tribal_Skills

Intimidate(class skill).MOD					TYPE:Domestic_Skills.Educator_Skills.Politico_Skills.Tribal_Skills
Intimidate(+1 to skill).MOD					TYPE:Domestic_Skills.Educator_Skills.Politico_Skills.Tribal_Skills

Jump(class skill).MOD						TYPE:Bohemian_Skills.Tribal_Skills
Jump(+1 to skill).MOD						TYPE:Bohemian_Skills.Tribal_Skills

Knowledge (Arcane Lore - class skill).MOD			TYPE:Educator_Skills
Knowledge (Arcane Lore - +1 to skill).MOD			TYPE:Educator_Skills

Knowledge (Art - class skill).MOD				TYPE:Craftsperson_Skills.Educator_Skills
Knowledge (Art - +1 to skill).MOD				TYPE:Craftsperson_Skills.Educator_Skills

