# CVS $Revision$ $Author$ -- Tue Oct 30 01:48:28 2012 -- reformated by prettylst.pl v1.39 (build 15052)
SOURCELONG:Outcastia Campaign Book II	SOURCESHORT:OCS_II	SOURCEWEB:http://www.nitehawk-games.biz/products/ocs_b2.html	SOURCEDATE:09-2011
# ORIGINAL ENTRY BY: Andrew Maitland
# ORIGINAL ENTRY DATE: 2011-11-26

#BEAST LORD SPELLS
#1ST-LEVEL BEAST LORD SPELLS
# Spell Name			Classes of caster
Detect Animals or Plants.MOD	CLASSES:Beast Lord=1
Detect Snares and Pits.MOD	CLASSES:Beast Lord=1
Ear of Nature.MOD			CLASSES:Beast Lord=1
Endure Elements.MOD		CLASSES:Beast Lord=1
Nature's Awareness.MOD		CLASSES:Beast Lord=1
Speak with Animals.MOD		CLASSES:Beast Lord=1
Summon Nature's Ally I.MOD	CLASSES:Beast Lord=1
#2ND-LEVEL BEAST LORD SPELLS
Bear's Endurance.MOD		CLASSES:Beast Lord=2
Bull's Strength.MOD		CLASSES:Beast Lord=2
Cat's Grace.MOD			CLASSES:Beast Lord=2
Eagle's Splendor.MOD		CLASSES:Beast Lord=2
Fox's Cunning.MOD			CLASSES:Beast Lord=2
Hold Animal.MOD			CLASSES:Beast Lord=2
Owl's Wisdom.MOD			CLASSES:Beast Lord=2
Summon Nature's Ally II.MOD	CLASSES:Beast Lord=2
Summon Swarm.MOD			CLASSES:Beast Lord=2
#3RD-LEVEL BEAST LORD SPELLS
Dominate Animal.MOD		CLASSES:Beast Lord=3
Neutralize Poison.MOD		CLASSES:Beast Lord=3
Repel Vermin.MOD			CLASSES:Beast Lord=3
Snare.MOD				CLASSES:Beast Lord=3
Tribal Mask.MOD			CLASSES:Beast Lord=3
Water Breathing.MOD		CLASSES:Beast Lord=3
#4TH-LEVEL BEAST LORD SPELLS
Freedom of Movement.MOD		CLASSES:Beast Lord=4
Hallucinatory Terrain.MOD	CLASSES:Beast Lord=4
Nature's Health.MOD		CLASSES:Beast Lord=4
Power Word (Climb).MOD		CLASSES:Beast Lord=4


#Dragon Lord Spell List:
##1ST-	CLASSES:
# Spell Name			Classes of caster
Acid Splash.MOD			CLASSES:Dragon Lord=1
Burning Hands.MOD			CLASSES:Dragon Lord=1
Cause Fear.MOD			CLASSES:Dragon Lord=1
Endure Elements.MOD		CLASSES:Dragon Lord=1
Feather Fall.MOD			CLASSES:Dragon Lord=1
Magic Missile.MOD			CLASSES:Dragon Lord=1
Magic Weapon.MOD			CLASSES:Dragon Lord=1
Ray of Frost.MOD			CLASSES:Dragon Lord=1
Shocking Grasp.MOD		CLASSES:Dragon Lord=1
##2ND-	CLASSES:
Acid Arrow.MOD			CLASSES:Dragon Lord=2
Bear's Endurance.MOD		CLASSES:Dragon Lord=2
Bull's Strength.MOD		CLASSES:Dragon Lord=2
Darkvision.MOD			CLASSES:Dragon Lord=2
Flaming Sphere.MOD		CLASSES:Dragon Lord=2
Pyrotechnics.MOD			CLASSES:Dragon Lord=2
Resist Energy.MOD			CLASSES:Dragon Lord=2
Scare.MOD				CLASSES:Dragon Lord=2
Spear of Haunting.MOD		CLASSES:Dragon Lord=2
##3RD-	CLASSES:
Flame Arrow.MOD			CLASSES:Dragon Lord=3
Fly.MOD				CLASSES:Dragon Lord=3
Keen Edge.MOD			CLASSES:Dragon Lord=3
Power Word (Flame).MOD		CLASSES:Dragon Lord=3
Power Word (Shock).MOD		CLASSES:Dragon Lord=3
Rage.MOD				CLASSES:Dragon Lord=3
##4TH-	CLASSES:
Confusion.MOD			CLASSES:Dragon Lord=4
Fear.MOD				CLASSES:Dragon Lord=4
Dragon Fist.MOD			CLASSES:Dragon Lord=4
Fire Shield.MOD			CLASSES:Dragon Lord=4
Fire Trap.MOD			CLASSES:Dragon Lord=4
Power Word (Jump).MOD		CLASSES:Dragon Lord=4
Stoneskin.MOD			CLASSES:Dragon Lord=4

###Block:
# Spell Name
Detect Evil.COPY=Detect Evil (60' radius)

###Block: Divination Ability List:
#1-
# Spell Name				Classes of caster
Comprehend Languages.MOD		CLASSES:Oracle=1
Detect Animals or Plants.MOD		CLASSES:Oracle=1
Detect Chaos.MOD				CLASSES:Oracle=1
Detect Evil.MOD				CLASSES:Oracle=1
Detect Good.MOD				CLASSES:Oracle=1
Detect Law.MOD				CLASSES:Oracle=1
Detect Magic.MOD				CLASSES:Oracle=1
Detect Poison.MOD				CLASSES:Oracle=1
Guidance.MOD				CLASSES:Oracle=1
Know Direction.MOD			CLASSES:Oracle=1
Nature's Awareness.MOD			CLASSES:Oracle=1
Power Word (Detect).MOD			CLASSES:Oracle=1
Read Magic.MOD				CLASSES:Oracle=1
#2-
Augury.MOD					CLASSES:Oracle=2
Detect Secret Doors.MOD			CLASSES:Oracle=2
Detect Snares and Pits.MOD		CLASSES:Oracle=2
Detect Thoughts.MOD			CLASSES:Oracle=2
Detect Undead.MOD				CLASSES:Oracle=2
Find Traps.MOD				CLASSES:Oracle=2
Identify.MOD				CLASSES:Oracle=2
Locate Object.MOD				CLASSES:Oracle=2
Power Word (Analyze).MOD		CLASSES:Oracle=2
See Invisibility.MOD			CLASSES:Oracle=2
Status.MOD					CLASSES:Oracle=2
True Strike.MOD				CLASSES:Oracle=2
#3-
Arcane Sight.MOD				CLASSES:Oracle=3
Clairaudience/Clairvoyance.MOD	CLASSES:Oracle=3
Telepathic Bond (Lesser).MOD		CLASSES:Oracle=3
Power Word (Reach).MOD			CLASSES:Oracle=3
Scrying.MOD					CLASSES:Oracle=3
Speak with Animals.MOD			CLASSES:Oracle=3
Tongues.MOD					CLASSES:Oracle=3
#4-
Detect Scrying.MOD			CLASSES:Oracle=4
Discern Lies.MOD				CLASSES:Oracle=4
Divination.MOD				CLASSES:Oracle=4
Locate Creature.MOD			CLASSES:Oracle=4
Power Word (Listen).MOD			CLASSES:Oracle=4
Power Word (Spot).MOD			CLASSES:Oracle=4
Speak with Plants.MOD			CLASSES:Oracle=4
#5-
Commune with Nature.MOD			CLASSES:Oracle=5
Contact Other Plane.MOD			CLASSES:Oracle=5
Prying Eyes.MOD				CLASSES:Oracle=5
Telepathic Bond.MOD			CLASSES:Oracle=5
#6-
Analyze Dweomer.MOD			CLASSES:Oracle=6
Find the Path.MOD				CLASSES:Oracle=6
Legend Lore.MOD				CLASSES:Oracle=6
True Seeing.MOD				CLASSES:Oracle=6
#7-
Arcane Sight (Greater).MOD		CLASSES:Oracle=7
Scrying (Greater).MOD			CLASSES:Oracle=7
Stone Tell.MOD				CLASSES:Oracle=7
Vision.MOD					CLASSES:Oracle=7
#8-
Discern Location.MOD			CLASSES:Oracle=8
Foresight.MOD				CLASSES:Oracle=8
Know Magic.MOD				CLASSES:Oracle=8
Mists of Time.MOD				CLASSES:Oracle=8
Moment of Prescience.MOD		CLASSES:Oracle=8
Watcher.MOD					CLASSES:Oracle=8

###Block: Metaphysician
##1ST Level:
# Spell Name				Classes of caster
Battlescars.MOD				CLASSES:Metaphysician=1
Cure Minor Wounds.MOD			CLASSES:Metaphysician=1
Detect Poison.MOD				CLASSES:Metaphysician=1
Goodberry.MOD				CLASSES:Metaphysician=1
Inflict Minor Wounds.MOD		CLASSES:Metaphysician=1
##2nd Level:
Blindness/Deafness.MOD			CLASSES:Metaphysician=2
Cure Light Wounds.MOD			CLASSES:Metaphysician=2
Delay Poison.MOD				CLASSES:Metaphysician=2
Inflict Light Wounds.MOD		CLASSES:Metaphysician=2
Remove Blindness/Deafness.MOD		CLASSES:Metaphysician=2
Whisper of Healing.MOD			CLASSES:Metaphysician=2
##3rd Level:
Cure Moderate Wounds.MOD		CLASSES:Metaphysician=3
Contagion.MOD				CLASSES:Metaphysician=3
Inflict Moderate Wounds.MOD		CLASSES:Metaphysician=3
Nature's Health.MOD			CLASSES:Metaphysician=3
Remove Disease.MOD			CLASSES:Metaphysician=3
##4th Level:
Cure Serious Wounds.MOD			CLASSES:Metaphysician=4
Inflict Serious Wounds.MOD		CLASSES:Metaphysician=4
Restoration.MOD				CLASSES:Metaphysician=4
Neutralize Poison.MOD			CLASSES:Metaphysician=4
Poison.MOD					CLASSES:Metaphysician=4
Word of Healing.MOD			CLASSES:Metaphysician=4
Word of Remedy.MOD			CLASSES:Metaphysician=4
Word of Rest.MOD				CLASSES:Metaphysician=4



#ELOCUTIONIST SPELLS
#0-LEVEL ELOCUTIONIST SPELLS (ORISONS)
Beauty.MOD					CLASSES:Elocutionist=0
