# CVS $Revision: 4949 $ $Author: eddyanthony $ -- Wed Jan 16 23:08:38 2008 -- reformated by prettylst.pl v1.38 (build 4314)
#Original Entry: Andrew Maitland

# Feat Name				Type
Acrobatic.MOD			TYPE:Knave
Agile.MOD				TYPE:Knave
Alertness.MOD			TYPE:Yeoman.Engineer
Animal Affinity.MOD		TYPE:Noble.Yeoman
Athletic.MOD			TYPE:Knave.Noble.Yeoman
Barroom Brawler.MOD		TYPE:Yeoman
Blade Ballet.MOD			TYPE:Knave
Blind Fight.MOD			TYPE:Knave.ManAtArms
Bow Mastery (Bow).MOD		TYPE:Knave.ManAtArms
Bow Mastery (Crossbow).MOD	TYPE:Knave.ManAtArms
Cleave.MOD				TYPE:ManAtArms.Yeoman
Clinging Combat.MOD		TYPE:ManAtArms
Combat Expertise.MOD		TYPE:Knave.ManAtArms
Combat Reflexes.MOD		TYPE:Knave.ManAtArms
Dead Shot.MOD			TYPE:Knave
Deceitful.MOD			TYPE:Knave
Deft Hands.MOD			TYPE:Engineer
Diehard.MOD				TYPE:Yeoman
Dodge.MOD				TYPE:Priest.Knave.ManAtArms
Endurance.MOD			TYPE:Yeoman
Far Shot.MOD			TYPE:Knave.ManAtArms.Noble
Friendly Fire.MOD			TYPE:Knave.ManAtArms
Grace Under Fire.MOD		TYPE:Knave.ManAtArms
Great Cleave.MOD			TYPE:ManAtArms.Yeoman
Great Fortitude.MOD		TYPE:Priest.ManAtArms.Noble
Improved Bull Rush.MOD		TYPE:ManAtArms.Yeoman
Improved Critical.MOD		TYPE:ManAtArms
Improved Disarm.MOD		TYPE:Knave.ManAtArms
Improved Feint.MOD		TYPE:Knave.ManAtArms
Improved Grapple.MOD		TYPE:Yeoman
Improved Initiative.MOD		TYPE:Knave.ManAtArms
Improved Knockout Blow.MOD	TYPE:Yeoman
Improved Leverage.MOD		TYPE:ManAtArms
Improved Overrun.MOD		TYPE:ManAtArms.Yeoman
Improved Sunder.MOD		TYPE:ManAtArms.Yeoman
Improved Trip.MOD			TYPE:ManAtArms
# This does not exist in the RSRD and I can't find it elswhere either
#Improved Two Weapon Defense.MOD	TYPE:ManAtArms
Improved Unarmed Strike.MOD	TYPE:Priest.Yeoman
In the Groove.MOD			TYPE:Knave.ManAtArms
Instinctive Shot.MOD		TYPE:Knave.ManAtArms
Investigator.MOD			TYPE:Priest.Engineer
Iron Will.MOD			TYPE:Priest.Engineer.Noble
Knockout Blow.MOD			TYPE:Yeoman
Last Ditch.MOD			TYPE:ManAtArms
Lightning Reflexes.MOD		TYPE:Priest.Knave
Manyshot.MOD			TYPE:Knave.ManAtArms
Master Tracker.MOD		TYPE:Noble
Mercantile.MOD			TYPE:Priest
Merciful Fighter.MOD		TYPE:ManAtArms.Yeoman
Mobility.MOD			TYPE:Knave.ManAtArms
Mounted Archery.MOD		TYPE:Knave.ManAtArms
Mounted Combat.MOD		TYPE:Knave.ManAtArms.Noble
Negotiator.MOD			TYPE:Priest.Engineer.Noble.Yeoman
Noble Patron.MOD			TYPE:Priest.Engineer
Parry.MOD				TYPE:Knave.ManAtArms
Perfect Shot.MOD			TYPE:Knave.ManAtArms
Persuasive.MOD			TYPE:Priest.Noble
Pinpoint Accuracy.MOD		TYPE:Knave.ManAtArms
Point Blank Shot.MOD		TYPE:Knave.ManAtArms.Noble
Power Attack.MOD			TYPE:ManAtArms.Yeoman
Precise Shot.MOD			TYPE:Knave.ManAtArms
Quick Draw.MOD			TYPE:ManAtArms
Quick Leap.MOD			TYPE:Knave.ManAtArms
Ranged Disarm.MOD			TYPE:Knave.ManAtArms
Rapid Reload.MOD			TYPE:Engineer.ManAtArms
Rapid Shot.MOD			TYPE:Knave.ManAtArms.Noble
Reactive Shot.MOD			TYPE:ManAtArms
Ride By Attack.MOD		TYPE:ManAtArms.Noble
Riposte.MOD				TYPE:Knave.ManAtArms
Rising Strike.MOD			TYPE:ManAtArms
Run.MOD				TYPE:Priest.Knave.Yeoman
Self Sufficient.MOD		TYPE:Priest.Yeoman
Shot on the Run.MOD		TYPE:Knave.ManAtArms
Skill Focus.MOD			TYPE:Priest.Engineer.Noble.Yeoman
Spirited Charge.MOD		TYPE:ManAtArms.Noble
Spring Attack.MOD			TYPE:ManAtArms
Stealthy.MOD			TYPE:Knave
Stunning Fist.MOD			TYPE:Yeoman
Superior Mounted Archery.MOD	TYPE:ManAtArms
Taunt.MOD				TYPE:Knave
Threaten Zone.MOD			TYPE:ManAtArms
Toughness.MOD			TYPE:ManAtArms.Yeoman
Tournament Archer.MOD		TYPE:Knave.ManAtArms.Noble
Track.MOD				TYPE:Noble
Trample.MOD				TYPE:ManAtArms.Noble
Two Weapon Defense.MOD		TYPE:ManAtArms
Two Weapon Fighting.MOD		TYPE:ManAtArms
Weapon Finesse.MOD		TYPE:Knave
Weapon Focus.MOD			TYPE:Noble.ManAtArms
Weapon Specialization.MOD	TYPE:ManAtArms
Weapon Trip.MOD			TYPE:Knave.ManAtArms
Weapon of Opportunity.MOD	TYPE:Priest.Yeoman
Whirlwind Attack.MOD		TYPE:ManAtArms


#MYTHIC Addition:
Alertness.MOD			TYPE:Conjurer
Animal Affinity.MOD		TYPE:Conjurer
Deceitful.MOD			TYPE:Conjurer
Great Fortitude.MOD		TYPE:Conjurer
Iron Will.MOD			TYPE:Conjurer
Negotiator.MOD			TYPE:Conjurer
Persuasive.MOD			TYPE:Conjurer
Self Sufficient.MOD		TYPE:Conjurer
Skill Focus.MOD			TYPE:Conjurer


#
##EOF
#
