# CVS $Revision$ $Author$ -- Thu Apr 26 23:59:39 2007 -- reformated by prettylst.pl v1.38 (build 2788)
SOURCELONG:Dawning Star-Operation Quick Launch	SOURCESHORT:DS-OQL	SOURCEWEB:http://www.dawningstar.com/oql.htm

###BLOCK: occupation
# Feat Name				Output Name		Type			Visible	Required Stat	Modify VAR							Source Page		ADD:
Occupation (Bureaucrat)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO				BONUS:VAR|Wealth|2					SOURCEPAGE:p.36	ADD:FEAT|2|TYPE=Bureaucrat_Skills	ADD:FEAT|1|TYPE=Bureaucrat
Occupation (Courtier)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	PRESTAT:1,CHA=13	BONUS:VAR|Wealth|4					SOURCEPAGE:p.36	ADD:FEAT|3|TYPE=Courtier_Skills
Occupation (Dissident)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO				BONUS:VAR|Wealth|1					SOURCEPAGE:p.36	ADD:FEAT|3|TYPE=Dissident_Skills	ADD:FEAT|1|TYPE=Dissident
Occupation (Explorer)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO				BONUS:VAR|Wealth|1					SOURCEPAGE:p.37	ADD:FEAT|3|TYPE=Explorer_Skills	ADD:FEAT|1|TYPE=ExplorerOccupation
Occupation (Hunter)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO												SOURCEPAGE:p.37	ADD:FEAT|3|TYPE=Hunter_Skills	ADD:FEAT|1|TYPE=Hunter
Occupation (Nomad)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO				BONUS:VAR|Wealth|1					SOURCEPAGE:p.37	ADD:FEAT|3|TYPE=Nomad_Skills	ADD:FEAT|1|TYPE=Nomad
Occupation (Pilot)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO				BONUS:VAR|Wealth|1					SOURCEPAGE:p.37	ADD:FEAT|2|TYPE=Pilot_Skills	ADD:FEAT|1|TYPE=Pilot
Occupation (Ranch Hand)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO				BONUS:VAR|Wealth|1					SOURCEPAGE:p.38	ADD:FEAT|3|TYPE=Ranch_Hand_Skills	ADD:FEAT|1|TYPE=RanchHand
Occupation (Scientist)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO				BONUS:VAR|Wealth|3					SOURCEPAGE:p.38	ADD:FEAT|1|TYPE=Scientist_Skills	ADD:FEAT|1|TYPE=Scientist
Occupation (Spacer)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO				BONUS:VAR|Wealth|2					SOURCEPAGE:p.38	ADD:FEAT|2|TYPE=Spacer_Skills	ADD:FEAT|1|TYPE=Spacer
Occupation (Terraformer)	OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO				BONUS:VAR|Wealth|3					SOURCEPAGE:p.38	ADD:FEAT|2|TYPE=Terraformer_Skills	ADD:FEAT|1|TYPE=Terraformer
Occupation (Tribal Leader)	OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	PRESTAT:1,WIS=13	BONUS:VAR|Wealth|2	BONUS:VAR|Reputation|1	SOURCEPAGE:p.39	ADD:FEAT|2|TYPE=Tribal_Leader_Skills	ADD:FEAT|1|TYPE=TribalLeader
Occupation (Xeno Expert)	OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	PRESTAT:1,INT=13	BONUS:VAR|Wealth|3					SOURCEPAGE:p.39	ADD:FEAT|2|TYPE=Xeno_Expert_Skills	ADD:FEAT|1|TYPE=XenoExpert

###BLOCK: new occupation skills
# Feat Name					Type																										Visible	Required Class Skill			Prohibited Class SKill			Bonus to skill							Class Skill
Barter(class skill)			TYPE:Bureaucrat_Skills.Ranch_Hand_Skills																				VISIBLE:NO							!PRECSKILL:1,Barter												CSKILL:Barter
Barter(+1 to skill)			TYPE:Bureaucrat_Skills.Ranch_Hand_Skills																				VISIBLE:NO	PRECSKILL:1,Barter									BONUS:SKILL|Barter|1|TYPE=Competance			CSKILL:Barter

Craft (Tribal - class skill)		TYPE:Hunter_Skills.Nomad_Skills.Terraformer_Skills.Tribal_Leader_Skills															VISIBLE:NO							!PRECSKILL:1,Craft (Tribal)											CSKILL:Craft (Tribal)
Craft (Tribal - +1 to skill)		TYPE:Hunter_Skills.Nomad_Skills.Terraformer_Skills.Tribal_Leader_Skills															VISIBLE:NO	PRECSKILL:1,Craft (Tribal)								BONUS:SKILL|Craft (Tribal)|1|TYPE=Competance		CSKILL:Craft (Tribal)

Knowledge (Local - class skill)	TYPE:Explorer_Skills.Hunter_Skills.Nomad_Skills.Pilot_Skills.Ranch_Hand_Skills.Spacer_Skills.Terraformer_Skills.Tribal_Leader_Skills.Xeno_Expert_Skills	VISIBLE:NO							!PRECSKILL:1,Knowledge (Local)										CSKILL:Knowledge (Local)
Knowledge (Local - +1 to skill)	TYPE:Explorer_Skills.Hunter_Skills.Nomad_Skills.Pilot_Skills.Ranch_Hand_Skills.Spacer_Skills.Terraformer_Skills.Tribal_Leader_Skills.Xeno_Expert_Skills	VISIBLE:NO	PRECSKILL:1,Knowledge (Local)								BONUS:SKILL|Knowledge (Local)|1|TYPE=Competance		CSKILL:Knowledge (Local)

Knowledge (Species - class skill)	TYPE:Explorer_Skills.Hunter_Skills.Xeno_Expert_Skills																		VISIBLE:NO							!PRECSKILL:1,Knowledge (Species)										CSKILL:Knowledge (Species)
Knowledge (Species - +1 to skill)	TYPE:Explorer_Skills.Hunter_Skills.Xeno_Expert_Skills																		VISIBLE:NO	PRECSKILL:1,Knowledge (Species)							BONUS:SKILL|Knowledge (Species)|1|TYPE=Competance	CSKILL:Knowledge (Species)

Terraforming(class skill)		TYPE:Scientst_Skills.Terraformer_Skills																				VISIBLE:NO							!PRECSKILL:1,Terraforming											CSKILL:Terraforming
Terraforming(+1 to skill)		TYPE:Scientst_Skills.Terraformer_Skills																				VISIBLE:NO	PRECSKILL:1,Terraforming								BONUS:SKILL|Terraforming|1|TYPE=Competance		CSKILL:Terraforming


###BLOCK: .MOD occupation skills
# Feat Name								Type
Balance(class skill).MOD					TYPE:Spacer_Skills
Balance(+1 to skill).MOD					TYPE:Spacer_Skills

Bluff(class skill).MOD						TYPE:Bureaucrat_Skills.Courtier_Skills.Dissident_Skills.Tribal_Leader_Skills.Xeno_Expert_Skills
Bluff(+1 to skill).MOD						TYPE:Bureaucrat_Skills.Courtier_Skills.Dissident_Skills.Tribal_Leader_Skills.Xeno_Expert_Skills

Climb(class skill).MOD						TYPE:Explorer_Skills.Hunter_Skills.Nomad_Skills.Tribal_Leader_Skills
Climb(+1 to skill).MOD						TYPE:Explorer_Skills.Hunter_Skills.Nomad_Skills.Tribal_Leader_Skills

Computer Use(class skill).MOD					TYPE:Bureaucrat_Skills.Pilot_Skills.Scientist_Skills.Spacer_Skills.Terraformer_Skills.Xeno_Expert_Skills
Computer Use(+1 to skill).MOD					TYPE:Bureaucrat_Skills.Pilot_Skills.Scientist_Skills.Spacer_Skills.Terraformer_Skills.Xeno_Expert_Skills

Craft (Chemical - class skill).MOD				TYPE:Dissident_Skills.Terraformer_Skills
Craft (Chemical - +1 to skill).MOD				TYPE:Dissident_Skills.Terraformer_Skills

Craft (Electronic - class skill).MOD			TYPE:Scientist_Skills.Terraformer_Skills
Craft (Electronic - +1 to skill).MOD			TYPE:Scientist_Skills.Terraformer_Skills

Craft (Mechanical - class skill).MOD			TYPE:Dissident_Skills.Terraformer_Skills
Craft (Mechanical - +1 to skill).MOD			TYPE:Dissident_Skills.Terraformer_Skills

Craft (Pharmaceutical - class skill).MOD			TYPE:Dissident_Skills.Terraformer_Skills
Craft (Pharmaceutical - +1 to skill).MOD			TYPE:Dissident_Skills.Terraformer_Skills

Craft (Structural - class skill).MOD			TYPE:Scientist_Skills.Terraformer_Skills
Craft (Structural - +1 to skill).MOD			TYPE:Scientist_Skills.Terraformer_Skills

Craft (Visual Art - class skill).MOD			TYPE:Scientist_Skills.Terraformer_Skills
Craft (Visual Art - +1 to skill).MOD			TYPE:Scientist_Skills.Terraformer_Skills

Decipher Script(class skill).MOD				TYPE:Xeno_Expert_Skills
Decipher Script(+1 to skill).MOD				TYPE:Xeno_Expert_Skills

Demolitions(class skill).MOD					TYPE:Dissident_Skills
Demolitions(+1 to skill).MOD					TYPE:Dissident_Skills

Diplomacy(class skill).MOD					TYPE:Bureaucrat_Skills.Courtier_Skills.Tribal_Leader_Skills
Diplomacy(+1 to skill).MOD					TYPE:Bureaucrat_Skills.Courtier_Skills.Tribal_Leader_Skills

Disable Device(class skill).MOD				TYPE:Dissident_Skills.Explorer_Skills.Scientist_Skills.Spacer_Skills
Disable Device(+1 to skill).MOD				TYPE:Dissident_Skills.Explorer_Skills.Scientist_Skills.Spacer_Skills

Disguise(class skill).MOD					TYPE:Dissident_Skills
Disguise(+1 to skill).MOD					TYPE:Dissident_Skills

Drive(class skill).MOD						TYPE:Dissident_Skills.Explorer_Skills.Nomad_Skills.Pilot_Skills.Ranch_Hand_Skills.Scientist_Skills.Spacer_Skills.Terraformer_Skills
Drive(+1 to skill).MOD						TYPE:Dissident_Skills.Explorer_Skills.Nomad_Skills.Pilot_Skills.Ranch_Hand_Skills.Scientist_Skills.Spacer_Skills.Terraformer_Skills

Forgery(class skill).MOD					TYPE:Bureaucrat_Skills.Dissident_Skills
Forgery(+1 to skill).MOD					TYPE:Bureaucrat_Skills.Dissident_Skills

Gamble(class skill).MOD						TYPE:Courtier_Skills.Nomad_Skills.Ranch_Hand_Skills
Gamble(+1 to skill).MOD						TYPE:Courtier_Skills.Nomad_Skills.Ranch_Hand_Skills

Gather Information(class skill).MOD				TYPE:Dissident_Skills.Nomad_Skills.Tribal_Leader_Skills
Gather Information(+1 to skill).MOD				TYPE:Dissident_Skills.Nomad_Skills.Tribal_Leader_Skills

Handle Animal(class skill).MOD				TYPE:Explorer_Skills.Hunter_Skills.Nomad_Skills.Ranch_Hand_Skills.Tribal_Leader_Skills
Handle Animal(+1 to skill).MOD				TYPE:Explorer_Skills.Hunter_Skills.Nomad_Skills.Ranch_Hand_Skills.Tribal_Leader_Skills

Hide(class skill).MOD						TYPE:Dissident_Skills.Explorer_Skills.Hunter_Skills.Tribal_Leader_Skills
Hide(+1 to skill).MOD						TYPE:Dissident_Skills.Explorer_Skills.Hunter_Skills.Tribal_Leader_Skills

Intimidate(class skill).MOD					TYPE:Bureaucrat_Skills.Courtier_Skills.Dissident_Skills.Hunter_Skills.Tribal_Leader_Skills
Intimidate(+1 to skill).MOD					TYPE:Bureaucrat_Skills.Courtier_Skills.Dissident_Skills.Hunter_Skills.Tribal_Leader_Skills

Investigate(class skill).MOD					TYPE:Bureaucrat_Skills.Courtier_Skills.Scientist_Skills.Terraformer_Skills.Xeno_Expert_Skills
Investigate(+1 to skill).MOD					TYPE:Bureaucrat_Skills.Courtier_Skills.Scientist_Skills.Terraformer_Skills.Xeno_Expert_Skills

Jump(class skill).MOD						TYPE:Explorer_Skills.Hunter_Skills.Ranch_Hand_Skills.Spacer_Skills
Jump(+1 to skill).MOD						TYPE:Explorer_Skills.Hunter_Skills.Ranch_Hand_Skills.Spacer_Skills

Knowledge (Business - class skill).MOD			TYPE:Bureaucrat_Skills.Xeno_Expert_Skills
Knowledge (Business - +1 to skill).MOD			TYPE:Bureaucrat_Skills.Xeno_Expert_Skills

Knowledge (Civics - class skill).MOD			TYPE:Bureaucrat_Skills.Courtier_Skills.Dissident_Skills.Xeno_Expert_Skills
Knowledge (Civics - +1 to skill).MOD			TYPE:Bureaucrat_Skills.Courtier_Skills.Dissident_Skills.Xeno_Expert_Skills

Knowledge (Current Events - class skill).MOD		TYPE:Bureaucrat_Skills.Courtier_Skills.Dissident_Skills.Nomad_Skills.Pilot_Skills.Spacer_Skills.Xeno_Expert_Skills
Knowledge (Current Events - +1 to skill).MOD		TYPE:Bureaucrat_Skills.Courtier_Skills.Dissident_Skills.Nomad_Skills.Pilot_Skills.Spacer_Skills.Xeno_Expert_Skills

Knowledge (Earth and Life Sciences - class skill).MOD	TYPE:Scientist_Skills.Terraformer_Skills.Xeno_Expert_Skills
