#  Sat May 18 14:56:38 2019 -- reformated by PCGen PrettyLST v6.08.00

###Block: Specific Mythic Race - Where we assign the Mythic Rank and abilities.
# Ability Name			Category of Ability	Template		Ability											Modify VAR
Mythic Aboleth			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Aboleth Trait			BONUS:VAR|Mythic_Rank|3
Mythic Barghest (Greater)	CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Barghest (Greater) Trait	BONUS:VAR|Mythic_Rank|2
Mythic Cockatrice			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Cockatrice Trait		BONUS:VAR|Mythic_Rank|1
Mythic Cyclops (Great)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Cyclops (Great) Trait	BONUS:VAR|Mythic_Rank|6
Mythic Demon (Marilith)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Demon (Marilith) Trait	BONUS:VAR|Mythic_Rank|8
Mythic Demon (Nalfeshnee)	CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Demon (Nalfeshnee) Trait	BONUS:VAR|Mythic_Rank|7
Mythic Demon (Vrock)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Demon (Vrock) Trait		BONUS:VAR|Mythic_Rank|4
Mythic Devil (Bone)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Devil (Bone) Trait		BONUS:VAR|Mythic_Rank|4
Mythic Devil (Ice)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Devil (Ice) Trait		BONUS:VAR|Mythic_Rank|6
Mythic Dragon (Black)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Dragon (Black) Trait	BONUS:VAR|Mythic_Rank|min(DragonAge,10)
Mythic Dragon (Blue)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Dragon (Blue) Trait		BONUS:VAR|Mythic_Rank|min(DragonAge,10)
Mythic Dragon (Green)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Dragon (Green) Trait	BONUS:VAR|Mythic_Rank|min(DragonAge,10)
Mythic Dragon (Red)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Dragon (Red) Trait		BONUS:VAR|Mythic_Rank|min(DragonAge,10)
Mythic Dragon (White)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Dragon (White) Trait	BONUS:VAR|Mythic_Rank|min(DragonAge,10)
Mythic Elemental (Air)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Elemental (Air) Trait	BONUS:VAR|Mythic_Rank|5
Mythic Elemental (Earth)	CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Elemental (Earth) Trait	BONUS:VAR|Mythic_Rank|5
Mythic Elemental (Fire)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Elemental (Fire) Trait	BONUS:VAR|Mythic_Rank|5
Mythic Elemental (Water)	CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Elemental (Water) Trait	BONUS:VAR|Mythic_Rank|5
Mythic Ettin			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Ettin Trait			BONUS:VAR|Mythic_Rank|3
Mythic Gargoyle			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Gargoyle Trait		BONUS:VAR|Mythic_Rank|2
Mythic Giant (Fire)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Giant (Fire) Trait		BONUS:VAR|Mythic_Rank|5
Mythic Giant (Hill)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Giant (Hill) Trait		BONUS:VAR|Mythic_Rank|3
Mythic Golem (Flesh)		CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Golem (Flesh) Trait		BONUS:VAR|Mythic_Rank|3
Mythic Griffon			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Griffon Trait			BONUS:VAR|Mythic_Rank|2
Mythic Hell Hound			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Hell Hound Trait		BONUS:VAR|Mythic_Rank|1
Mythic Hydra			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Hydra Trait			BONUS:VAR|Mythic_Rank|3
Mythic Lamia			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Lamia Trait			BONUS:VAR|Mythic_Rank|3
Mythic Manticore			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Manticore Trait		BONUS:VAR|Mythic_Rank|2
Mythic Medusa			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Medusa Trait			BONUS:VAR|Mythic_Rank|3
Mythic Minotaur			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Minotaur Trait		BONUS:VAR|Mythic_Rank|2
Mythic Mummy			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Mummy Trait			BONUS:VAR|Mythic_Rank|3
Mythic Ogre				CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Ogre Trait			BONUS:VAR|Mythic_Rank|1
Mythic Owlbear			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Owlbear Trait			BONUS:VAR|Mythic_Rank|2
Mythic Phoenix			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Phoenix Trait			BONUS:VAR|Mythic_Rank|7
Mythic Rakasha			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Rakasha Trait			BONUS:VAR|Mythic_Rank|5
Mythic Sphinx			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Sphinx Trait			BONUS:VAR|Mythic_Rank|4
Mythic Treant			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Treant Trait			BONUS:VAR|Mythic_Rank|4
Mythic Troll			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Troll Trait			BONUS:VAR|Mythic_Rank|2
Mythic Worg				CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Worg Trait			BONUS:VAR|Mythic_Rank|1
Mythic Worg (Winter Wolf)	CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Worg (Winter Wolf) Trait	BONUS:VAR|Mythic_Rank|2
Mythic Wyvern			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Wyvern Trait			BONUS:VAR|Mythic_Rank|3
# Templates
Mythic Lich				CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Lich Trait			BONUS:VAR|Mythic_Rank|7
Mythic Skeleton			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Skeleton Trait		BONUS:VAR|Mythic_Rank|1
Mythic Vampire			CATEGORY:Internal		TEMPLATE:Mythic	ABILITY:Special Ability|AUTOMATIC|TYPE=Mythic Vampire Trait			BONUS:VAR|Mythic_Rank|4

###Block: Variant Creatures
#Hillblood Ettin (CR 8/MR 3)	A hill-giant-dominant mythic ettin loses its powerful charge and stench abilities but gains a mythic hill giant's earth bond and ground pound abilities (see page 200).
#Orcblood Ettin (CR 8/MR 3)	An orc-dominant mythic ettin loses its stench and two brains abilities, but gains blood rage and feral savagery (see page 227).
#Stoneblood Ettin (CR 8/MR 3)	A stone giant-dominant mythic ettin loses its powerful charge and stench abilities, but gains a stone giant's improved rock catching (Bestiary 151) and rock throwing.
#Ice Troll (CR 5/MR 2) A mythic ice troll (Bestiary 2 271) gains bleed 5 (when it uses rend), feral savagery (rend), and primal vigor as its mythic abilities.
#Jotund Troll (CR 18/MR 7) A mythic jotund troll (Pathfinder RPG Bestiary 3 272) gains bleed 5 (with bite), block attacks, feral savagery (full attack), fortification, ferocity, immunity to acid and cold, and primal vigor.
#Moss Troll (CR 4/MR 1) A mythic moss troll (Bestiary 3 273) gains ferocity and primal vigor as its mythic abilities.
#Rock Troll (CR 7/MR 3) A mythic rock troll (Bestiary 2 272) gains bleed 5 (with rend) and primal vigor. It can expend one use of mythic power as a free action to ignore sunlight petrification for 1 minute.
#Scrag (CR 6/MR 2) A mythic scrag's primal vigor activates even if it is out of water and would not otherwise be able to use its regeneration ability.

# Template Creatures
# Ability Name	Category of Ability	Template		Modify VAR
Mythic Vampire	CATEGORY:Internal		TEMPLATE:Mythic	BONUS:VAR|Mythic_Rank|4
Mythic Lich		CATEGORY:Internal		TEMPLATE:Mythic	BONUS:VAR|Mythic_Rank|7
Mythic Skeleton	CATEGORY:Internal		TEMPLATE:Mythic	BONUS:VAR|Mythic_Rank|1


###Block: Mythic Creature Abilities
# Mythic Aboleth
# Ability Name			Unique Key								Category of Ability		Type											Description																																																																																																																																																																																																											Source Page
Mucus Cloud				KEY:Mythic Aboleth ~ Mucus Cloud				CATEGORY:Special Ability	TYPE:Mythic Aboleth Trait.SpecialQuality.Extraordinary		DESC:While underwater, an aboleth exudes a cloud of transparent slime. All creatures adjacent to an aboleth must succeed at a DC 20 Fortitude save each round or lose the ability to breathe air (but gain the ability to breathe water) for 3 hours. Renewed contact with an aboleth's mucus cloud and failing another save extends the effect for another 3 hours. The save DC is Constitution-based.																																																																																																																																											SOURCEPAGE:p.
Mucus Mist				KEY:Mythic Aboleth ~ Mucus Mist				CATEGORY:Special Ability	TYPE:Mythic Aboleth Trait.SpecialQuality.Extraordinary		DESC:When exposed to the air, a mythic aboleth can release its mucus as a fine mist. This obscures vision like obscuring mist and has the same properties as its mucus cloud. Creatures that breathe water are able to breathe normally while within the cloud. The mist moves with the aboleth.																																																																																																																																																												SOURCEPAGE:p.
Slime					KEY:Mythic Aboleth ~ Slime					CATEGORY:Special Ability	TYPE:Mythic Aboleth Trait.SpecialQuality.Extraordinary		DESC:A creature hit by an aboleth's tentacle must succeed at a DC 20 Fortitude save or its skin and flesh transform into a clear, slimy membrane over the course of 1d4 rounds. The creature's new "flesh" is soft and tender, reducing its Constitution score by 4 as long as the transformation persists. If the creature's flesh isn't kept moist, it dries quickly and the victim takes 1d12 points of damage every 10 minutes. Remove disease and similar effects can restore an afflicted creature to normal, but immunity to disease offers no protection from this attack. The save DC is Constitution-based.																																																																																																									SOURCEPAGE:p.
Slime Armor				KEY:Mythic Aboleth ~ Slime Armor				CATEGORY:Special Ability	TYPE:Mythic Aboleth Trait.SpecialQuality.Extraordinary		DESC:A mythic aboleth can spend 1 minute to create an armorlike carapace from hardened slime. This gives it a +4 armor bonus, reduces its swim speed to 30 feet, and increases its land speed to 30 feet. The aboleth can dissolve the armor as a full-round action.																																																																																																																																																																	SOURCEPAGE:p.

# Mythic Barghest (Greater)
Goblin King				KEY:Mythic Barghest (Greater) ~ Goblin King		CATEGORY:Special Ability	TYPE:Mythic Barghest (Greater) Trait.SpecialQuality.Supernatural	DESC:A mythic barghest has the inspire courage +2 and inspire competence +2 abilities of a 6th-level bard. Goblins, goblin dogs, worgs, hell hounds, and barghests gain double the normal bonuses from this ability.																																																																																																																																																																									SOURCEPAGE:p.
Improved Bite			KEY:Mythic Barghest (Greater) ~ Improved Bite		CATEGORY:Special Ability	TYPE:Mythic Barghest (Greater) Trait.SpecialQuality.Extraordinary	DESC:A mythic barghest's bite has a critical threat range of 18-20 and critical multiplier of x3.																																																																																																																																																																																												SOURCEPAGE:p.
Vorpal Bite				KEY:Mythic Barghest (Greater) ~ Vorpal Bite		CATEGORY:Special Ability	TYPE:Mythic Barghest (Greater) Trait.SpecialQuality.Supernatural	DESC:If a mythic greater barghest confirms a critical hit against a non-mythic opponent, it can expend one use of mythic power as a free action to bite off the opponent's head, instantly killing it (Fort DC 15 negates). The save DC is Constitution-based.																																																																																																																																																																		SOURCEPAGE:p.

# Mythic Cockatrice
Petrification			KEY:Mythic Cockatrice ~ Petrification			CATEGORY:Special Ability	TYPE:Mythic Cockatrice Trait.SpecialQuality.Supernatural		DESC:A mythic cockatrice's bite causes flesh to calcify and harden-multiple bites can cause a living creature to fossilize into stone. Each time a creature is damaged by a mythic cockatrice's bite attack, it must succeed at a DC 13 Fortitude save or take 1d6 points of Dexterity damage as its flesh and bones stiffen and harden. If a creature's Dexterity score is reduced to 0 by a cockatrice's bite, that creature immediately turns completely to stone, as if petrified by a flesh to stone spell. Every day, a creature petrified by a cockatrice in this manner can attempt a new DC 12 Fortitude save; if it succeeds, the victim recovers from the petrification with a Dexterity score of 1 (and thereafter can be restored to full Dexterity by natural healing or magic as normal). If a petrified creature fails three of these Fortitude saves in a row, the petrified state becomes permanent. A creature restored to flesh via magic has any Dexterity damage caused by cockatrice bites removed, but not any existing Dexterity damage from other sources. A cockatrice is immune to the petrification ability of itself and of other cockatrices, but other petrification attacks affect them normally. The save DC is Constitution-based.	SOURCEPAGE:p.
Petrification Aura		KEY:Mythic Cockatrice ~ Petrification Aura		CATEGORY:Special Ability	TYPE:Mythic Cockatrice Trait.SpecialQuality.Supernatural		DESC:A creature within 30 feet of a mythic cockatrice on its turn must successfully save or be subjected by petrification as if it had been bitten.																																																																																																																																																																																				SOURCEPAGE:p.
Stone Plumage			KEY:Mythic Cockatrice ~ Stone Plumage			CATEGORY:Special Ability	TYPE:Mythic Cockatrice Trait.SpecialQuality.Supernatural		DESC:Any weapon that strikes a mythic cockatrice takes 1d6 points of damage that bypasses the weapon's hardness. Any creature attacking the cockatrice with natural weapons or unarmed strikes takes 1d6 points of damage.																																																																																																																																																																								SOURCEPAGE:p.

# Mythic Cyclops (Great)
Contemptuous Toss			KEY:Mythic Cyclops (Great) ~ Contemptuous Toss		CATEGORY:Special Ability	TYPE:Mythic Cyclops (Great) Trait.SpecialQuality.Extraordinary	DESC:When a mythic great cyclops uses Awesome Blow and expends a use of mythic power, its target flies up to 60 additional feet and takes 1d6 points of damage for every additional 20 feet traveled. If the cyclops uses its gore attack for this ability, it can hurl the target up to 60 feet upward instead of sideways.																																																																																																																																																								SOURCEPAGE:p.
Earthquake				KEY:Mythic Cyclops (Great) ~ Earthquake			CATEGORY:Special Ability	TYPE:Mythic Cyclops (Great) Trait.SpecialQuality.Supernatural	DESC:A mythic great cyclops can punch the ground and expend two uses of mythic power to cause an earthquake (as the spell). Add the cyclops's rank to the save DCs for the earthquake's effects. Other mythic great cyclopes are not affected by the earthquake.																																																																																																																																																																		SOURCEPAGE:p.
Flash of Brutality		KEY:Mythic Cyclops (Great) ~ Flash of Brutality		CATEGORY:Special Ability	TYPE:Mythic Cyclops (Great) Trait.SpecialQuality.Supernatural	DESC:Once per day as a swift action, a great cyclops can gain a burst of savage inspiration. When it does, it doubles the threat range of all weapons, natural attacks, and rocks it attacks with until the start of its next turn. Once per day, when the cyclops reaches 0 or fewer hit points and is conscious because of its Diehard feat, this ability recharges, allowing it to use the ability a second time that same day.																																																																																																																																							SOURCEPAGE:p.

# Mythic Demon (Marilith)
Crushing Coils			KEY:Mythic Demon (Marilith) ~ Crushing Coils		CATEGORY:Special Ability	TYPE:Mythic Demon (Marilith) Trait.SpecialQuality.Extraordinary	DESC:A constricted creature must succeed at a DC 28 Fortitude save or lose consciousness for 1d8 rounds. The save DC is Strength-based.																																																																																																																																																																																						SOURCEPAGE:p.
Greater Infuse Weapon		KEY:Mythic Demon (Marilith) ~ Greater Infuse Weapon	CATEGORY:Special Ability	TYPE:Mythic Demon (Marilith) Trait.SpecialQuality.Supernatural	DESC:Any weapon a mythic marilith wields gains a +2 enhancement bonus and counts as a chaotic and evil cold iron weapon. She can expend two uses of mythic power as an immediate action to add the dancing special ability to all her manufactured weapons for 4 rounds.																																																																																																																																																																SOURCEPAGE:p.
Poisoned Weapons			KEY:Mythic Demon (Marilith) ~ Poisoned Weapons		CATEGORY:Special Ability	TYPE:Mythic Demon (Marilith) Trait.SpecialQuality.Extraordinary	DESC:As a swift action, a mythic marilith can lick one of her manufactured weapons to coat it with deathblade poison (Pathfinder RPG Core Rulebook 558).																																																																																																																																																																																			SOURCEPAGE:p.

# Mythic Demon (Nalfeshnee)
Demonic Knowledge			KEY:Mythic Demon (Nalfeshnee) ~ Demonic Knowledge	CATEGORY:Special Ability	TYPE:Mythic Demon (Nalfeshnee) Trait.SpecialQuality.Supernatural	DESC:By expending one use of mythic power as a free action, the demon learns one weakness, vulnerability, or special defense of an opponent within reach.																																																																																																																																																																																			SOURCEPAGE:p.
Touch of Chaos			KEY:Mythic Demon (Nalfeshnee) ~ Touch of Chaos		CATEGORY:Special Ability	TYPE:Mythic Demon (Nalfeshnee) Trait.SpecialQuality.SpellLike	DESC:This functions like the Chaos domain granted power (Core Rulebook 42), except the demon can expend one use of mythic power as a free action to use this ability when it hits with a natural attack.																																																																																																																																																																											SOURCEPAGE:p.
Unholy Nimbus			KEY:Mythic Demon (Nalfeshnee) ~ Unholy Nimbus		CATEGORY:Special Ability	TYPE:Mythic Demon (Nalfeshnee) Trait.SpecialQuality.Supernatural	DESC:Three times per day as a free action, the demon can create writhing colored lights on its body. One round later, the light bursts in a 60-foot radius. Any non-demon caught within this area must succeed at a DC 24 Will save or be dazed for 1d10 rounds as visions of madness hound it. The save DC is Charisma-based.																																																																																																																																																							SOURCEPAGE:p.

# Mythic Demon (Vrock)
Entrapping Vines			KEY:Mythic Demon (Vrock) ~ Entrapping Vines		CATEGORY:Special Ability	TYPE:Mythic Demon (Vrock) Trait.SpecialQuality.Extraordinary	DESC:A mythic vrock can expend one use of mythic power as a swift action to release a cloud of spores from its body, affecting all adjacent non-demons. The spores deal 2d8 points of damage on the first round as they grow into ugly vines; for the next 10 rounds, they deal 1d6 points of damage and entrap the affected creatures (DC 21, 10 rounds, hardness 5, hp 10). The vines can be destroyed by casting bless on the creatures or by sprinkling them with holy water. This is a disease effect. The save DC is Constitution-based.																																																																																																																					SOURCEPAGE:p.
Greater Stunning Screech	KEY:Mythic Demon (Vrock) ~ Greater Stunning Screech	CATEGORY:Special Ability	TYPE:Mythic Demon (Vrock) Trait.SpecialQuality.Supernatural		DESC:Once per hour, a mythic vrock can emit a shrill screech. All non-demons within a 30-footradius spread must succeed at a DC 21 Fortitude save or be stunned for 1 round. If the vrock expends one use of mythic power, any creature that fails its save is staggered for 1d6 rounds after the stun ends. The save DC is Constitution-based.																																																																																																																																																					SOURCEPAGE:p.
Manic Dance of Ruin		KEY:Mythic Demon (Vrock) ~ Manic Dance of Ruin		CATEGORY:Special Ability	TYPE:Mythic Demon (Vrock) Trait.SpecialQuality.Supernatural		DESC:A mythic vrock can expend one use of mythic power to dance and chant as a full-round action, after which it releases a crackling wave of energy, dealing 5d6 points of electricity damage to all creatures within 100 feet (Reflex DC 17 for half). Each additional vrock that joins in the dance adds 1 to the DC and an additional 5d6 points of damage, up to a maximum of 20d6. The dance immediately ends and must be started anew if any of the participating vrocks is slain, stunned, or otherwise prevented from dancing. The save DC is Charisma-based.																																																																																																																	SOURCEPAGE:p.

# Mythic Devil (Bone)
