# CVS $Revision: 12254 $ $Author: jbaril $ -- Wed Feb  3 13:47:16 2016 -- reformated by PCGen PrettyLST v6.06.00
SOURCELONG:Adventurer's Armory	SOURCESHORT:AA	SOURCEWEB:http://paizo.com/products/btpy8dmf?Pathfinder-Player-Companion-Adventurers-Armory	SOURCEDATE:2010-04

# Weapon Name		Type

# Weapon Name		Type
Hanbo				TYPE:Simple.Melee
Mere Club			TYPE:Simple.Melee
Cestus			TYPE:Simple.Melee
Stake				TYPE:Simple.Melee
Bayonet			TYPE:Simple.Melee
Stingchuck			TYPE:Simple.Melee.Ranged

Blade Boot			TYPE:Martial.Melee
Dogslicer			TYPE:Martial.Melee
Switchblade Knife		TYPE:Martial.Melee
War Razor			TYPE:Martial.Melee
Combat Scabbard		TYPE:Martial.Melee
Klar				TYPE:Martial.Melee
Scizore			TYPE:Martial.Melee
Terbutje			TYPE:Martial.Melee
Bardiche			TYPE:Martial.Melee
Bec de corbin		TYPE:Martial.Melee
Bill				TYPE:Martial.Melee
Earth Breaker		TYPE:Martial.Melee
Glaive-Guisarme		TYPE:Martial.Melee
Lucerne Hammer		TYPE:Martial.Melee
Ogre Hook			TYPE:Martial.Melee
Syringe spear		TYPE:Martial.Melee.Thrown
Horsechopper		TYPE:Martial.Melee

Flambard			TYPE:Exotic.Melee
Garrote			TYPE:Exotic.Melee
Rhoka				TYPE:Exotic.Melee

Butterfly Knife		TYPE:Exotic.Melee
Maulaxe			TYPE:Exotic.Melee.Ranged.Thrown.Dwarven
Pata				TYPE:Exotic.Melee
Chain Spear			TYPE:Exotic.Melee
Aldori Dueling Sword	TYPE:Exotic.Melee
Urumi				TYPE:Exotic.Melee
Bladed Scarf		TYPE:Exotic.Melee
Shoanti Bola		TYPE:Exotic.Ranged

Aklys				TYPE:Exotic.Melee.Ranged
Rope Gauntlet		TYPE:Exotic.Melee
Sawtooth Sabre		TYPE:Exotic.Melee
Sika				TYPE:Exotic.Melee
Swordbreaker (Dagger)	TYPE:Exotic.Melee
Battle Poi			TYPE:Exotic.Melee
Falcata			TYPE:Exotic.Melee.Tengu
Khopesh			TYPE:Exotic.Melee.Tengu
Scorpion Whip		TYPE:Exotic.Melee
Shotel			TYPE:Exotic.Melee
Temple Sword		TYPE:Exotic.Melee.Monk
Mancatcher			TYPE:Exotic.Melee
Boomerang			TYPE:Exotic.Ranged
Crossbow (Double)		TYPE:Exotic.Ranged
Crossbow (Launching)	TYPE:Exotic.Ranged
Lasso				TYPE:Exotic.Melee
Sling Glove			TYPE:Exotic.Melee
Throwing Shield		TYPE:Exotic.Melee.Ranged

###Block: Weapon Groups
# Equipment Name				Type
#
# Weapon Group Axes
#
# Weapon Name			Type
Bardiche.MOD			TYPE:Weapon Group Axes.Weapon Group Pole Arms
Maulaxe.MOD				TYPE:Weapon Group Axes.Weapon Group Hammers
Pata.MOD				TYPE:Weapon Group Axes.Weapon Group Blades Light

#
# Weapon Group Blades, Heavy
#
# Weapon Name			Type
Aldori Dueling Sword.MOD	TYPE:Bladeheavy.Weapon Group Blades Heavy
Flambard.MOD			TYPE:Bladeheavy.Weapon Group Blades Heavy
Terbutje.MOD			TYPE:Bladeheavy.Weapon Group Blades Heavy
Falcata.MOD				TYPE:Bladeheavy.Weapon Group Blades Heavy
Khopesh.MOD				TYPE:Bladeheavy.Weapon Group Blades Heavy
Rhoka.MOD				TYPE:Bladeheavy.Weapon Group Blades Heavy
Shotel.MOD				TYPE:Bladeheavy.Weapon Group Blades Heavy
