SOURCELONG:Monster Hunter's Handbook		SOURCESHORT:MHH	SOURCEWEB:http://paizo.com/products/btpy9s7z	SOURCEDATE:2017-04

Detecting Dart								TYPE:Magic.Wondrous.Consumable			COST:2000				SOURCEPAGE:p.28
Melding Cloak								TYPE:Magic.Wondrous.Shoulders.Cloak			COST:25000		WT:1		SOURCEPAGE:p.28			BONUS:SKILL|Stealth|2|TYPE=Circumstance
Monstrous Dye								TYPE:Magic.Wondrous.Consumable			COST:2250				SOURCEPAGE:p.28
Necklace of Beast's Might (Bones/Aberration)			TYPE:Magic.Wondrous.Neck.Necklace			COST:12000				SOURCEPAGE:p.29			SPROP:Quietly rattles when a creature of the aberration type is within 100 feet of the wearer; Wearer gains DR 2/- against natural attacks from creatures of the aberration type.
Necklace of Beast's Might (Bones/Animal)				TYPE:Magic.Wondrous.Neck.Necklace			COST:12000				SOURCEPAGE:p.29			SPROP:Quietly rattles when a creature of the animal type is within 100 feet of the wearer; Wearer gains DR 2/- against natural attacks from creatures of the animal type.
Necklace of Beast's Might (Bones/Dragon)				TYPE:Magic.Wondrous.Neck.Necklace			COST:12000				SOURCEPAGE:p.29			SPROP:Quietly rattles when a creature of the dragon type is within 100 feet of the wearer; Wearer gains DR 2/- against natural attacks from creatures of the dragon type.
Necklace of Beast's Might (Bones/Fey)				TYPE:Magic.Wondrous.Neck.Necklace			COST:12000				SOURCEPAGE:p.29			SPROP:Quietly rattles when a creature of the fey type is within 100 feet of the wearer; Wearer gains DR 2/- against natural attacks from creatures of the fey type.
Necklace of Beast's Might (Bones/Magical Beast)			TYPE:Magic.Wondrous.Neck.Necklace			COST:12000				SOURCEPAGE:p.29			SPROP:Quietly rattles when a creature of the magical beast type is within 100 feet of the wearer; Wearer gains DR 2/- against natural attacks from creatures of the magical Beast type.
Necklace of Beast's Might (Bones/Monstrous Humanoid)		TYPE:Magic.Wondrous.Neck.Necklace			COST:12000				SOURCEPAGE:p.29			SPROP:Quietly rattles when a creature of the monstrous humanoid type is within 100 feet of the wearer; Wearer gains DR 2/- against natural attacks from creatures of the monstrous Humanoid type.
Necklace of Beast's Might (Bones/Ooze)				TYPE:Magic.Wondrous.Neck.Necklace			COST:12000				SOURCEPAGE:p.29			SPROP:Quietly rattles when a creature of the ooze type is within 100 feet of the wearer; Wearer gains DR 2/- against natural attacks from creatures of the ooze type.
Necklace of Beast's Might (Bones/Outsider)			TYPE:Magic.Wondrous.Neck.Necklace			COST:12000				SOURCEPAGE:p.29			SPROP:Quietly rattles when a creature of the outsider type is within 100 feet of the wearer; Wearer gains DR 2/- against natural attacks from creatures of the outsider type.
Necklace of Beast's Might (Bones/Plant)				TYPE:Magic.Wondrous.Neck.Necklace			COST:12000				SOURCEPAGE:p.29			SPROP:Quietly rattles when a creature of the plant type is within 100 feet of the wearer; Wearer gains DR 2/- against natural attacks from creatures of the plant type.
Necklace of Beast's Might (Bones/Undead)				TYPE:Magic.Wondrous.Neck.Necklace			COST:12000				SOURCEPAGE:p.29			SPROP:Quietly rattles when a creature of the undead type is within 100 feet of the wearer; Wearer gains DR 2/- against natural attacks from creatures of the undead type.
