#  Sat May 18 14:56:38 2019 -- reformated by PCGen PrettyLST v6.08.00
#  Fri Nov 16 19:52:40 2018 -- reformated by PCGen PrettyLST v6.08.00
# CVS $Revision: $ $Author: $ -- Fri Jun 17 21:51:56 2016 -- reformated by PCGen PrettyLST v6.06.00

###--------------------------------------------###
##	New Formula Parser Support Mechanisms	##
###--------------------------------------------###


# ------------------------------
# Dwarf
# ------------------------------

###Block: Grant Abilities
# Ability Name						Define						Ability
CATEGORY=Internal|Racial Traits ~ Dwarf.MOD	DEFINE:Dwarf_ReplaceAbilityScores|0		ABILITY:Dwarf Racial Trait|AUTOMATIC|Dwarf ~ Ability Scores|PREVAREQ:Dwarf_ReplaceAbilityScores,0
CATEGORY=Internal|Racial Traits ~ Dwarf.MOD	DEFINE:Dwarf_ReplaceSize|0			ABILITY:Dwarf Racial Trait|AUTOMATIC|Dwarf ~ Size|PREVAREQ:Dwarf_ReplaceSize,0
CATEGORY=Internal|Racial Traits ~ Dwarf.MOD	DEFINE:Dwarf_ReplaceSpeed|0			ABILITY:Dwarf Racial Trait|AUTOMATIC|Dwarf ~ Speed|PREVAREQ:Dwarf_ReplaceSpeed,0
CATEGORY=Internal|Racial Traits ~ Dwarf.MOD	DEFINE:Dwarf_ReplaceVision|0			ABILITY:Dwarf Racial Trait|AUTOMATIC|Dwarf ~ Vision|PREVAREQ:Dwarf_ReplaceVision,0
CATEGORY=Internal|Racial Traits ~ Dwarf.MOD	DEFINE:Dwarf_ReplaceDefensiveTraining|0	ABILITY:Dwarf Racial Trait|AUTOMATIC|Dwarf ~ Defensive Training|PREVAREQ:Dwarf_ReplaceDefensiveTraining,0
CATEGORY=Internal|Racial Traits ~ Dwarf.MOD	DEFINE:Dwarf_ReplaceGreed|0			ABILITY:Dwarf Racial Trait|AUTOMATIC|Dwarf ~ Greed|PREVAREQ:Dwarf_ReplaceGreed,0
CATEGORY=Internal|Racial Traits ~ Dwarf.MOD	DEFINE:Dwarf_ReplaceHatred|0			ABILITY:Dwarf Racial Trait|AUTOMATIC|Dwarf ~ Hatred|PREVAREQ:Dwarf_ReplaceHatred,0
CATEGORY=Internal|Racial Traits ~ Dwarf.MOD	DEFINE:Dwarf_ReplaceHardy|0			ABILITY:Dwarf Racial Trait|AUTOMATIC|Dwarf ~ Hardy|PREVAREQ:Dwarf_ReplaceHardy,0
CATEGORY=Internal|Racial Traits ~ Dwarf.MOD	DEFINE:Dwarf_ReplaceStability|0		ABILITY:Dwarf Racial Trait|AUTOMATIC|Dwarf ~ Stability|PREVAREQ:Dwarf_ReplaceStability,0
CATEGORY=Internal|Racial Traits ~ Dwarf.MOD	DEFINE:Dwarf_ReplaceStonecunning|0		ABILITY:Dwarf Racial Trait|AUTOMATIC|Dwarf ~ Stonecunning|PREVAREQ:Dwarf_ReplaceStonecunning,0
CATEGORY=Internal|Racial Traits ~ Dwarf.MOD	DEFINE:Dwarf_ReplaceWeaponFamiliarity|0	ABILITY:Dwarf Racial Trait|AUTOMATIC|Dwarf ~ Weapon Familiarity|PREVAREQ:Dwarf_ReplaceWeaponFamiliarity,0
