# CVS $Revision$ $Author$ -- Fri Oct  4 22:18:51 2013 -- reformated by prettylst.pl v1.50 (build 20400)
SOURCELONG:Ultimate Equipment	SOURCESHORT:UE	SOURCEWEB:http://paizo.com/products/btpy8tmc?Pathfinder-Roleplaying-Game-Ultimate-Equipment	SOURCEDATE:2012-08

# ORIGINAL ENTRY: James Dempsey
# ORIGINAL ENTRY DATE: 7 July 2013

###Block: Specific Armor
# Equipment Name			Product Identity?	Required Armor Proficiency	Type										Cost		Weight	AC Penalty Check	Modifier					Maximum DEX Bonus	Source Page		% of Spell Failure	Combat bonus
Breastplate of Vanishing				PROFICIENCY:ARMOR|Breastplate	TYPE:Armor.Magic.Medium.Suit.Specific.GreaterMedium		COST:10200	WT:15		ACCHECK:-4		EQMOD:MITHRAL_ARMR_MED.PLUS1A		MAXDEX:3		SOURCEPAGE:p.124	SPELLFAILURE:25		BONUS:COMBAT|AC|6|TYPE=Armor
Catskin Leather						PROFICIENCY:ARMOR|Leather	TYPE:Armor.Magic.Light.Suit.Specific.NonMetal.LesserMajor	COST:14010	WT:15		ACCHECK:0		EQMOD:LEATHER.PLUS1A.SHDW		MAXDEX:6		SOURCEPAGE:p.125	SPELLFAILURE:10		BONUS:COMBAT|AC|2|TYPE=Armor
Enchanted Eelskin						PROFICIENCY:ARMOR|Leather	TYPE:Armor.Magic.Light.Suit.Specific.NonMetal.GreaterMedium	COST:6260	WT:15		ACCHECK:0		EQMOD:LEATHER.PLUS1A.SLK		MAXDEX:6		SOURCEPAGE:p.126	SPELLFAILURE:10		BONUS:COMBAT|AC|2|TYPE=Armor
Equestrian Plate						PROFICIENCY:ARMOR|Full Plate	TYPE:Armor.Magic.Heavy.Suit.Specific.GreaterMedium		COST:6500	WT:50		ACCHECK:-6		EQMOD:STEEL.PLUS2A			MAXDEX:1		SOURCEPAGE:p.126	SPELLFAILURE:35		BONUS:COMBAT|AC|9|TYPE=Armor
Hamatula Hide						PROFICIENCY:ARMOR|Hide		TYPE:Armor.Magic.Medium.Suit.Specific.NonMetal.GreaterMajor	COST:40015	WT:12		ACCHECK:-3		EQMOD:PLUS2A.SPIKE_A			MAXDEX:4		SOURCEPAGE:p.127	SPELLFAILURE:20		BONUS:COMBAT|AC|4|TYPE=Armor
Invincible Armor						PROFICIENCY:ARMOR|Full Plate	TYPE:Armor.Magic.Heavy.Suit.Specific.GreaterMajor		COST:101500	WT:50		ACCHECK:-6		EQMOD:STEEL.PLUS2A.IMPRVS.FRT_MOD	MAXDEX:1		SOURCEPAGE:p.127	SPELLFAILURE:35		BONUS:COMBAT|AC|9|TYPE=Armor
Mail of Malevolence					PROFICIENCY:ARMOR|Chainmail	TYPE:Armor.Magic.Light.Suit.Specific.GreaterMajor		COST:30150	WT:40		ACCHECK:-5		EQMOD:STEEL.PLUS2A.UNRGHTS		MAXDEX:2		SOURCEPAGE:p.127	SPELLFAILURE:30		BONUS:COMBAT|AC|6|TYPE=Armor
Morlock Hide						PROFICIENCY:ARMOR|Leather	TYPE:Armor.Magic.Light.Suit.Specific.NonMetal.LesserMedium	COST:4010	WT:15		ACCHECK:0		EQMOD:LEATHER.PLUS1A.SHDW		MAXDEX:6		SOURCEPAGE:p.128	SPELLFAILURE:10		BONUS:COMBAT|AC|2|TYPE=Armor
Otyugh Hide				NAMEISPI:YES	PROFICIENCY:ARMOR|Hide		TYPE:Armor.Magic.Medium.Suit.Specific.NonMetal.GreaterMinor	COST:1415	WT:25		ACCHECK:-3		EQMOD:PLUS1A				MAXDEX:4		SOURCEPAGE:p.128	SPELLFAILURE:20		BONUS:COMBAT|AC|4|TYPE=Armor
Prismatic Plate						PROFICIENCY:ARMOR|Full Plate	TYPE:Armor.Magic.Heavy.Suit.Specific.GreaterMajor		COST:151500	WT:50		ACCHECK:-6		EQMOD:STEEL.PLUS3A			MAXDEX:1		SOURCEPAGE:p.128	SPELLFAILURE:35		BONUS:COMBAT|AC|9|TYPE=Armor
Scarab Breastplate					PROFICIENCY:ARMOR|Breastplate	TYPE:Armor.Magic.Medium.Suit.Specific.GreaterMajor		COST:23200	WT:30		ACCHECK:-4		EQMOD:STEEL.PLUS3A			MAXDEX:3		SOURCEPAGE:p.129	SPELLFAILURE:25		BONUS:COMBAT|AC|6|TYPE=Armor
Soothsayer's Raiment					PROFICIENCY:ARMOR|Chainmail	TYPE:Armor.Magic.Medium.Suit.Specific.GreaterMedium		COST:9150	WT:40		ACCHECK:-5		EQMOD:STEEL.PLUS1A			MAXDEX:2		SOURCEPAGE:p.129	SPELLFAILURE:30		BONUS:COMBAT|AC|6|TYPE=Armor
Warden of The Woods					PROFICIENCY:ARMOR|Splint Mail	TYPE:Armor.Magic.Heavy.Suit.Specific.GreaterMajor		COST:19100	WT:25		ACCHECK:-7		EQMOD:PLUS3A.GRNWD			MAXDEX:0		SOURCEPAGE:p.129	SPELLFAILURE:40		BONUS:COMBAT|AC|7|TYPE=Armor


###Block: Specific Shields
# Equipment Name			Product Identity?	Output Name					Required Shield Proficiency		Type								Cost		Weight	AC Penalty Check	Modifier						Maximum DEX Bonus	Source Page		% of Spell Failure	Combat bonus
Avalanche Shield												PROFICIENCY:SHIELD|Shield (Heavy)	TYPE:Shield.Magic.Specific.LesserMajor.Heavy	COST:15020	WT:10		ACCHECK:-2		EQMOD:PLUS1S.BASH_H.STEEL						SOURCEPAGE:p.130	SPELLFAILURE:15		BONUS:COMBAT|AC|2|TYPE=Shield
Belligerent Shield											PROFICIENCY:SHIELD|Shield (Heavy)	TYPE:Shield.Magic.Specific.GreaterMajor.Heavy	COST:20020	WT:15		ACCHECK:-2		EQMOD:PLUS1S.ANMATD.BASH_H.STEEL					SOURCEPAGE:p.130	SPELLFAILURE:15		BONUS:COMBAT|AC|2|TYPE=Shield
Burglar's Buckler												PROFICIENCY:SHIELD|Buckler		TYPE:Shield.Magic.Specific.GreaterMinor.Buckler	COST:3505	WT:5		ACCHECK:-1		EQMOD:PLUS1S.WOOD								SOURCEPAGE:p.130	SPELLFAILURE:5		BONUS:COMBAT|AC|1|TYPE=Shield
Caster's Shield (Greater)				OUTPUTNAME:Caster's Shield, Greater	PROFICIENCY:SHIELD|Shield (Heavy)	TYPE:Shield.Magic.Specific.GreaterMedium.Heavy	COST:1003	WT:5		ACCHECK:-2		EQMOD:PLUS3S.WOOD								SOURCEPAGE:p.131	SPELLFAILURE:15		BONUS:COMBAT|AC|2|TYPE=Shield
Celestial Shield												PROFICIENCY:SHIELD|Shield (Light)	TYPE:Shield.Magic.Specific.GreaterMedium.Light	COST:4020	WT:5		ACCHECK:-1		EQMOD:PLUS2S.BLIND.STEEL						SOURCEPAGE:p.131	SPELLFAILURE:5		BONUS:COMBAT|AC|1|TYPE=Shield
Collapsible Tower												PROFICIENCY:SHIELD|Shield (Heavy)	TYPE:Shield.Magic.Specific.LesserMedium.Heavy	COST:4020	WT:7		ACCHECK:-2		EQMOD:PLUS2S.STEEL							SOURCEPAGE:p.131	SPELLFAILURE:15		BONUS:COMBAT|AC|2|TYPE=Shield
Dragonslayer's Shield											PROFICIENCY:SHIELD|Shield (Heavy)	TYPE:Shield.Magic.Specific.LesserMedium.Heavy	COST:3020	WT:15		ACCHECK:-2		EQMOD:PLUS2S.STEEL							SOURCEPAGE:p.131	SPELLFAILURE:15		BONUS:COMBAT|AC|2|TYPE=Shield
Elysian Shield			NAMEISPI:YES							PROFICIENCY:SHIELD|Tower Shield	TYPE:Shield.Magic.Specific.GreaterMajor.Tower	COST:27470	WT:45		ACCHECK:-10		EQMOD:PLUS2S.GHOST_A.STEEL			MAXDEX:2		SOURCEPAGE:p.132	SPELLFAILURE:50		BONUS:COMBAT|AC|4|TYPE=Shield
Force Tower													PROFICIENCY:SHIELD|Tower Shield	TYPE:Shield.Magic.Specific.GreaterMajor.Tower	COST:9030	WT:22		ACCHECK:-10		EQMOD:PLUS1S.ARW_DEF.GHOST_A.MITHRAL_SHLD	MAXDEX:2		SOURCEPAGE:p.132	SPELLFAILURE:50		BONUS:COMBAT|AC|4|TYPE=Shield
Living Steel Heavy Shield										PROFICIENCY:SHIELD|Shield (Heavy)	TYPE:Shield.Specific.LesserMinor.Heavy		COST:20	WT:15		ACCHECK:-2		EQMOD:LIVING_ST_SHLD							SOURCEPAGE:p.132	SPELLFAILURE:15		BONUS:COMBAT|AC|2|TYPE=Shield
Maelstrom Shield												PROFICIENCY:SHIELD|Shield (Heavy)	TYPE:Shield.Magic.Specific.GreaterMedium.Heavy	COST:10020	WT:10		ACCHECK:-2		EQMOD:PLUS1S.BASH_H.STEEL						SOURCEPAGE:p.132	SPELLFAILURE:15		BONUS:COMBAT|AC|2|TYPE=Shield
Mithral Heavy Shield											PROFICIENCY:SHIELD|Shield (Heavy)	TYPE:Shield.Magic.Specific.LesserMinor.Heavy	COST:20	WT:5		ACCHECK:0		EQMOD:MITHRAL_SHLD							SOURCEPAGE:p.132	SPELLFAILURE:5		BONUS:COMBAT|AC|2|TYPE=Shield
Quick Block Buckler											PROFICIENCY:SHIELD|Buckler		TYPE:Shield.Magic.Specific.GreaterMajor.Buckler	COST:11005	WT:15		ACCHECK:-1		EQMOD:PLUS3S.ARW_DEF.WOOD						SOURCEPAGE:p.132	SPELLFAILURE:5		BONUS:COMBAT|AC|1|TYPE=Shield
Spell Ward Tower Shield											PROFICIENCY:SHIELD|Tower Shield	TYPE:Shield.Magic.Specific.GreaterMajor.Tower	COST:9030	WT:15		ACCHECK:-10		EQMOD:PLUS2S.SPELL_RES_13.STEEL		MAXDEX:2		SOURCEPAGE:p.133	SPELLFAILURE:50		BONUS:COMBAT|AC|4|TYPE=Shield
Tempest Shield												PROFICIENCY:SHIELD|Shield (Heavy)	TYPE:Shield.Magic.Specific.GreaterMedium.Heavy	COST:11020	WT:10		ACCHECK:-2		EQMOD:PLUS1S.BASH_H.STEEL						SOURCEPAGE:p.133	SPELLFAILURE:15		BONUS:COMBAT|AC|2|TYPE=Shield
Volcanic Shield												PROFICIENCY:SHIELD|Shield (Heavy)	TYPE:Shield.Magic.Specific.GreaterMedium.Heavy	COST:10020	WT:10		ACCHECK:-2		EQMOD:PLUS1S.BASH_H.STEEL						SOURCEPAGE:p.133	SPELLFAILURE:15		BONUS:COMBAT|AC|2|TYPE=Shield
Wyrmslayer's Shield											PROFICIENCY:SHIELD|Shield (Heavy)	TYPE:Shield.Magic.Specific.LesserMajor.Heavy	COST:4020	WT:15		ACCHECK:-2		EQMOD:PLUS4S.STEEL							SOURCEPAGE:p.133	SPELLFAILURE:15		BONUS:COMBAT|AC|2|TYPE=Shield
Zombie Skin Shield											PROFICIENCY:SHIELD|Shield (Light)	TYPE:Shield.Magic.Specific.GreaterMinor.Light	COST:1009	WT:15		ACCHECK:-1		EQMOD:PLUS1S.STEEL							SOURCEPAGE:p.133	SPELLFAILURE:5		BONUS:COMBAT|AC|1|TYPE=Shield


###Block: Specific Armor from Core Rules and APG
# Equipment Name				Type				Weight	Source, Long Desc.		Source, Short Desc.	Source Page
Adamantine Breastplate.MOD		TYPE:GreaterMedium	WT:30		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.124
Banded Mail of Luck.MOD			TYPE:LesserMajor		WT:35		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.124
Breastplate of Command.MOD		TYPE:GreaterMajor		WT:30		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.124
Celestial Armor.MOD			TYPE:LesserMajor		WT:20		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.125
Demon Armor.MOD				TYPE:GreaterMajor		WT:50		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.125
Dragonhide Plate.MOD			TYPE:GreaterMinor		WT:50		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.126
Dwarven Plate.MOD				TYPE:LesserMajor		WT:50		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.126
Elven Chain.MOD				TYPE:LesserMedium		WT:20		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.126
Mithral Full Plate of Speed.MOD	TYPE:GreaterMajor		WT:25		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.128
Mithral Shirt.MOD				TYPE:LesserMinor		WT:10		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.128
Plate Armor of the Deep.MOD		TYPE:LesserMajor		WT:50		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.128
Rhino Hide.MOD				TYPE:LesserMedium		WT:25		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.129
Armor of Insults.MOD			TYPE:LesserMajor		WT:20		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.124
Boneless Leather.MOD			TYPE:GreaterMedium	WT:15		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.124
Buccaneer's Breastplate.MOD		TYPE:LesserMajor		WT:30		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.124
Daystar Half-Plate.MOD			TYPE:GreaterMajor		WT:50		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.125
Folding Plate.MOD				TYPE:GreaterMedium	WT:50		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.126
Forsaken Banded Mail.MOD		TYPE:GreaterMajor		WT:35		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.126
Giant Hide (Cloud).MOD			TYPE:GreaterMajor		WT:25		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.127
Giant Hide (Fire).MOD			TYPE:GreaterMajor		WT:25		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.127
Giant Hide (Frost).MOD			TYPE:GreaterMajor		WT:25		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.127
Giant Hide (Hill).MOD			TYPE:GreaterMajor		WT:25		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.127
Giant Hide (Ogre).MOD			TYPE:GreaterMajor		WT:25		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.127
Giant Hide (Stone).MOD			TYPE:GreaterMajor		WT:25		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.127
Giant Hide (storm).MOD			TYPE:GreaterMajor		WT:25		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.127
Giant Hide (Troll).MOD			TYPE:GreaterMajor		WT:25		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.127
Mistmail.MOD				TYPE:GreaterMinor		WT:25		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.127
Murderer's Blackcloth.MOD		TYPE:GreaterMedium	WT:10		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.128



###Block: Specific Shields from Core Rules and APG
# Equipment Name		Type			Weight	Source, Long Desc.		Source, Short Desc.	Source Page
Absorbing Shield.MOD	TYPE:GreaterMajor	WT:15		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.130
Battlement Shield.MOD	TYPE:LesserMajor	WT:45		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.130
Caster's Shield.MOD	TYPE:GreaterMajor	WT:5		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.130
Darkwood Buckler.MOD	TYPE:LesserMinor			SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.131
Darkwood Shield.MOD	TYPE:LesserMinor			SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.131
Fortress Shield.MOD	TYPE:LesserMajor	WT:45		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.132
Lion's Shield.MOD		TYPE:LesserMedium	WT:15		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.132
Spined Shield.MOD		TYPE:LesserMedium	WT:15		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.133
Winged Shield.MOD		TYPE:LesserMajor	WT:10		SOURCELONG:Ultimate Equipment	SOURCESHORT:UE		SOURCEPAGE:p.133
