# CVS $Revision$ $Author$ -- Mon Jun 22 22:43:30 2009 -- reformated by prettylst.pl v1.39 (build 9548)
SOURCELONG:System Reference Document	SOURCESHORT:SRD	SOURCEWEB:http://groups.yahoo.com/group/pcgen/files/3.0%20SRD/
# Original Entry by Tir Gwaith

#########################################################
###									###
###	Shared Abilities (used by multiple classes)	###
###									###
#########################################################

# Ability Name	Category of Ability		Type								Visible	Define																														Description																																																		Save checks bonus							Combat bonus								Stat bonus																	Modify VAR																																																								Source Page						Aspects
Sneak Attack	CATEGORY:Special Ability	TYPE:SpecialAttack					VISIBLE:YES	DEFINE:SneakAttack|0	DEFINE:SneakAttackDie|6																								DESC:%1d%2 damage any time your target would be denied a Dexterity bonus to AC or when you flank your target|SneakAttack|SneakAttackDie																																																																																																																											SOURCEPAGE:srdbasiccharacterclassesii.rtf	ASPECT:Ability Benefit|%1d%2|SneakAttack|SneakAttackDie
Rage			CATEGORY:Special Ability	TYPE:SpecialQuality.AttackOption.ModifyAC		VISIBLE:YES	DEFINE:RageTimes|0	DEFINE:RageDuration|0	DEFINE:RageConBonus|0	DEFINE:RageStrBonus|0	DEFINE:RageACPenalty|0	DEFINE:RageMorale|0	DEFINE:Enraged|0	DEFINE:RageBonus|4	DESC:%1 times/day (%2 rounds)|RageTimes|RageDuration|PREVARLT:GreaterRage,1	DESC:%1 times/day (%2 rounds)|RageTimes|RageDuration|PREMULT:2,[PREVARGTEQ:GreaterRage,1],[PREVARLT:TirelessRage,1]	DESC:%1 times/day and no longer winded after (%2 rounds)|RageTimes|RageDuration|PREVARGTEQ:TirelessRage,1	BONUS:CHECKS|Will|RageMorale|TYPE=Rage|PREAPPLY:PC	BONUS:COMBAT|AC|-1*RageACPenalty|TYPE=Rage|PREAPPLY:PC	BONUS:STAT|CON|RageConBonus|TYPE=Rage|PREAPPLY:PC	BONUS:STAT|STR|RageStrBonus|TYPE=Rage|PREAPPLY:PC	BONUS:VAR|RageDuration|CON+3+(RageConBonus/2)	BONUS:VAR|RageConBonus|RageBonus	BONUS:VAR|RageStrBonus|RageBonus	BONUS:VAR|RageACPenalty|2	BONUS:VAR|RageMorale|RageBonus/2	BONUS:VAR|RageDuration|-(RageConBonus/2)|TYPE=Rage|PREAPPLY:PC	BONUS:VAR|Enraged|1|TYPE=Rage|PREAPPLY:PC	BONUS:VAR|RageBonus|2|PREVARGTEQ:GreaterRage,1



Retain Dex To AC ~ Flat-footed	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO	DESC:You retain your Dexterity bonus to AC even when flat-footed


Uncanny Dodge	CATEGORY:Special Ability	TYPE:SpecialQuality					VISIBLE:YES	DEFINE:UncannyDodge|0	DEFINE:ImprovedUncannyDodge|max(UncannyDodge-1,0)	DEFINE:UncannyTraps|max(UncannyDodge-2,0)												DESC:Dex bonus to AC|PREVARGT:UncannyDodge,0	DESC:Can't be flanked|PREVARGT:ImprovedUncannyDodge,0	DESC:+%1 against traps|UncannyTraps|PREVARGT:UncannyTraps,0	ABILITY:Special Ability|AUTOMATIC|Retain Dex To AC ~ Flat-footed
Evasion		CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary.ModifyAC	VISIBLE:YES																																DESC:If you make a successful Reflex saving throw against an attack that normally deals half damage on a successful save, you instead take no damage.																																																																																																																									SOURCEPAGE:srdbasiccharacterclassesii.rtf

###Block: Timeless Body For Druid and Monk (the actual benefits of this class feature are implemented with a template by the same name)
# Ability Name	Category of Ability		Type						Visible	Template			Source Page
Timeless Body	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	TEMPLATE:Timeless Body	SOURCEPAGE:ClassesI.rtf

###Block: Companions
# Ability Name	Category of Ability		Type						Visible	Define			Allow Follower			Allowed Companions																																																																																																							Source Page
Animal Companion	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DEFINE:CompLevel|0	FOLLOWERS:Animal Companion|1	COMPANIONLIST:Animal Companion|Badger,Camel,Crocodile,Dog,Dog (Riding),Eagle,Hawk,Horse (Heavy),Horse (Light),Owl,Pony,Porpoise,Shark (Medium),Snake (Medium Viper),Snake (Small Viper),Squid,Wolf	COMPANIONLIST:Animal Companion|Ape,Bear (Black),Bison,Boar,Cheetah,Leopard,Snake (Constrictor),Snake (Large Viper),Wolverine|FOLLOWERADJUSTMENT:-3	COMPANIONLIST:Animal Companion|Bear (Brown),Crocodile (Giant),Lion,Rhinoceros,Snake (Huge Viper),Tiger|FOLLOWERADJUSTMENT:-6	COMPANIONLIST:Animal Companion|Bear (Polar),Snake (Giant Constrictor)|FOLLOWERADJUSTMENT:-9	COMPANIONLIST:Animal Companion|Elephant|FOLLOWERADJUSTMENT:-12
Special Mount	CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike		VISIBLE:YES	DEFINE:SMLevel|0		FOLLOWERS:Special Mount|1	COMPANIONLIST:Special Mount|ANY																																																																																																					SOURCEPAGE:ClassesII.rtf
Summon Familiar	CATEGORY:Special Ability	TYPE:SpecialQuality			VISIBLE:YES	DEFINE:FMLevel|0		FOLLOWERS:Familiar|1		COMPANIONLIST:Familiar|Bat,Cat,Hawk,Lizard,Owl,Rat,Raven,Snake (Tiny Viper),Toad,Weasel

###Block: Smiting
# Ability Name	Category of Ability		Type							Visible	Define			Description								Source Page
Smite			CATEGORY:Special Ability	TYPE:SpecialAttack.Smite.Supernatural	VISIBLE:YES	DEFINE:SmiteAnyTimes|0	DESC:%1/day|SmiteAnyTimes|PREVARGT:SmiteAnyTimes,0	SOURCEPAGE:srdspellsi.rtf
Smite Evil		CATEGORY:Special Ability	TYPE:SpecialAttack.Smite.Supernatural	VISIBLE:YES	DEFINE:SmiteEvil|0	DESC:%1 times per day|SmiteEvil				SOURCEPAGE:srdbasiccharacterclassesii.rtf
Smite Good		CATEGORY:Special Ability	TYPE:SpecialAttack.Smite.Supernatural	VISIBLE:YES	DEFINE:SmiteGood|0	DESC:%1 times per day|SmiteGood				SOURCEPAGE:srdmonsterstemplates.rtf

###Block: Leadership feat support
# Ability Name	Category of Ability		Type			Visible	Choose										Modify VAR							Temporary effect description
Leadership Score	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO	CHOOSE:NUMBER|MIN=-10|MAX=10|TITLE=Leadership Score Adjustment	BONUS:VAR|LeadershipScore|%CHOICE|PREAPPLY:PC	TEMPDESC:Several factors can affect a character's Leadership score, causing it to vary from the base score. Add modifiers as needed.

###Block:Hidden Feat for Negative Levels
# Ability Name	Category of Ability		Type				Visible	Define			Description																					Save checks bonus						Combat bonus				Bonus to HP					Bonus to skill																		Aspects
Negative Levels	CATEGORY:Special Ability	TYPE:SpecialQuality	VISIBLE:YES	DEFINE:NegLevels|0	DESC:%1 negative level(s) (-%1 effective level(s) and loses access to %1 spell(s) from the highest spell level castable)|NegLevels	BONUS:CHECKS|Fortitude,Reflex,Will|-1*NegLevels	BONUS:COMBAT|TOHIT|-1*NegLevels	BONUS:HP|CURRENTMAX|-5*NegLevels	BONUS:SKILL|TYPE=Strength,TYPE=Dexterity,TYPE=Constitution,TYPE=Intelligence,TYPE=Wisdom,TYPE=Charisma|-1*NegLevels	ASPECT:Ability Bonus|%1|NegLevels

###Block: Class Proficiencies
# Ability Name				Category of Ability		Type			Visible	Automatically Gained Weapon Prof.
All Automatic Proficiencies		CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO	AUTO:WEAPONPROF|Gauntlet|Unarmed Strike|Spells(Ray)|Grapple
All Martial Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO	AUTO:WEAPONPROF|TYPE=Martial																																								SERVESAS:ABILITY=FEAT|Martial Weapon Proficiency
Druid Weapon Proficiencies		CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO	AUTO:WEAPONPROF|Club|Dagger|Dart|Halfspear|Longspear|Quarterstaff|Scimitar|Sickle|Shortspear|Sling
Monk Weapon Proficiencies		CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO	AUTO:WEAPONPROF|Unarmed Strike|Club|Crossbow (Light)|Crossbow (Heavy)|Dagger|Handaxe|Javelin|Kama|Nunchaku|Quarterstaff|Shuriken|Siangham|Sling
Rogue Weapon Proficiencies		CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO	AUTO:WEAPONPROF|Crossbow (Hand)|Crossbow (Light)|Dagger|Dagger (Punching)|Dart|Mace (Light)|Sap|Shortbow|Shortbow (Composite)|Sword (Short)	AUTO:WEAPONPROF|Club|Crossbow (Heavy)|Mace (Heavy)|Morningstar|Quarterstaff|Rapier[PRESIZEGTEQ:M]
Wizard Weapon Proficiencies		CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO	AUTO:WEAPONPROF|Club|Dagger|Crossbow (Heavy)|Crossbow (Light)|Quarterstaff
Shadowdancer Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO	AUTO:WEAPONPROF|Crossbow (Hand)|Crossbow (Light)|Dagger|Dart|Mace (Light)|Sap|Shortbow|Shortbow (Composite)|Club|Crossbow (Heavy)|Mace (Heavy)|Morningstar|Quarterstaff|Rapier
Assassin Weapon Proficiencies		CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO	AUTO:WEAPONPROF|Crossbow (Hand)|Crossbow (Light)|Crossbow (Heavy)|Dart|Rapier|Sap|Shortbow|Shortbow (Composite)|Sword (Short)|TYPE=Dagger

Martial Weapon Proficiency	KEY:Martial Weapon Proficiency Output	CATEGORY:FEAT			TYPE:Internal	VISIBLE:EXPORT	DESC:You understand how to use all types of martial weapons in combat.

#BLOCK: Where to store Abilities
Grants All Hidden Abilities		CATEGORY:Internal		ABILITY:Internal|AUTOMATIC|Defines Required	
#COMMENT: This allows further expansion without having to MOD characters. It will grant abilities as needed

# Bardic Abilities for Non-Bard Use
#CATEGORY=Internal|Grants All Hidden Abilities.MOD	ABILITY:Internal|AUTOMATIC|Master Traits
CATEGORY=Internal|Grants All Hidden Abilities.MOD	ABILITY:Special Ability|AUTOMATIC|Low Light Vision|PREVISION:1,Low-Light,Low Light

Defines Required				CATEGORY:Internal		DEFINE:EnableBardicInspireCourage|0	DEFINE:EnableBardicInspireCompetence|0	DEFINE:LowLightRange|2
Low-light Vision			KEY:Low light Vision					CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary.Vision		DEFINE:LowLightRange|2		DESC:You can see %1x as far as humans in low illumination.|LowLightRange

###Block: Creature Type Traits
# Ability Name			Category of Ability		Type				Visible	Description																																																																																																																																																					Vision					Source Page
Master Traits			CATEGORY:Internal			TYPE:Internal		VISIBLE:NO	
#COMMENT: Assigns the Trait based upon RACETYPE
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Aberration Traits|PRERACE:1,RACETYPE=Aberration
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Animal Traits|PRERACE:1,RACETYPE=Animal
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Construct Traits|PRERACE:1,RACETYPE=Construct
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Dragon Traits|PRERACE:1,RACETYPE=Dragon
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Elemental Traits|PRERACE:1,RACETYPE=Elemental
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Fey Traits|PRERACE:1,RACETYPE=Fey
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Giant Traits|PRERACE:1,RACETYPE=Giant
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Humanoid Traits|PRERACE:1,RACETYPE=Humanoid
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Magical Beast Traits|PRERACE:1,RACETYPE=Magical Beast
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Monstrous Humanoid Traits|PRERACE:1,RACETYPE=Monstrous Humanoid
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Ooze Traits|PRERACE:1,RACETYPE=Ooze
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Outsider Traits|PRERACE:1,RACETYPE=Outsider
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Plant Traits|PRERACE:1,RACETYPE=Plant
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Undead Traits|PRERACE:1,RACETYPE=Undead
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Vermin Traits|PRERACE:1,RACETYPE=Vermin
#COMMENT: Assigns the Subtype Trait based upon RACESUBTYPE:
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Air Traits|PRERACE:1,RACESUBTYPE=Air
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Angel Traits|PRERACE:1,RACESUBTYPE=Angel
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Aquatic Traits|PRERACE:1,RACESUBTYPE=Aquatic
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Archon Traits|PRERACE:1,RACESUBTYPE=Archon
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Augmented Traits|PRERACE:1,RACESUBTYPE=Augmented
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Chaotic Traits|PRERACE:1,RACESUBTYPE=Chaotic
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Cold Traits|PRERACE:1,RACESUBTYPE=Cold
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Earth Traits|PRERACE:1,RACESUBTYPE=Earth
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Evil Traits|PRERACE:1,RACESUBTYPE=Evil
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Extraplanar Traits|PRERACE:1,RACESUBTYPE=Extraplanar
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Fire Traits|PRERACE:1,RACESUBTYPE=Fire
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Goblinoid Traits|PRERACE:1,RACESUBTYPE=Goblinoid
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Good Traits|PRERACE:1,RACESUBTYPE=Good
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Incorporeal Traits|PRERACE:1,RACESUBTYPE=Incorporeal
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Lawful Traits|PRERACE:1,RACESUBTYPE=Lawful
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Native Traits|PRERACE:1,RACESUBTYPE=Native
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Reptilian Traits|PRERACE:1,RACESUBTYPE=Reptilian
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Shapechanger Traits|PRERACE:1,RACESUBTYPE=Shapechanger
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Swarm Traits|PRERACE:1,RACESUBTYPE=Swarm
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Water Traits|PRERACE:1,RACESUBTYPE=Water
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Mindless|PRERACE:1,RACESUBTYPE=Mindless


#Block: Displays the Actual Trait on the OS - Unless triggered not to display
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Aberration|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Aberration]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Animal|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Animal]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Construct|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Construct]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Dragon|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Dragon]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Elemental|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Elemental]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Fey|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Fey]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Giant|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Giant]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Humanoid|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Humanoid]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Magical Beast|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Magical Beast]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Monstrous Humanoid|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Monstrous Humanoid]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Ooze|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Ooze]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Outsider|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Outsider]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Plant|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Plant]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Undead|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Undead]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Vermin|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACETYPE=Vermin]
#COMMENT: Assigns the Sub Trait based upon RACESUBTYPE:
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Air|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACESUBTYPE=Air]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Angel|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACESUBTYPE=Angel]
CATEGORY=Internal|Master Traits.MOD	ABILITY:Special Ability|AUTOMATIC|Traits Output ~ Aquatic|PREMULT:2,[PREVAREQ:NoTypeTraits,0],[PRERACE:1,RACESUBTYPE=Aquatic]
