# CVS $Revision$ $Author$ -- Fri Mar 14 13:24:47 2008 -- reformated by prettylst.pl v1.38 (build 5225)
SOURCELONG:Revised (v.3.5) System Reference Document	SOURCESHORT:RSRD	SOURCEWEB:http://www.wizards.com/default.asp?x=d20/article/srd35
# Author: Andargor <andargor@yahoo.com>

###Block: Epic Horizon Walker Terrain Abilities
# Ability Name			Category of Ability		Type				Visible		Required Ability								Var. Max. Value										Special ABility										Define					Stackable?	Multiple?	Choose		Modify VAR						Source Page
Improved Aquatic Terrain	CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Aquatic Terrain		PREVARLTEQ:ImprovedAquaticTerrain,ceil((CL=Horizon Walker)/10)		SAB:Improved Aquatic Terrain Mastery +%|ImprovedAquaticTerrain		DEFINE:ImprovedAquaticTerrain|1	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedAquaticTerrain|1		SOURCEPAGE:epicclasses.rtf
Improved Desert Terrain		CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Desert Terrain		PREVARLTEQ:ImprovedDesertTerrain,ceil((CL=Horizon Walker)/10)		SAB:Improved Desert Terrain Mastery +%|ImprovedDesertTerrain		DEFINE:ImprovedDesertTerrain|1	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedDesertTerrain|1		SOURCEPAGE:epicclasses.rtf
Improved Forest Terrain		CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Forest Terrain		PREVARLTEQ:ImprovedForestTerrain,ceil((CL=Horizon Walker)/10)		SAB:Improved Forest Terrain Mastery +%|ImprovedForestTerrain		DEFINE:ImprovedForestTerrain|1	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedForestTerrain|1		SOURCEPAGE:epicclasses.rtf
Improved Hills Terrain		CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Hills Terrain		PREVARLTEQ:ImprovedHillsTerrain,ceil((CL=Horizon Walker)/10)		SAB:Improved Hills Terrain Mastery +%|ImprovedHillsTerrain			DEFINE:ImprovedHillsTerrain|1		STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedHillsTerrain|1		SOURCEPAGE:epicclasses.rtf
Improved Marsh Terrain		CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Marsh Terrain		PREVARLTEQ:ImprovedMarshTerrain,ceil((CL=Horizon Walker)/10)		SAB:Improved Marsh Terrain Mastery +%|ImprovedMarshTerrain			DEFINE:ImprovedMarshTerrain|1		STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedMarshTerrain|1		SOURCEPAGE:epicclasses.rtf
Improved Mountain Terrain	CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Mountain Terrain	PREVARLTEQ:ImprovedMountainTerrain,ceil((CL=Horizon Walker)/10)		SAB:Improved Mountain Terrain Mastery +%|ImprovedMountainTerrain		DEFINE:ImprovedMountainTerrain|1	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedMountainTerrain|1		SOURCEPAGE:epicclasses.rtf
Improved Plains Terrain		CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Plains Terrain		PREVARLTEQ:ImprovedPlainsTerrain,ceil((CL=Horizon Walker)/10)		SAB:Improved Plains Terrain Mastery +%|ImprovedPlainsTerrain		DEFINE:ImprovedPlainsTerrain|1	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedPlainsTerrain|1		SOURCEPAGE:epicclasses.rtf
Improved Underground Terrain	CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Underground Terrain	PREVARLTEQ:ImprovedUndergroundTerrain,ceil((CL=Horizon Walker)/10)	SAB:Improved Underground Terrain Mastery +%|ImprovedUndergroundTerrain	DEFINE:ImprovedUndergroundTerrain|1	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedUndergroundTerrain|1	SOURCEPAGE:epicclasses.rtf
Improved Fiery Planar		CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Fiery Planar		PREVARLTEQ:ImprovedFieryPlanar,ceil((CL=Horizon Walker)/10)			SAB:Improved Fiery Planar Mastery +%|ImprovedFieryPlanar			DEFINE:ImprovedFieryPlanar|1		STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedFieryPlanar|1		SOURCEPAGE:epicclasses.rtf
Improved Weightless Planar	CATEGORY:Special Ability	TYPE:ImprovedTerrain	VISIBLE:DISPLAY	PREABILITY:1,CATEGORY=Special Ability,Weightless Planar	PREVARLTEQ:ImprovedWeightlessPlanar,ceil((CL=Horizon Walker)/10)		SAB:Improved Weightless Planar Mastery +%|ImprovedWeightlessPlanar	DEFINE:ImprovedWeightlessPlanar|1	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	BONUS:VAR|ImprovedWeightlessPlanar|1	SOURCEPAGE:epicclasses.rtf
