#
# Current Ver: $Revision$
# Last Editor: $Author$
# Last Edited: $Date$
#
# Stat definitions for OSRIC mode
#

STATNAME:Strength		ABB:STR	DEFINE:BonusToHit|-3	DEFINE:BonusToDamage|-1	DEFINE:EncumbranceAjustment|-35	DEFINE:MinorStrTests|1	DEFINE:MajorStrTests|0	BONUS:VAR|BonusToHit|1|PRESTAT:1,STR=4	BONUS:VAR|BonusToHit|1|PRESTAT:1,STR=6	BONUS:VAR|BonusToHit|1|PRESTAT:1,STR=17	BONUS:VAR|BonusToHit|1|PRESTAT:1,STR=19	BONUS:VAR|BonusToDamage|1|PRESTAT:1,STR=6	BONUS:VAR|BonusToDamage|1|PRESTAT:1,STR=17	BONUS:VAR|BonusToDamage|1|PRESTAT:1,STR=18	BONUS:VAR|BonusToDamage|1|PRESTAT:1,STR=19	BONUS:VAR|EncumbranceAjustment|10|PRESTAT:1,STR=4	BONUS:VAR|EncumbranceAjustment|10|PRESTAT:1,STR=6	BONUS:VAR|EncumbranceAjustment|15|PRESTAT:1,STR=8	BONUS:VAR|EncumbranceAjustment|10|PRESTAT:1,STR=12	BONUS:VAR|EncumbranceAjustment|10|PRESTAT:1,STR=14	BONUS:VAR|EncumbranceAjustment|15|PRESTAT:1,STR=16	BONUS:VAR|EncumbranceAjustment|15|PRESTAT:1,STR=17	BONUS:VAR|EncumbranceAjustment|15|PRESTAT:1,STR=18	BONUS:VAR|EncumbranceAjustment|275|PRESTAT:1,STR=19	BONUS:VAR|MinorStrTests|2|TYPE=NoStack|PRESTAT:1,STR=8	BONUS:VAR|MinorStrTests|3|TYPE=NoStack|PRESTAT:1,STR=16	BONUS:VAR|MinorStrTests|5|TYPE=NoStack|PRESTAT:1,STR=19	BONUS:VAR|MajorStrTests|1|TYPE=NoSTack|PRESTAT:1,STR=8	BONUS:VAR|MajorStrTests|2|TYPE=NoSTack|PRESTAT:1,STR=10	BONUS:VAR|MajorStrTests|4|TYPE=NoSTack|PRESTAT:1,STR=12	BONUS:VAR|MajorStrTests|7|TYPE=NoSTack|PRESTAT:1,STR=14	BONUS:VAR|MajorStrTests|10|TYPE=NoSTack|PRESTAT:1,STR=16	BONUS:VAR|MajorStrTests|13|TYPE=NoSTack|PRESTAT:1,STR=17	BONUS:VAR|MajorStrTests|16|TYPE=NoSTack|PRESTAT:1,STR=18	BONUS:VAR|MajorStrTests|40|TYPE=NoSTack|PRESTAT:1,STR=19	DESC:Bonus to Hit %1; Bonus to Damage %2; Encumbrance Adjustment %3; Minor Tests on d6 %4; Major Tests on d%% %5|BonusToHit|BonusToDamage|EncumbranceAjustment|MinorStrTests|MajorStrTests
STATNAME:Dexterity	ABB:DEX	DEFINE:SurpriseBonus|-3	DEFINE:MissileBonusToHit|-3	DEFINE:ACAdjustment|4	BONUS:VAR|SurpriseBonus|1|PRESTAT:1,DEX=4	BONUS:VAR|SurpriseBonus|1|PRESTAT:1,DEX=5	BONUS:VAR|SurpriseBonus|1|PRESTAT:1,DEX=6	BONUS:VAR|SurpriseBonus|1|PRESTAT:1,DEX=16	BONUS:VAR|SurpriseBonus|1|PRESTAT:1,DEX=17	BONUS:VAR|SurpriseBonus|1|PRESTAT:1,DEX=18	BONUS:VAR|MissileBonusToHit|1|PRESTAT:1,DEX=4	BONUS:VAR|MissileBonusToHit|1|PRESTAT:1,DEX=5	BONUS:VAR|MissileBonusToHit|1|PRESTAT:1,DEX=6	BONUS:VAR|MissileBonusToHit|1|PRESTAT:1,DEX=16	BONUS:VAR|MissileBonusToHit|1|PRESTAT:1,DEX=17	BONUS:VAR|MissileBonusToHit|1|PRESTAT:1,DEX=18	BONUS:VAR|ACAdjustment|-1|PRESTAT:1,DEX=4	BONUS:VAR|ACAdjustment|-1|PRESTAT:1,DEX=5	BONUS:VAR|ACAdjustment|-1|PRESTAT:1,DEX=6	BONUS:VAR|ACAdjustment|-1|PRESTAT:1,DEX=7	BONUS:VAR|ACAdjustment|-1|PRESTAT:1,DEX=15	BONUS:VAR|ACAdjustment|-1|PRESTAT:1,DEX=16	BONUS:VAR|ACAdjustment|-1|PRESTAT:1,DEX=17	BONUS:VAR|ACAdjustment|-1|PRESTAT:1,DEX=18	DESC:Surprise Bonus %1; Missile Bonus to Hit %2; AC Adjustment %3|SurpriseBonus|MissileBonusToHit|ACAdjustment
STATNAME:Constitution	ABB:CON	DEFINE:HitPointBonusPerDie|-2	DEFINE:SurviveResurrection|40	DEFINE:SurviveSystemShock|35	BONUS:VAR|HitPointBonusPerDie|1|PRESTAT:1,CON=4	BONUS:VAR|HitPointBonusPerDie|1|PRESTAT:1,CON=7	BONUS:VAR|HitPointBonusPerDie|1|PRESTAT:1,CON=15	BONUS:VAR|HitPointBonusPerDie|1|PRESTAT:1,CON=16	BONUS:VAR|HitPointBonusPerDie|1|PRECLASS:1,Fighter,Paladin,Ranger=1|PRESTAT:1,CON=17	BONUS:VAR|HitPointBonusPerDie|1|PRECLASS:1,Fighter,Paladin,Ranger=1|PRESTAT:1,CON=18	BONUS:VAR|HitPointBonusPerDie|1|PRECLASS:1,Fighter,Paladin,Ranger=1|PRESTAT:1,CON=19	BONUS:VAR|SurviveResurrection|5|PRESTAT:1,CON=4	BONUS:VAR|SurviveResurrection|5|PRESTAT:1,CON=5	BONUS:VAR|SurviveResurrection|5|PRESTAT:1,CON=6	BONUS:VAR|SurviveResurrection|5|PRESTAT:1,CON=7	BONUS:VAR|SurviveResurrection|5|PRESTAT:1,CON=8	BONUS:VAR|SurviveResurrection|5|PRESTAT:1,CON=9	BONUS:VAR|SurviveResurrection|5|PRESTAT:1,CON=10	BONUS:VAR|SurviveResurrection|5|PRESTAT:1,CON=11	BONUS:VAR|SurviveResurrection|5|PRESTAT:1,CON=12	BONUS:VAR|SurviveResurrection|5|PRESTAT:1,CON=13	BONUS:VAR|SurviveResurrection|2|PRESTAT:1,CON=14	BONUS:VAR|SurviveResurrection|2|PRESTAT:1,CON=15	BONUS:VAR|SurviveResurrection|2|PRESTAT:1,CON=16	BONUS:VAR|SurviveResurrection|2|PRESTAT:1,CON=17	BONUS:VAR|SurviveResurrection|2|PRESTAT:1,CON=18	BONUS:VAR|SurviveSystemShock|5|PRESTAT:1,CON=4	BONUS:VAR|SurviveSystemShock|5|PRESTAT:1,CON=5	BONUS:VAR|SurviveSystemShock|5|PRESTAT:1,CON=6	BONUS:VAR|SurviveSystemShock|5|PRESTAT:1,CON=7	BONUS:VAR|SurviveSystemShock|5|PRESTAT:1,CON=8	BONUS:VAR|SurviveSystemShock|5|PRESTAT:1,CON=9	BONUS:VAR|SurviveSystemShock|5|PRESTAT:1,CON=10	BONUS:VAR|SurviveSystemShock|5|PRESTAT:1,CON=11	BONUS:VAR|SurviveSystemShock|5|PRESTAT:1,CON=12	BONUS:VAR|SurviveSystemShock|5|PRESTAT:1,CON=13	BONUS:VAR|SurviveSystemShock|3|PRESTAT:1,CON=14	BONUS:VAR|SurviveSystemShock|3|PRESTAT:1,CON=15	BONUS:VAR|SurviveSystemShock|4|PRESTAT:1,CON=16	BONUS:VAR|SurviveSystemShock|2|PRESTAT:1,CON=17	BONUS:VAR|SurviveSystemShock|2|PRESTAT:1,CON=18	DESC:Hit Point Bonus Per Die %1; Survive Resurrection %2; Survive System Shock %3|HitPointBonusPerDie|SurviveResurrection|SurviveSystemShock
STATNAME:Intelligence	ABB:INT	DEFINE:MaxLanguages|0	BONUS:VAR|MaxLanguages|1|PRESTAT:1,INT=8	BONUS:VAR|MaxLanguages|1|PRESTAT:1,INT=10	BONUS:VAR|MaxLanguages|1|PRESTAT:1,INT=12	BONUS:VAR|MaxLanguages|1|PRESTAT:1,INT=14	BONUS:VAR|MaxLanguages|1|PRESTAT:1,INT=16	BONUS:VAR|MaxLanguages|1|PRESTAT:1,INT=17	BONUS:VAR|MaxLanguages|1|PRESTAT:1,INT=18	BONUS:VAR|MaxLanguages|1|PRESTAT:1,INT=19	DESC:Max Languages %1|MaxLanguages
STATNAME:Wisdom		ABB:WIS	DEFINE:MentalSavingThrow|-3	BONUS:VAR|MentalSavingThrow|1|PRESTAT:1,WIS=4	BONUS:VAR|MentalSavingThrow|1|PRESTAT:1,WIS=5	BONUS:VAR|MentalSavingThrow|1|PRESTAT:1,WIS=8	BONUS:VAR|MentalSavingThrow|1|PRESTAT:1,WIS=15	BONUS:VAR|MentalSavingThrow|1|PRESTAT:1,WIS=16	BONUS:VAR|MentalSavingThrow|1|PRESTAT:1,WIS=17	BONUS:VAR|MentalSavingThrow|1|PRESTAT:1,WIS=18	BONUS:VAR|MentalSavingThrow|1|PRESTAT:1,WIS=19	DESC:Mental Saving Throw Bonus %1|MentalSavingThrow
STATNAME:Charisma		ABB:CHA	DEFINE:MaxHenchman|1	DEFINE:LoyaltyBonus|-30	DEFINE:ReactionBonus|-25		BONUS:VAR|MaxHenchman|1|PRESTAT:1,CHA=5	BONUS:VAR|MaxHenchman|1|PRESTAT:1,CHA=7	BONUS:VAR|MaxHenchman|1|PRESTAT:1,CHA=9	BONUS:VAR|MaxHenchman|1|PRESTAT:1,CHA=12	BONUS:VAR|MaxHenchman|1|PRESTAT:1,CHA=14	BONUS:VAR|MaxHenchman|1|PRESTAT:1,CHA=15	BONUS:VAR|MaxHenchman|1|PRESTAT:1,CHA=16	BONUS:VAR|MaxHenchman|2|PRESTAT:1,CHA=17	BONUS:VAR|MaxHenchman|5|PRESTAT:1,CHA=18	BONUS:VAR|MaxHenchman|5|PRESTAT:1,CHA=19	BONUS:VAR|LoyaltyBonus|5|PRESTAT:1,CHA=4	BONUS:VAR|LoyaltyBonus|5|PRESTAT:1,CHA=5	BONUS:VAR|LoyaltyBonus|5|PRESTAT:1,CHA=6	BONUS:VAR|LoyaltyBonus|5|PRESTAT:1,CHA=7	BONUS:VAR|LoyaltyBonus|5|PRESTAT:1,CHA=8	BONUS:VAR|LoyaltyBonus|5|PRESTAT:1,CHA=9	BONUS:VAR|LoyaltyBonus|5|PRESTAT:1,CHA=14	BONUS:VAR|LoyaltyBonus|10|PRESTAT:1,CHA=15	BONUS:VAR|LoyaltyBonus|5|PRESTAT:1,CHA=16	BONUS:VAR|LoyaltyBonus|10|PRESTAT:1,CHA=17	BONUS:VAR|LoyaltyBonus|10|PRESTAT:1,CHA=18	BONUS:VAR|LoyaltyBonus|10|PRESTAT:1,CHA=19	BONUS:VAR|ReactionBonus|5|PRESTAT:1,CHA=4	BONUS:VAR|ReactionBonus|5|PRESTAT:1,CHA=5	BONUS:VAR|ReactionBonus|5|PRESTAT:1,CHA=6	BONUS:VAR|ReactionBonus|5|PRESTAT:1,CHA=7	BONUS:VAR|ReactionBonus|5|PRESTAT:1,CHA=8	BONUS:VAR|ReactionBonus|5|PRESTAT:1,CHA=13	BONUS:VAR|ReactionBonus|5|PRESTAT:1,CHA=14	BONUS:VAR|ReactionBonus|5|PRESTAT:1,CHA=15	BONUS:VAR|ReactionBonus|5|PRESTAT:1,CHA=16	BONUS:VAR|ReactionBonus|5|PRESTAT:1,CHA=17	BONUS:VAR|ReactionBonus|5|PRESTAT:1,CHA=18	BONUS:VAR|ReactionBonus|5|PRESTAT:1,CHA=19	DESC:Maximum Henchman %1; Loyalty Bonus %2; Reaction Bonus %3|MaxHenchman|LoyaltyBonus|ReactionBonus

#
#Currently the code supports exactly three checks. Will fix later.
#

# Epic Saves and Attack bonuses included here.
#CHECKNAME:Fortitude	BONUS:CHECKS|Fortitude|CON	BONUS:CHECKS|Fortitude|max(((TL-HD)-20)/2,0)|TYPE=Epic
#CHECKNAME:Reflex		BONUS:CHECKS|Reflex|DEX		BONUS:CHECKS|Reflex|max(((TL-HD)-20)/2,0)|TYPE=Epic
#CHECKNAME:Will		BONUS:CHECKS|Will|WIS		BONUS:CHECKS|Will|max(((TL-HD)-20)/2,0)|TYPE=Epic



# get a bonus level 1 spell at score of 12 and every 8 points beyond that
BONUSSPELLLEVEL:1	BASESTATSCORE:12	STATRANGE:8
BONUSSPELLLEVEL:2	BASESTATSCORE:14	STATRANGE:8
BONUSSPELLLEVEL:3	BASESTATSCORE:16	STATRANGE:8
BONUSSPELLLEVEL:4	BASESTATSCORE:18	STATRANGE:8
BONUSSPELLLEVEL:5	BASESTATSCORE:20	STATRANGE:8
BONUSSPELLLEVEL:6	BASESTATSCORE:22	STATRANGE:8
BONUSSPELLLEVEL:7	BASESTATSCORE:24	STATRANGE:8
BONUSSPELLLEVEL:8	BASESTATSCORE:26	STATRANGE:8
BONUSSPELLLEVEL:9	BASESTATSCORE:28	STATRANGE:8
BONUSSPELLLEVEL:10	BASESTATSCORE:30	STATRANGE:8
BONUSSPELLLEVEL:11	BASESTATSCORE:32	STATRANGE:8
BONUSSPELLLEVEL:12	BASESTATSCORE:34	STATRANGE:8
BONUSSPELLLEVEL:13	BASESTATSCORE:36	STATRANGE:8
BONUSSPELLLEVEL:14	BASESTATSCORE:38	STATRANGE:8
BONUSSPELLLEVEL:15	BASESTATSCORE:40	STATRANGE:8
BONUSSPELLLEVEL:16	BASESTATSCORE:42	STATRANGE:8
BONUSSPELLLEVEL:17	BASESTATSCORE:44	STATRANGE:8
BONUSSPELLLEVEL:18	BASESTATSCORE:46	STATRANGE:8
BONUSSPELLLEVEL:19	BASESTATSCORE:48	STATRANGE:8
BONUSSPELLLEVEL:20	BASESTATSCORE:50	STATRANGE:8
BONUSSPELLLEVEL:21	BASESTATSCORE:52	STATRANGE:8
BONUSSPELLLEVEL:22	BASESTATSCORE:54	STATRANGE:8
BONUSSPELLLEVEL:23	BASESTATSCORE:56	STATRANGE:8
BONUSSPELLLEVEL:24	BASESTATSCORE:58	STATRANGE:8
BONUSSPELLLEVEL:25	BASESTATSCORE:60	STATRANGE:8

ALIGNMENTNAME:Lawful Good	ABB:LG
ALIGNMENTNAME:Lawful Neutral	ABB:LN
ALIGNMENTNAME:Lawful Evil	ABB:LE
ALIGNMENTNAME:Neutral Good	ABB:NG
ALIGNMENTNAME:True Neutral	ABB:TN
ALIGNMENTNAME:Neutral Evil	ABB:NE
ALIGNMENTNAME:Chaotic Good	ABB:CG
ALIGNMENTNAME:Chaotic Neutral	ABB:CN
ALIGNMENTNAME:Chaotic Evil	ABB:CE
ALIGNMENTNAME:None		ABB:NONE		VALIDFORDEITY:N		VALIDFORFOLLOWER:N
ALIGNMENTNAME:Deity's		ABB:Deity		VALIDFORDEITY:N		VALIDFORFOLLOWER:N
