# CVS $Revision$ $Author$ -- Wed Jan  1 21:17:43 2003 -- reformated by prettylst.pl v1.22 (build 244)
SOURCELONG:Culture Class - County Clergy|SOURCESHORT:CountyClg|SOURCEWEB:http://www.creativemountaingames.com
# Original Entry by: Barak

# Spell Name				Classes of caster
Create Water.MOD				CLASSES:County Clergy=0
Cure Minor Wounds.MOD			CLASSES:County Clergy=0
Detect Magic.MOD				CLASSES:County Clergy=0
Detect Poison.MOD				CLASSES:County Clergy=0
Guidance.MOD				CLASSES:County Clergy=0
Light.MOD					CLASSES:County Clergy=0
Mending.MOD					CLASSES:County Clergy=0
Purify Food and Drink.MOD		CLASSES:County Clergy=0
Read Magic.MOD				CLASSES:County Clergy=0
Resistance.MOD				CLASSES:County Clergy=0
Virtue.MOD					CLASSES:County Clergy=0
Bless.MOD					CLASSES:County Clergy=1
Bless Water.MOD				CLASSES:County Clergy=1
Comprehend Languages.MOD		CLASSES:County Clergy=1
Cure Light Wounds.MOD			CLASSES:County Clergy=1
Deathwatch.MOD				CLASSES:County Clergy=1
Detect Chaos.MOD				CLASSES:County Clergy=1
Detect Evil.MOD				CLASSES:County Clergy=1
Detect Good.MOD				CLASSES:County Clergy=1
Detect Law.MOD				CLASSES:County Clergy=1
Protection from Chaos.MOD		CLASSES:County Clergy=1
Protection from Evil.MOD		CLASSES:County Clergy=1
Protection from Good.MOD		CLASSES:County Clergy=1
Protection from Law.MOD			CLASSES:County Clergy=1
Remove Fear.MOD				CLASSES:County Clergy=1
Sanctuary.MOD				CLASSES:County Clergy=1
Shield of Faith.MOD			CLASSES:County Clergy=1
Aid.MOD					CLASSES:County Clergy=2
Augury.MOD					CLASSES:County Clergy=2
Calm Emotions.MOD				CLASSES:County Clergy=2
Consecrate.MOD				CLASSES:County Clergy=2
Cure Moderate Wounds.MOD		CLASSES:County Clergy=2
Delay Poison.MOD				CLASSES:County Clergy=2
Enthrall.MOD				CLASSES:County Clergy=2
Gentle Repose.MOD				CLASSES:County Clergy=2
Lesser Restoration.MOD			CLASSES:County Clergy=2
Make Whole.MOD				CLASSES:County Clergy=2
Remove Paralysis.MOD			CLASSES:County Clergy=2
Shield Other.MOD				CLASSES:County Clergy=2
Zone of Truth				CLASSES:County Clergy=2
Create Food and Water.MOD		CLASSES:County Clergy=3
Cure Serious Wounds.MOD			CLASSES:County Clergy=3
Daylight.MOD				CLASSES:County Clergy=3
Dispel Magic.MOD				CLASSES:County Clergy=3
Helping Hand.MOD				CLASSES:County Clergy=3
Magic Circle against Chaos.MOD	CLASSES:County Clergy=3
Magic Circle against Evil.MOD		CLASSES:County Clergy=3
Magic Circle against Good.MOD		CLASSES:County Clergy=3
Magic Circle against Law.MOD		CLASSES:County Clergy=3
Prayer.MOD					CLASSES:County Clergy=3
Remove Blindness/Deafness.MOD		CLASSES:County Clergy=3
Remove Curse.MOD				CLASSES:County Clergy=3
Remove Disease.MOD			CLASSES:County Clergy=3
Speak with Dead.MOD			CLASSES:County Clergy=3
Cure Critical Wounds.MOD		CLASSES:County Clergy=4
Discern Lies.MOD				CLASSES:County Clergy=4
Divination.MOD				CLASSES:County Clergy=4
Neutralize Poison.MOD			CLASSES:County Clergy=4
Repel Vermin.MOD				CLASSES:County Clergy=4
Restoration.MOD				CLASSES:County Clergy=4
Sending.MOD					CLASSES:County Clergy=4
Status.MOD					CLASSES:County Clergy=4
Tongues.MOD					CLASSES:County Clergy=4
Atonement.MOD				CLASSES:County Clergy=5
Break Enchantment.MOD			CLASSES:County Clergy=5
Commune.MOD					CLASSES:County Clergy=5
Dispel Chaos.MOD				CLASSES:County Clergy=5
Dispel Evil.MOD				CLASSES:County Clergy=5
Dispel Good.MOD				CLASSES:County Clergy=5
Dispel Law.MOD				CLASSES:County Clergy=5
Hallow.MOD					CLASSES:County Clergy=5
Healing Circle.MOD			CLASSES:County Clergy=5
Mark of Justice.MOD			CLASSES:County Clergy=5
Raise Dead.MOD				CLASSES:County Clergy=5
Spell Resistance.MOD			CLASSES:County Clergy=5
True Seeing.MOD				CLASSES:County Clergy=5
