# CVS $Revision: $ $Author: $ -- Sun Apr  2 01:16:25 2006 -- reformated by prettylst.pl v1.35 (build 561)
SOURCELONG:Blood and Blades - The Profilers Guide to Slashers	SOURCESHORT:BloodBlades	SOURCEWEB:http://www.rpgobjects.com/index.php?page=pro&product_id=141
#Original entry by: Frank Kliewe

# Feat Name						Output Name		Type			Visible	Choose a Feat										Source Page
Slasher Occupation (Disorganized Killer)	OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Disorganized_Killer_Skills)3	ADD:FEAT(Stealthy)	SOURCEPAGE:p.44
Slasher Occupation (Mental Patient)		OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Mental_Patient_Skills)2	ADD:FEAT(Brawl,Stealthy)	SOURCEPAGE:p.44
Slasher Occupation (Organized Killer)	OUTPUTNAME:[NAME]	TYPE:Occupation	VISIBLE:NO	ADD:FEAT(TYPE=Organized_Killer_Skills)3	ADD:FEAT(Deceptive)		SOURCEPAGE:p.45

###Block:The Skill Choices
# Feat Name								Type
Bluff(class skill).MOD						TYPE:Organized_Killer_Skills
Bluff(+1 to skill).MOD						TYPE:Organized_Killer_Skills

Climb(class skill).MOD						TYPE:Disorganized_Killer_Skills
Climb(+1 to skill).MOD						TYPE:Disorganized_Killer_Skills

Diplomacy(class skill).MOD					TYPE:Organized_Killer_Skills
Diplomacy(+1 to skill).MOD					TYPE:Organized_Killer_Skills

Disable Device(class skill).MOD				TYPE:Mental_Patient_Skills
Disable Device(+1 to skill).MOD				TYPE:Mental_Patient_Skills

Disguise(class skill).MOD					TYPE:Mental_Patient_Skills.Organized_Killer_Skills
Disguise(+1 to skill).MOD					TYPE:Mental_Patient_Skills.Organized_Killer_Skills

Drive(class skill).MOD						TYPE:Organized_Killer_Skills
Drive(+1 to skill).MOD						TYPE:Organized_Killer_Skills

Forgery(class skill).MOD					TYPE:Mental_Patient_Skills.Organized_Killer_Skills
Forgery(+1 to skill).MOD					TYPE:Mental_Patient_Skills.Organized_Killer_Skills

Gather Information(class skill).MOD				TYPE:Organized_Killer_Skills
Gather Information(+1 to skill).MOD				TYPE:Organized_Killer_Skills

Hide(class skill).MOD						TYPE:Disorganized_Killer_Skills.Mental_Patient_Skills
Hide(+1 to skill).MOD						TYPE:Disorganized_Killer_Skills.Mental_Patient_Skills

Intimidate(class skill).MOD					TYPE:Disorganized_Killer_Skills.Organized_Killer_Skills
Intimidate(+1 to skill).MOD					TYPE:Disorganized_Killer_Skills.Organized_Killer_Skills

Investigate(class skill).MOD					TYPE:Organized_Killer_Skills
Investigate(+1 to skill).MOD					TYPE:Organized_Killer_Skills

Jump(class skill).MOD						TYPE:Disorganized_Killer_Skills
Jump(+1 to skill).MOD						TYPE:Disorganized_Killer_Skills

Knowledge (Arcane Lore - class skill).MOD			TYPE:Organized_Killer_Skills
Knowledge (Arcane Lore - +1 to skill).MOD			TYPE:Organized_Killer_Skills

Knowledge (Behavioral Sciences - class skill).MOD	TYPE:Disorganized_Killer_Skills.Organized_Killer_Skills
Knowledge (Behavioral Sciences - +1 to skill).MOD	TYPE:Disorganized_Killer_Skills.Organized_Killer_Skills

Knowledge (Civics - class skill).MOD			TYPE:Organized_Killer_Skills
Knowledge (Civics - +1 to skill).MOD			TYPE:Organized_Killer_Skills

Knowledge (Current Events - class skill).MOD		TYPE:Organized_Killer_Skills
Knowledge (Current Events - +1 to skill).MOD		TYPE:Organized_Killer_Skills

Knowledge (Popular Culture - class skill).MOD		TYPE:Organized_Killer_Skills
Knowledge (Popular Culture - +1 to skill).MOD		TYPE:Organized_Killer_Skills

Knowledge (Streetwise - class skill).MOD			TYPE:Mental_Patient_Skills.Organized_Killer_Skills
Knowledge (Streetwise - +1 to skill).MOD			TYPE:Mental_Patient_Skills.Organized_Killer_Skills

Knowledge (Tactics - class skill).MOD			TYPE:Organized_Killer_Skills
Knowledge (Tactics - +1 to skill).MOD			TYPE:Organized_Killer_Skills

Knowledge (Theology and Philosophy - class skill).MOD	TYPE:Organized_Killer_Skills
Knowledge (Theology and Philosophy - +1 to skill).MOD	TYPE:Organized_Killer_Skills

Listen(class skill).MOD						TYPE:Disorganized_Killer_Skills
Listen(+1 to skill).MOD						TYPE:Disorganized_Killer_Skills

Move Silently(class skill).MOD				TYPE:Disorganized_Killer_Skills.Mental_Patient_Skills
Move Silently(+1 to skill).MOD				TYPE:Disorganized_Killer_Skills.Mental_Patient_Skills

Navigate(class skill).MOD					TYPE:Disorganized_Killer_Skills
Navigate(+1 to skill).MOD					TYPE:Disorganized_Killer_Skills

Research(class skill).MOD					TYPE:Organized_Killer_Skills
Research(+1 to skill).MOD					TYPE:Organized_Killer_Skills

Search(class skill).MOD						TYPE:Disorganized_Killer_Skills
Search(+1 to skill).MOD						TYPE:Disorganized_Killer_Skills

Sense Motive(class skill).MOD					TYPE:Organized_Killer_Skills
Sense Motive(+1 to skill).MOD					TYPE:Organized_Killer_Skills

Sleight of Hand(class skill).MOD				TYPE:Mental_Patient_Skills.Organized_Killer_Skills
Sleight of Hand(+1 to skill).MOD				TYPE:Mental_Patient_Skills.Organized_Killer_Skills

Spot(class skill).MOD						TYPE:Disorganized_Killer_Skills
Spot(+1 to skill).MOD						TYPE:Disorganized_Killer_Skills

Survival(class skill).MOD					TYPE:Disorganized_Killer_Skills
Survival(+1 to skill).MOD					TYPE:Disorganized_Killer_Skills
