
#OPTION DESIGN
#There are certain design conditions and statements found in every option. Use the guidelines listed here to determine when they apply. If any of these conditions are not listed under an option, they are not applicable.
#Automatic/Dice/Defensive Option: Tells you if the option is an automatic, dice, or defensive option and provides all the necessary rules for using it. Any rules not provided in this condition refer back to the default rules provided in Chapter I: Rules.
#Base Option: This condition is listed for each of the five base options and is available to all characters.
#Critical: All dice options will list the benefits gained for rolling a critical hit. Options creating a pool do not have a Critical listing.
#Focus: Denotes the option can only be gained from a focus or is available without spending training points to a particular focus. You can always apply the focus dice gained from your focus on these options, regardless of the circumstances.
#Professional: Certain options are only available to those who have dedicated their training within a particular focus. To access these options, you must have a certain number of focus dice available in a particular focus.
#Range: The standard range for the option.
#Stunt Option: Certain options require such determination and awesome power, they count as a stunt. If you complete the option successfully, you gain a boost or suffer a blunder on a failed roll.
#Trained: If the option requires your character to spend training points, it will say so here. The exact number of training points required will be listed.
#Trigger: Defensive options provide details for the trigger created by this option.
#Untrained: Some base options can be used "untrained," meaning an application outside the normal boundaries. These applications inflict serious penalties, but are available for all characters to provide extra possibilities.
#Weapon: If the option can be gained from a weapon, it lists so here. Some weapon options can allow for additional training points to increase its potential.
#To do so, you must already have spent the training points to gain a
#trained, focus, or professional option. To increase a trained option, you have
#to spend either 2 training points or half the listed points for a trained option
#(whichever is higher, rounded up) to gain +1d8 whenever you use that option
#from now on. Focus and professional options require a number of training
#points equal to the amount required to learn the focus it originated from -1.
#You can also spend 3 training points to increase the option dice with a
#weapon option, but you can only apply these additional option dice with a
#mastered weapon.


# OptionName ~ Professional Purchase	BONUS:VAR|TrainingPool|Cost-1
# OptionName ~ Focus Purchase			BONUS:VAR|TrainingPool|Cost-1
# OptionName ~ WeaponAddition			BONUS:VAR|TrainingPool|-3
#	PREVARGTEQ:TrainingPool,2	BONUS:VAR|TrainingPool|-2	CATEGORY:Training Pool	
#Free		KEY:Free ~ Option			COST:0	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Automatic, Base
#Move		KEY:Move ~ Option			COST:0	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Automatic, Base
#Quick		KEY:Quick ~ Option		COST:0	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Automatic, Base
#Ready		KEY:Ready ~ Option		COST:0	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Base, Defensive


# Trained Option ~ 
Aim		KEY:Trained Option ~ Aim			ABILITY:Special Ability|AUTOMATIC|Aim		COST:0	PREVARGTEQ:TrainingPool,2	BONUS:VAR|TrainingPool|-2	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Automatic, Focus, Trained (2 points) or Weapon
Alert		KEY:Trained Option ~ Alert			ABILITY:Special Ability|AUTOMATIC|Alert		COST:0	PREVARGTEQ:TrainingPool,2	BONUS:VAR|TrainingPool|-2	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Automatic, Focus, Trained (2 points)
Detour	KEY:Trained Option ~ Detour			ABILITY:Special Ability|AUTOMATIC|Detour		COST:0	PREVARGTEQ:TrainingPool,2	BONUS:VAR|TrainingPool|-2	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Defensive, Trained (2 points)
Dual Strike	KEY:Trained Option ~ Dual Strike		ABILITY:Special Ability|AUTOMATIC|Dual Strike	COST:0	PREVARGTEQ:TrainingPool,5	BONUS:VAR|TrainingPool|-5	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Dice, Trained (5 points)
Guardian	KEY:Trained Option ~ Guardian			ABILITY:Special Ability|AUTOMATIC|Guardian	COST:0	PREVARGTEQ:TrainingPool,3	BONUS:VAR|TrainingPool|-3	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Defensive, Trained (3 points)
Heal		KEY:Trained Option ~ Heal			ABILITY:Special Ability|AUTOMATIC|Heal		COST:0	PREVARGTEQ:TrainingPool,2	BONUS:VAR|TrainingPool|-2	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Dice, Stunt, Trained (2 points)
Parry		KEY:Trained Option ~ Parry			ABILITY:Special Ability|AUTOMATIC|Parry		COST:0	PREVARGTEQ:TrainingPool,3	BONUS:VAR|TrainingPool|-3	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Defensive, Trained (3 points)
# Weapon Option
Burst		KEY:Weapon Granted Option ~ Burst		ABILITY:Special Ability|AUTOMATIC|Burst		COST:0	CATEGORY:Training Pool	TYPE:WeaponOption	ASPECT:TYPE|Dice, Weapon
Full Auto	KEY:Weapon Granted Option ~ Full Auto	ABILITY:Special Ability|AUTOMATIC|Full Auto	COST:0	CATEGORY:Training Pool	TYPE:WeaponOption	ASPECT:TYPE|Dice, Weapon
Sever		KEY:Weapon Granted Option ~ Sever		ABILITY:Special Ability|AUTOMATIC|Sever		COST:0	CATEGORY:Training Pool	TYPE:WeaponOption	ASPECT:TYPE|Dice, Stunt, Weapon
Smash		KEY:Weapon Granted Option ~ Smash		ABILITY:Special Ability|AUTOMATIC|Smash		COST:0	CATEGORY:Training Pool	TYPE:WeaponOption	ASPECT:TYPE|Dice, Stunt, Weapon
Aim		KEY:Weapon Granted Option ~ Aim		ABILITY:Special Ability|AUTOMATIC|Aim		COST:0	CATEGORY:Training Pool	TYPE:WeaponOption
# Focus Option
Aim		KEY:Focus Granted Option ~ Aim		ABILITY:Special Ability|AUTOMATIC|Aim		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Automatic, Focus, Trained (2 points) or Weapon
Alert		KEY:Focus Granted Option ~ Alert		ABILITY:Special Ability|AUTOMATIC|Alert		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Automatic, Focus, Trained (2 points)
Anticipate	KEY:Focus Granted Option ~ Anticipate	ABILITY:Special Ability|AUTOMATIC|Anticipate	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Defensive, Focus, Professional
Bullshit	KEY:Focus Granted Option ~ Bullshit		ABILITY:Special Ability|AUTOMATIC|Bullshit	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Concentrate	KEY:Focus Granted Option ~ Concentrate	ABILITY:Special Ability|AUTOMATIC|Concentrate	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Deadly	KEY:Focus Granted Option ~ Deadly		ABILITY:Special Ability|AUTOMATIC|Deadly		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus, Professional
Disable	KEY:Focus Granted Option ~ Disable		ABILITY:Special Ability|AUTOMATIC|Disable		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus, Professional
Drive		KEY:Focus Granted Option ~ Drive		ABILITY:Special Ability|AUTOMATIC|Drive		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Explosives	KEY:Focus Granted Option ~ Explosives	ABILITY:Special Ability|AUTOMATIC|Explosives	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Hack		KEY:Focus Granted Option ~ Hack		ABILITY:Special Ability|AUTOMATIC|Hack		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Lock		KEY:Focus Granted Option ~ Lock		ABILITY:Special Ability|AUTOMATIC|Lock		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus, Professional
Maneuver	KEY:Focus Granted Option ~ Maneuver		ABILITY:Special Ability|AUTOMATIC|Maneuver	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Defensive, Focus, Professional
Reflex	KEY:Focus Granted Option ~ Reflex		ABILITY:Special Ability|AUTOMATIC|Reflex		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus, Professional
Search	KEY:Focus Granted Option ~ Search		ABILITY:Special Ability|AUTOMATIC|Search		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Shadow	KEY:Focus Granted Option ~ Shadow		ABILITY:Special Ability|AUTOMATIC|Shadow		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus
Shatter	KEY:Focus Granted Option ~ Shatter		ABILITY:Special Ability|AUTOMATIC|Shatter		COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus, Professional
Surprise	KEY:Focus Granted Option ~ Surprise		ABILITY:Special Ability|AUTOMATIC|Surprise	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Defensive, Focus, Professional
Survival	KEY:Focus Granted Option ~ Survival		ABILITY:Special Ability|AUTOMATIC|Survival	COST:0	CATEGORY:Training Pool	TYPE:FocusOption	ASPECT:TYPE|Dice, Focus

#Recover	KEY:Recover ~ Option		COST:0	CATEGORY:Training Pool	TYPE:Option	ASPECT:TYPE|Dice, Professional
###Block: Option Display - These will be granted to avoid upsetting the pool
Active	KEY:Active		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay.AutoGranted	ASPECT:TYPE|Base, Dice	BENEFIT:Conflict rules this game. Whether you're exchanging gunfire, words or battling gravity for the right to climb a brick wall, you're in conflict. The Active option represents all usual actions attempted by every character, from making a simple physical attack to hearing the sound of approaching footsteps to solving a crossword puzzle. Anything involving an active roll against an opponent or difficulty dice can be attempted with this base option. However, the Active option is limited in what it can do and is no substitute for experience and training. You can use another appropriate option to gain an advantage over your opponents or the Director.	BENEFIT:&nl; Base Option: The Active option is a base option and available to everyone in Killshot.	BENEFIT:&nl; Dice Option: Make a matching Body, Sense, or Mind roll against a single opponent or difficulty dice. The Director may determine which type of roll is required to perform your attempted action.	BENEFIT:&nl; Critical: You gain +1d20 to your next roll from the bonus option using the same stat.	BENEFIT:&nl; Range: Any. Weapons may limit the range or any other reason determined by the Director.	BENEFIT:&nl; Untrained: You can attempt to use the Active option untrained, meaning your character attempts to use an altered version of the option (i.e. attacking two opponents instead of one, making opposing rolls instead of matching rolls). You take a half penalty to all base dice while using this option untrained. If you attempt to compound the roll with an additional alteration, all base dice default to a result of 1 per die. Adding more alterations automatically causes the roll(s) to fail.

Aim	KEY:Aim		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Automatic, Focus, Trained (2 points) or Weapon	COST:2	PREVARGTEQ:PoolTraining,2	BENEFIT:Holding your ranged weapon firmly in hand, you take a deep breath and hold it there. Only when the moment is perfect will you exhale, pull the trigger and take the perfect shot. This extra time spent concentrating on your opponent allows for more than just a steady shot, it can become the deciding factor between a kill shot and a mark who lives to run another day.	BENEFIT:&nl; Automatic Option: When you declare the Aim option, you add +2d8 to your next ranged attack roll against a specific target. You can use multiple Aim options to build a reservoir of option dice until the attack roll is made against your chosen target. If the opponent dies before you can roll your attack or you have to make an opposed roll for any reason, all option dice are lost and you must start again.	BENEFIT:&nl; Focus: Snipers gain this option without spending training points.	BENEFIT:&nl; Range: Any distant opponent within your weapon's range. If the opponent is out of your weapon's range, you cannot apply this option.	BENEFIT:&nl; Trained: Unless you use a weapon granting this option, you must spend training points to access it.	BENEFIT:&nl; Weapon: If you use a weapon providing the Aim option, you do not require training points to access. If you have already spent training points on this option and use a weapon with the Aim option included, you gain +1d8 to your ranged attack roll.

Alert	KEY:Alert		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Automatic, Focus, Trained (2 points)	BENEFIT:&nl; A life of constantly on the edge instills a sixth sense for danger. Your mind and body cannot fully relax, the slightest snap or faintest whiff of deodorant in the breeze makes you grab your weapon. This option grants you the ability to react quickly to danger and not fall victim like all the others.	BENEFIT:&nl; Automatic Option: When you declare the Alert option on your Team's turn, you add +2d8 to all opposing Sense rolls until the end of the current series. This roll cannot tell you any information regarding the specifics of the danger, only that you and/or any Teammates are threatened.	BENEFIT:&nl; Focus: Hunters gain this option without spending training points.	BENEFIT:&nl; Range:  5 Move options	BENEFIT:&nl; Trained: You must have spent training points to gain this option. For an additional 4 training points you can sustain this option during your sleep. Using it this way doesn't grant any additional option dice but it does not expire at the end of the current series.	BENEFIT:&nl;You can also spend 3 additional training points to increase the range by 5 Move options.

Anticipate	KEY:Anticipate		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Defensive, Focus, Professional	BENEFIT:&nl; Defensive Option: You can only apply this option after spending at least 5 Search points on a particular opponent. This option must be declared on your Team's turn, allowing you to set a trigger.	BENEFIT:&nl; Trigger: When you set the trigger, choose an option known to the opponent. When your chosen opponent declares that option, you replace your opposed or defense roll with your Sense or Mind focus dice (your choice) without any half penalties. If the triggered option already targets Sense or Mind, you can apply both stats to your opposed or defense roll. If your opposed roll succeeds, the trigger goes off and you steal the Edge and apply your Hunter focus dice to the first roll made against the chosen opponent. For example, you can add your Hunter focus dice to an attack roll against the opponent. These dice cannot apply to any bonus options gained after this initial roll.	BENEFIT:&nl; Critical: Your opponent is shaken by your anticipation, forcing him to take a half penalty to the stat of your choice until the end of the series.	BENEFIT:&nl; Focus: This option is only available to Hunters.	BENEFIT:&nl; Professional: Only Hunters with at least +3d12 Hunter focus dice gain this option.	BENEFIT:&nl; Range:  Sight. You must be able to see your opponent or be aware of his position when you declare this option and for the trigger to go off.

Bullshit	KEY:Bullshit		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Focus	BENEFIT:&nl; Dice Option: When you see an opponent - be it the mark or any other poor sap - you can use this option to make an active Sense vs. Normal difficulty roll against the opponent. Every hit gained goes into your Bullshit pool for use through the current objective. Each point in the pool can be exchanged to grant yourself a bonus hit to any active Sense or Mind roll against the same opponent or negate any of their hits rolled against you. If you negate an opponent's hits to 0, the opponent's roll fails. If the opponent has already rolled 0 hits on a successful roll, you can still spend 1 Bullshit point to cause it to fail.	BENEFIT:&nl; Focus: This option is only available to Grifters.	BENEFIT:&nl; Range:  Sight

Burst	KEY:Burst		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Weapon	BENEFIT:&nl; Dice Option: When you use a Burst option on a ranged attack roll, add the weapon's option dice from the chart below. This option costs 1 ammo slot. Otherwise, this option works identical to the Active option for attack rolls.	BENEFIT:&nl; Critical: Every bullet hits its mark and you don't waste a shot. Your weapon regains 1 ammo slot (though it cannot exceed its maximum number of ammo slots).	BENEFIT:&nl; Range:  Equal to your chosen firearm's range.	BENEFIT:&nl; Weapon: You must use a firearm with the Burst option.

Concentrate	KEY:Concentrate		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Focus	BENEFIT:&nl;Maintaining a lock on a target requires all levels of extreme training. You have an unusual combination of natural stillness and professional dedication. You can ignore many difficulties others would feel compelled to abandon so long as you maintain a hold on your target.	BENEFIT:&nl; Dice Option: Once you have settled into a designated location, such as lying down in long grass or seated in a windowsill, you make an active Mind vs. Normal difficulty roll. The Director may apply certain modifiers based on environment to the difficulty dice. Every hit you roll goes into your Concentration pool. Every Concentration point can be used to gain bonus hits from any active Mind roll used on your target or to negate any hits requiring you to make an opposed roll and thereby breaking your hold with the Aim option. If you use a Move option, you lose all remaining Concentration points.	BENEFIT:&nl; Focus: This option is only available to Snipers.	BENEFIT:&nl; Range:  Personal

Deadly	KEY:Deadly	KEY:Deadly ~ Option		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Dice, Focus, Professional	BENEFIT:&nl;Your time in thievery and infiltration mixed with assassination has given you the skills necessary to kill an opponent without making a sound.	BENEFIT:&nl; Dice Option: You can only use this option when you have at least 1 Shadow point remaining in your pool. Make a melee Body attack roll against an adjacent opponent unaware of your position due to your use of the Shadow option and apply any remaining Shadow points as bonus hits to the attack. If your roll is successful, only those adjacent to the opponent will be aware of the attack or you can use remaining Shadow points at a rate of 1 per adjacent opponent to keep them unaware of your actions. If you use the Deadly option to attack an opponent, you do not lose any remaining Shadow points.	BENEFIT:&nl; Critical: Regardless of the outcome, the opponent is killed instantly and no adjacent opponents are aware of the attack.	BENEFIT:&nl; Focus: This option is only available to Burglars.	BENEFIT:&nl; Professional: Only Burglars with at least +3d12 Burglar focus dice gain this option.	BENEFIT:&nl; Range:  Adjacent

Detour	KEY:Detour		SOURCEPAGE:p.	CATEGORY:Special Ability	TYPE:SpecialQuality.Option.OptionDisplay	ASPECT:TYPE|Defensive, Trained (2 points)	BENEFIT:&nl;Skill with a ranged weapon grants accuracy capable of more than just the killing shot. The Detour option provides an interesting alternative to merely hitting your opponent.	BENEFIT:&nl; Defensive Option: You must declare this option on your Team's turn against a specific opponent within range. Using this option sets a trigger.	BENEFIT:&nl; Trigger: When that opponent uses a Move option, you can make a ranged Body vs Mind roll against the opponent. Success blocks the opponent's path and forces the opponent to change course or stop dead in his tracks (your choice when you successfully make the shot). You steal the Edge from that opponent.	BENEFIT:&nl; Critical: The opponent is startled by the maneuver, taking a half penalty to all Mind focus dice until the start of the next series.	BENEFIT:&nl; Range:  Any distant opponent within your weapon's range.	BENEFIT:&nl; Trained: You must have spent training points on this option.

