# CVS $Revision$ $Author$ -- Fri Oct 19 20:16:09 2012 -- reformated by prettylst.pl v1.39 (build 15052)
SOURCELONG:Path of Shadow	SOURCESHORT:PathShadow	SOURCEWEB:http://www.fantasyflightgames.com/ll.html	SOURCEDATE:2002-01

# Feat Name				Type
Expertise.MOD			TYPE:QuestionerFeat
Improved Disarm.MOD		TYPE:QuestionerFeat
Improved Knockout Attack.MOD	TYPE:QuestionerFeat
Improved Trip.MOD			TYPE:QuestionerFeat
Keen Vision.MOD			TYPE:QuestionerFeat
Knockout Attack.MOD		TYPE:QuestionerFeat
Run.MOD				TYPE:QuestionerFeat
Shadow (TT).MOD			TYPE:QuestionerFeat
Skill Focus.MOD			TYPE:QuestionerFeat
Track.MOD				TYPE:QuestionerFeat
