# CVS $Revision: 1.1 $ $Author: eddyanthony $ -- Wed Jul 27 01:11:15 2005 -- reformated by prettylst.pl v1.35 (build 469)
SOURCELONG:Malhavoc Press - If Thoughts Could Kill|SOURCESHORT:ITCK|SOURCEWEB:http://www.montecook.com

# Spell Name		Product Identity?	Classes of caster						Key Attribute	School			Spell Descriptors				Type			Components			Casting Time						Range					Target Area																Duration								Save Info						Spell Resistance			Description		Source Page
Chrysalis			NAMEISPI:YES	CLASSES:Psion,Psion ITCK,Psychic Warrior=1	STAT:INT		SCHOOL:Metacreativity							TYPE:Psionic	COMPS:Vi			CASTTIME:1 action						RANGE:Touch				TARGETAREA:Creature touched gains damage reduction									DURATION:(CASTERLEVEL*10) minutes or until discharged	SAVEINFO:Will negates (harmless)		SPELLRES:Yes			DESC:See text	SOURCEPAGE:p.43
Double Dimension		NAMEISPI:YES	CLASSES:Psion,Psion ITCK=4				STAT:INT		SCHOOL:Metacreativity							TYPE:Psionic	COMPS:Ol			CASTTIME:10 minutes					RANGE:Close				TARGETAREA:Up to (10*(CASTELEVEL/2))' cubes										DURATION:Instantaneous						SAVEINFO:None					SPELLRES:No				DESC:See text	SOURCEPAGE:p.43
Greater Mindlink		NAMEISPI:YES	CLASSES:Psion,Psion ITCK=4				STAT:CHA		SCHOOL:Telepathy								TYPE:Psionic	COMPS:Ma			CASTTIME:1 action						RANGE:Close				TARGETAREA:You and one other creature no more than 30' away								DURATION:(24*CASTERLEVEL) hours				SAVEINFO:None					SPELLRES:No				DESC:See text	SOURCEPAGE:p.44
Id Cascade			NAMEISPI:YES	CLASSES:Psion,Psion ITCK=9				STAT:CHA		SCHOOL:Telepathy		DESCRIPTOR:Death|Mind-Affecting	TYPE:Psionic	COMPS:Me			CASTTIME:1 action						RANGE:Close				TARGETAREA:One sentient creature/round dies										DURATION:Concentration, up to 4 rounds			SAVEINFO:Fortitude negates			SPELLRES:Yes			DESC:See text	SOURCEPAGE:p.44
Improved Teleport		NAMEISPI:YES	CLASSES:Psion,Psion ITCK=6				STAT:DEX		SCHOOL:Psychoportation	DESCRIPTOR:Teleportation		TYPE:Psionic	COMPS:Vi			CASTTIME:1 action						RANGE:Personal and touch	TARGETAREA:You and touched objects or other touched willing creatures up to (250*CASTERLEVEL) lbs	DURATION:Instantaneous						SAVEINFO:None and Will negates (object)	SPELLRES:No and Yes (object)	DESC:See text	SOURCEPAGE:p.44
Mindquake			NAMEISPI:YES	CLASSES:Psion,Psion ITCK=8				STAT:CON		SCHOOL:Psychokinesis	DESCRIPTOR:Force				TYPE:Psionic	COMPS:Au (see text)	CASTTIME:1 action						RANGE:20 feet			TARGETAREA:All creatures within a 20-foot-radius burst centered on you						DURATION:Concentration (up to 10 rounds)			SAVEINFO:None					SPELLRES:Yes			DESC:See text	SOURCEPAGE:p.44
Probability Mantle	NAMEISPI:YES	CLASSES:Psion,Psion ITCK=6				STAT:DEX		SCHOOL:Psychoportation							TYPE:Psionic	COMPS:Au			CASTTIME:1 action						RANGE:Personal			TARGETAREA:Place yourself in state of unresolved probability							DURATION:(CASTERLEVEL) rounds					SAVEINFO:None					SPELLRES:No				DESC:See text	SOURCEPAGE:p.46
Psianimate Dead		NAMEISPI:YES	CLASSES:Psion,Psion ITCK=6				STAT:INT		SCHOOL:Metacreativity	DESCRIPTOR:Evil				TYPE:Psionic	COMPS:Au			CASTTIME:6 hours						RANGE:Touch				TARGETAREA:One or more corporeal corpses touched									DURATION:Instantaneous						SAVEINFO:None					SPELLRES:No				DESC:See text	SOURCEPAGE:p.46
Stabilize Construct	NAMEISPI:YES	CLASSES:Psion,Psion ITCK=8				STAT:INT		SCHOOL:Metacreativity							TYPE:Psionic	COMPS:Ma			CASTTIME:1 week/level of construct (see text)	RANGE:Close				TARGETAREA:One personally crafted astral construct									DURATION:Instantaneous						SAVEINFO:None					SPELLRES:No				DESC:See text	SOURCEPAGE:p.46

###Block:Modified spells in other sources
# Spell Name					Classes of caster
Ablating.MOD					CLASSES:Psion ITCK=6
Adapt Body.MOD					CLASSES:Psion ITCK=5
Affinity Field.MOD				CLASSES:Psion ITCK=9
Amplified Invisibility.MOD			CLASSES:Psion ITCK=4
Anchored Navigation.MOD				CLASSES:Psion ITCK=4
Animal Affinity.MOD				CLASSES:Psion ITCK=2
Apopsi.MOD						CLASSES:Psion ITCK=9
Astral Construct I.MOD				CLASSES:Psion ITCK=1
Astral Construct II.MOD				CLASSES:Psion ITCK=2
Astral Construct III.MOD			CLASSES:Psion ITCK=3
Astral Construct IV.MOD				CLASSES:Psion ITCK=4
Astral Construct V.MOD				CLASSES:Psion ITCK=5
Astral Construct VI.MOD				CLASSES:Psion ITCK=6
Astral Construct VII.MOD			CLASSES:Psion ITCK=7
Astral Construct VIII.MOD			CLASSES:Psion ITCK=8
Astral Construct IX.MOD				CLASSES:Psion ITCK=9
Astral Projection.MOD				CLASSES:Psion ITCK=9
Astral Steed.MOD					CLASSES:Psion ITCK=3
Attraction.MOD					CLASSES:Psion ITCK=1
Augury.MOD						CLASSES:Psion ITCK=2
Aura Alteration.MOD				CLASSES:Psion ITCK=6
Aura Sight.MOD					CLASSES:Psion ITCK=4
Aversion.MOD					CLASSES:Psion ITCK=2
Baleful Teleport.MOD				CLASSES:Psion ITCK=5
Banishment.MOD					CLASSES:Psion ITCK=6
Biocurrent.MOD					CLASSES:Psion ITCK=1
Biofeedback.MOD					CLASSES:Psion ITCK=1
Bite of the Tiger.MOD				CLASSES:Psion ITCK=3
Bite of the Wolf.MOD				CLASSES:Psion ITCK=1
Body Adjustment.MOD				CLASSES:Psion ITCK=2
Body Equilibrium.MOD				CLASSES:Psion ITCK=2
Bolt.MOD						CLASSES:Psion ITCK=0
Brain Lock.MOD					CLASSES:Psion ITCK=2
Breath of the Dragon.MOD			CLASSES:Psion ITCK=6
Brilliant Blast.MOD				CLASSES:Psion ITCK=5
Burning Ray.MOD					CLASSES:Psion ITCK=2
Burst.MOD						CLASSES:Psion ITCK=0
Call Weaponry.MOD					CLASSES:Psion ITCK=1
Catapsi.MOD						CLASSES:Psion ITCK=5
Catfall.MOD						CLASSES:Psion ITCK=0
Chameleon.MOD					CLASSES:Psion ITCK=2
Charm Monster.MOD					CLASSES:Psion ITCK=3
Charm Person.MOD					CLASSES:Psion ITCK=1
Clairaudience/Clairvoyance.MOD		CLASSES:Psion ITCK=2
Clairtangency.MOD					CLASSES:Psion ITCK=5
Claws of the Bear.MOD				CLASSES:Psion ITCK=2
Claws of the Vampire.MOD			CLASSES:Psion ITCK=3
Combat Precognition.MOD				CLASSES:Psion ITCK=1
Combat Prescience.MOD				CLASSES:Psion ITCK=1
Compression.MOD					CLASSES:Psion ITCK=1
Conceal Thoughts.MOD				CLASSES:Psion ITCK=1
Concussion.MOD					CLASSES:Psion ITCK=2
Cone of Sound.MOD					CLASSES:Psion ITCK=3
Confidante.MOD					CLASSES:Psion ITCK=9
Contingency.MOD					CLASSES:Psion ITCK=7
Control Air.MOD					CLASSES:Psion ITCK=2
Control Body.MOD					CLASSES:Psion ITCK=2
Control Flames.MOD				CLASSES:Psion ITCK=2
Control Light.MOD					CLASSES:Psion ITCK=1
Control Object.MOD				CLASSES:Psion ITCK=1
Control Shadow.MOD				CLASSES:Psion ITCK=0
Control Sound.MOD					CLASSES:Psion ITCK=3
Create Food and Water.MOD			CLASSES:Psion ITCK=3
Create Sound.MOD					CLASSES:Psion ITCK=1
Crisis of Breath.MOD				CLASSES:Psion ITCK=3
Danger Sense.MOD					CLASSES:Psion ITCK=3
Darkvision.MOD					CLASSES:Psion ITCK=2
Daze.MOD						CLASSES:Psion ITCK=0
Demoralize.MOD					CLASSES:Psion ITCK=1
Destiny Dissonance.MOD				CLASSES:Psion ITCK=1
Detect Poison.MOD					CLASSES:Psion ITCK=0
Detect Psionics.MOD				CLASSES:Psion ITCK=0
Detect Remote Viewing.MOD			CLASSES:Psion ITCK=4
