# CVS $Revision$ $Author$ -- Wed Sep  3 00:18:24 2014 -- reformated by prettylst.pl v1.51 (build 24947)

# Ability Name	Category of Ability
Default		CATEGORY:Internal
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_Rank|0	BONUS:VAR|Allowed_Rank|TL+32
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankAppraise|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankBalance|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankBluff|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankBoating|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankBureaucracy|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankClimb|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankComputers|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankConcentration|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankCryptography|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankCultures|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankDemolitions|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankDiplomacy|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankDisguise|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankDriver|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankElectronics|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankEscape_Artist|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankFirst_Aid|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankForgery|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankGather_Information|0	
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankHandle_Animal|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankHide|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankInnuendo|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankJump|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankLanguages|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankListen|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankMechanics|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankMove_Silently|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankOpen_Lock|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankPerform|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankPilot|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankRead_Lips|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankSearch|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankSense_Motive|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankSleight_of_Hand|0	
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankSpot|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankSurveillance|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankSurvival|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankSwim|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankTumble|0			
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankUse_Rope|0		
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankIntimidate|0	
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankCraft_Carpentry|0				
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankCraft_Plumbing|0				
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankCraft_Ceramics|0				
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankCraft_Welding|0					
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankCraft_Bookbinding|0				
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankCraft_Calligraphy|0				
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankCraft_Painting|0				
CATEGORY=Internal|Default.MOD	DEFINE:Allowed_RankHobby_Clubbing|0				
