# CVS $Revision: $ $Author: $ -- Sat Jun 29 23:00:42 2013 -- reformated by prettylst.pl v1.50 (build 20400)
SOURCELONG:Advanced Race Guide	SOURCESHORT:ARG	SOURCEWEB:http://paizo.com/products/btpy8rv2?Pathfinder-Roleplaying-Game-Advanced-Race-Guide	SOURCEDATE:2012-06
# ORIGINAL ENTRY: none
# ORIGINAL ENTRY DATE: none

###Block: Modified Feats for Sorcerer Bloodlines
# Feat Name				Type
Diehard.MOD				TYPE:ImperiousBloodline
Endurance.MOD			TYPE:ImperiousBloodline
Heroic Defiance.MOD		TYPE:ImperiousBloodline
Heroic Recovery.MOD		TYPE:ImperiousBloodline
Improved Initiative.MOD		TYPE:ImperiousBloodline
Lingering Spell.MOD		TYPE:ImperiousBloodline
Magical Aptitude.MOD		TYPE:ImperiousBloodline
Persuasive.MOD			TYPE:ImperiousBloodline
Alertness.MOD			TYPE:KoboldBloodline
Combat Casting.MOD		TYPE:KoboldBloodline
Defensive Combat Training.MOD	TYPE:KoboldBloodline
Dodge.MOD				TYPE:KoboldBloodline
Improved Initiative.MOD		TYPE:KoboldBloodline
Lightning Reflexes.MOD		TYPE:KoboldBloodline
Silent Spell.MOD			TYPE:KoboldBloodline

###New Fighter Bonus Feats
#
Flyby Attack.MOD			TYPE:Combat
Hover.MOD				TYPE:Combat

#
# End
#
