# CVS $Revision$ $Author$ -- Wed Feb 11 16:09:11 2009 -- reformated by prettylst.pl v1.39 (build 9329)
SOURCELONG:Sovereign Stone Campaign Sourcebook	SOURCESHORT:SovereignS	SOURCEWEB:http://www.sovstone.com	SOURCEDATE:2002-04


# Weapon Name	Type
Byrglaif		TYPE:Exotic
Flensing Blade	TYPE:Exotic
Hirglaif		TYPE:Exotic
Sabre			TYPE:Exotic
Terbosh		TYPE:Exotic

#Armor Spikes		TYPE:Martial
#Axe (Throwing)		TYPE:Martial
#Battleaxe			TYPE:Martial
#Blowgun			TYPE:Exotic
#Club				TYPE:Simple
#Crossbow (Heavy)		TYPE:Simple		HANDS:2
#Crossbow (Light)		TYPE:Simple		HANDS:2
#Dagger			TYPE:Simple
#Dart				TYPE:Simple
#Falchion			TYPE:Martial
#Flail (Dire)		TYPE:Exotic
#Flail				TYPE:Martial
#Gauntlet			TYPE:Simple
#Gauntlet (Spiked)		TYPE:Simple
#Glaive			TYPE:Martial
#Greataxe			TYPE:Martial
#Greatclub			TYPE:Martial
#Guisarme			TYPE:Martial
#Halberd			TYPE:Martial
#Halfspear			TYPE:Simple
#Hammer (Light)		TYPE:Martial
#Handaxe			TYPE:Martial
#Javelin			TYPE:Simple
#Lance				TYPE:Martial
#Longbow			TYPE:Martial	HANDS:2
#Longbow (Composite)	TYPE:Martial	HANDS:2
#Longbow (Dwarven)		TYPE:Exotic
#Longspear			TYPE:Martial
#Mace				TYPE:Simple
#Morningstar			TYPE:Simple
#Net				TYPE:Exotic
#Pick				TYPE:Martial
#Quarterstaff		TYPE:Simple		HANDS:2
#Ranseur			TYPE:Martial
#Rapier			TYPE:Martial
#Sap				TYPE:Martial
#Scimitar			TYPE:Martial
#Scythe			TYPE:Martial
#Shieldbash			TYPE:Martial	HANDS:0
#Shortbow			TYPE:Martial	HANDS:2
#Shortbow (Composite)	TYPE:Martial	HANDS:2
#Shortspear			TYPE:Simple
#Sickle			TYPE:Simple
#Sling				TYPE:Simple
#Greatsword			TYPE:Martial
#Longsword			TYPE:Martial
#Sword (Short)		TYPE:Martial
#Trident			TYPE:Martial
#Unarmed Strike		TYPE:Simple
#Warhammer			TYPE:Martial
#Whip				TYPE:Exotic
