# CVS $Revision$ $Author$ -- Mon Feb 16 12:56:39 2009 -- reformated by prettylst.pl v1.39 (build 9329)
SOURCELONG:Malhavoc Press - The Complete Book of Eldritch Might	SOURCESHORT:BoEMC	SOURCEWEB:http://www.montecook.com	SOURCEDATE:2004-01
# Original Entry by: Felipe Diniz

###Block: Rods
# Equipment Name			Output Name				Type			Cost		Weight	Source Page
Rod (Bookrod)			OUTPUTNAME:[NAME]			TYPE:Magic.Rod	COST:32000	WT:4		SOURCEPAGE:p.170
Rod (Death from the Skies)	OUTPUTNAME:[NAME]			TYPE:Magic.Rod	COST:10000	WT:4		SOURCEPAGE:p.170
Rod (Demonwhistle)		OUTPUTNAME:[NAME] Rod		TYPE:Magic.Rod	COST:20000	WT:4		SOURCEPAGE:p.170
Rod (Forcehammer)			OUTPUTNAME:[NAME]			TYPE:Magic.Rod	COST:21600	WT:4		SOURCEPAGE:p.171
Rod (Illusionslayer)		OUTPUTNAME:[NAME]			TYPE:Magic.Rod	COST:85000	WT:4		SOURCEPAGE:p.171
Rod (Message)			OUTPUTNAME:[NAME] Rods		TYPE:Magic.Rod	COST:2400	WT:4		SOURCEPAGE:p.171
Rod (Mirror)			OUTPUTNAME:[NAME] Rod		TYPE:Magic.Rod	COST:2400	WT:4		SOURCEPAGE:p.171
Rod (Branding - Brandthrall)	OUTPUTNAME:Rod of [NAME]	TYPE:Magic.Rod	COST:68000	WT:4		SOURCEPAGE:p.171
Rod (Branding - Silence)	OUTPUTNAME:Rod of [NAME]	TYPE:Magic.Rod	COST:55000	WT:4		SOURCEPAGE:p.172
Rod (Branding - Spellsleep)	OUTPUTNAME:Rod of [NAME]	TYPE:Magic.Rod	COST:80000	WT:4		SOURCEPAGE:p.172
Rod (Branding - True Rest)	OUTPUTNAME:Rod of [NAME]	TYPE:Magic.Rod	COST:72000	WT:4		SOURCEPAGE:p.172
Rod (Branding - Weakness)	OUTPUTNAME:Rod of [NAME]	TYPE:Magic.Rod	COST:60000	WT:4		SOURCEPAGE:p.172
Rod (Depth Measurement)		OUTPUTNAME:Rod of [NAME]	TYPE:Magic.Rod	COST:1000	WT:4		SOURCEPAGE:p.172
Rod (Fears)				OUTPUTNAME:Rod of [NAME]	TYPE:Magic.Rod	COST:5000	WT:4		SOURCEPAGE:p.172
Rod (Potion Touch)		OUTPUTNAME:Rod of [NAME]	TYPE:Magic.Rod	COST:5000	WT:4		SOURCEPAGE:p.173
Rod (Starlight Beams)		OUTPUTNAME:Rod of [NAME]	TYPE:Magic.Rod	COST:48000	WT:4		SOURCEPAGE:p.173
Rod (Winds)				OUTPUTNAME:Rod of the [NAME]	TYPE:Magic.Rod	COST:81000	WT:4		SOURCEPAGE:p.173
Rod (Slaysong)			OUTPUTNAME:[NAME] Rod		TYPE:Magic.Rod	COST:36000	WT:4		SOURCEPAGE:p.173
Rod (Spell Lord)			OUTPUTNAME:[NAME]			TYPE:Magic.Rod	COST:41000	WT:4		SOURCEPAGE:p.173

###Block: Staffs
# Equipment Name		Output Name					Required Weapon Proficiency		Type													Cost		Weight	Base Item for EQMOD	Critical Hit Multiplier	Critical Hit Range	Damage	Alternative Damage	Modifier				Size		Source Page		Weapon prop. bonus
Staff (Gemstaff)		OUTPUTNAME:[NAME]										TYPE:Magic.Staff											COST:120000	WT:8																											SOURCEPAGE:p.173
Staff (Dragonstaff)	OUTPUTNAME:[NAME]										TYPE:Magic.Staff											COST:51500	WT:8																											SOURCEPAGE:p.173
Staff (Corrosion)		OUTPUTNAME:Staff of [NAME]		PROFICIENCY:WEAPON|Quarterstaff	TYPE:Magic.Staff.Weapon.Simple.Melee.Bludgeoning.Standard.Double.Quarterstaff	COST:38162	WT:8		BASEITEM:Staff		CRITMULT:x2			CRITRANGE:1			DAMAGE:1d6	ALTDAMAGE:1d6		EQMOD:SPL_CHRG|CHARGES[50]	SIZE:L	SOURCEPAGE:p.173	BONUS:WEAPON|DAMAGE,TOHIT|1|TYPE=Enhancement
Staff (Golden Fires)	OUTPUTNAME:Staff of [NAME]								TYPE:Magic.Staff											COST:35000	WT:8																											SOURCEPAGE:p.174
Staff (Icy Heart)		OUTPUTNAME:Staff of the [NAME]							TYPE:Magic.Staff											COST:67000	WT:8																											SOURCEPAGE:p.174
Staff (Primal Lands)	OUTPUTNAME:Staff of the [NAME]							TYPE:Magic.Staff											COST:100000	WT:8																											SOURCEPAGE:p.174
Staff (Secret Sound)	OUTPUTNAME:Staff of the [NAME]							TYPE:Magic.Staff											COST:35350	WT:8																											SOURCEPAGE:p.174
