#  Sat May 18 14:56:38 2019 -- reformated by PCGen PrettyLST v6.08.00
#  Fri Nov 16 19:52:40 2018 -- reformated by PCGen PrettyLST v6.08.00
# CVS $Revision$ $Author$ -- Wed Feb  3 13:47:16 2016 -- reformated by PCGen PrettyLST v6.06.00

###Block: Caster Level Tracking
# Ability Name			Define							Ability								Modify VAR
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Highest|0
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Highest__Arcane|0
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Highest__Divine|0
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Bonus|0
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Total__Arcane|0
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Total__Divine|0
CATEGORY=Internal|Default.MOD	DEFINE:Caster_Level_Total|0


# Combined to get Highest Arcane or Divine caster level
CATEGORY=Internal|Default.MOD																		BONUS:VAR|Caster_Level_Highest|max(Caster_Level_Highest__Arcane,Caster_Level_Highest__Divine)


# Comment: PC and NPCs are usually playable races that follow age rules, Monsters don't normally follow age rules.
CATEGORY=Internal|Default.MOD	DEFINE:UseAgeRules|0	DEFINE:AgeProgression|0	ABILITY:Internal|AUTOMATIC|Age|PREVAREQ:UseAgeRules,1	BONUS:VAR|UseAgeRules|1|TYPE=Bool|PRECHARACTERTYPE:1,PC,NPC

###Block: Age Adjustments
# Ability Name			Category of Ability	Define						Ability											Modify VAR
Age					CATEGORY:Internal		DEFINE:UseAgeRulesNegateAgePenalties|0													BONUS:VAR|AgeProgression|1|PREAGESET:1,Youth	BONUS:VAR|AgeProgression|1|PREAGESET:1,Adult	BONUS:VAR|AgeProgression|1|PREAGESET:1,Middle-Aged	BONUS:VAR|AgeProgression|1|PREAGESET:1,Old	BONUS:VAR|AgeProgression|1|PREAGESET:1,Venerable

# Determines which Age category ability to grant
CATEGORY=Internal|Age.MOD												ABILITY:Internal|AUTOMATIC|Age ~ Youth|PREVAREQ:AgeProgression,1
CATEGORY=Internal|Age.MOD												ABILITY:Internal|AUTOMATIC|Age ~ Adult|PREVAREQ:AgeProgression,2
CATEGORY=Internal|Age.MOD												ABILITY:Internal|AUTOMATIC|Age ~ Middle-Aged|PREVAREQ:AgeProgression,3
CATEGORY=Internal|Age.MOD												ABILITY:Internal|AUTOMATIC|Age ~ Old|PREVAREQ:AgeProgression,4
CATEGORY=Internal|Age.MOD												ABILITY:Internal|AUTOMATIC|Age ~ Venerable|PREVAREQ:AgeProgression,5


###Block: Game Specific bonuses - Bonuses and Penalties assigned by each age category.
# Ability Name	Category of Ability	Stat bonus
Age ~ Youth		CATEGORY:Internal		BONUS:STAT|STR,CON,WIS|-2|PREVAREQ:UseAgeRulesNegateAgePenalties,0	BONUS:STAT|DEX|2|TYPE=Age
Age ~ Adult		CATEGORY:Internal
Age ~ Middle-Aged	CATEGORY:Internal		BONUS:STAT|STR,DEX,CON|-1|TYPE=Age|PREVAREQ:UseAgeRulesNegateAgePenalties,0	BONUS:STAT|INT,WIS,CHA|1|TYPE=Age
Age ~ Old		CATEGORY:Internal		BONUS:STAT|STR,DEX,CON|-3|TYPE=Age|PREVAREQ:UseAgeRulesNegateAgePenalties,0	BONUS:STAT|INT,WIS,CHA|2|TYPE=Age
Age ~ Venerable	CATEGORY:Internal		BONUS:STAT|STR,DEX,CON|-6|TYPE=Age|PREVAREQ:UseAgeRulesNegateAgePenalties,0	BONUS:STAT|INT,WIS,CHA|3|TYPE=Age

###Block: Age rules
# Ability Name					Category of Ability	Type				Modify VAR								Cost
Rules ~ Use Age Rules (Monsters)		CATEGORY:Internal		TYPE:OptionalRules	BONUS:VAR|UseAgeRules|1|TYPE=Bool				COST:0
Rules ~ Use Age Rules (Negate Penalties)	CATEGORY:Internal		TYPE:OptionalRules	BONUS:VAR|UseAgeRulesNegateAgePenalties|1|TYPE=Bool	COST:0

#	This system is designed to be expandable to new classes. Each class is designated as either "Arcane" or "Divine".
#	BONUS:CASTERLEVEL|ClassName|ClassName_Caster_Level	DEFINE:ClassName_Caster_Level|0	BONUS:VAR|ClassName_Caster_Level|CL+Caster_Level_Bonus	BONUS:VAR|Caster_Level_Highest__Divine|ClassName_Caster_Level|TYPE=Base
#	You can then determine Caster level for any class "ClassName_Caster_Level" or meet prereqs based upon Highest Caster Level for Arcane or Divine.
#	PREVARGTEQ:Caster_Level_Highest,x
#	PREVARGTEQ:Caster_Level_Highest__Arcane,x
#	PREVARGTEQ:Caster_Level_Highest__Divine,x



###Spells Temp Spot - Move these to the originating book or set up control list
###Block: Spell Like Abilities - Make it easier to manage spells individually

# Template for Innate SPELL-LIKE ABILITY:
#	Spell Name			KEY:Spell Name						CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLVLx.ArcaneLVLx.DivineLVLx	DEFINE:xxx_SpellTimes|0	DEFINE:xxx_SpellLevel|0	DEFINE:xxx_SpellCasterLVL|0	DEFINE:xxx_SpellDC|0	DEFINE:xxx_SpellTimesAtWill|0		SPELLS:Innate|TIMES=xxx_SpellTimes|CASTERLEVEL=xxx_SpellCasterLVL|xxx,xxx_SpellDC|PREVAREQ:xxx_SpellTimesAtWill,0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=xxx_SpellCasterLVL|xxx,xxx_SpellDC|PREVARGTEQ:xxx_SpellTimesAtWill,1
# Example Spell:
#Flare Burst	KEY:Flare Burst	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLVL1.DivineLVL1	DEFINE:Flare_Burst_SpellTimes|0	DEFINE:Flare_Burst_SpellLevel|0	DEFINE:Flare_Burst_SpellCasterLVL|0	DEFINE:Flare_Burst_SpellDC|0			SPELLS:Innate|TIMES=Flare_Burst_SpellTimes|CASTERLEVEL=TL|Flare Burst,10+TL+CHA|PREVAREQ:Flare_Burst_SpellTimesAtWill,0	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=Flare_Burst_SpellCasterLVL|Flare Burst,Flare_Burst_SpellDC|PREVARGTEQ:Flare_Burst_SpellTimesAtWill,1


#L0
# Ability Name	Category of Ability		Type								Visible	Define									Innate Spells
Detect Magic	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:DetectMagicTimes|0	DEFINE:DetectMagicLVL|0		SPELLS:Innate|TIMES=DetectMagicTimes|TIMEUNIT=Day|CASTERLEVEL=DetectMagicLVL|Detect Magic|PREVAREQ:DisableSpellDetectMagic,0|PREVARGTEQ:DetectMagicTimes,1	SPELLS:Innate|TIMES=ATWILL|TIMEUNIT=Constant|CASTERLEVEL=DetectMagicLVL|Detect Magic|PREVAREQ:DisableSpellDetectMagic,0|PREVARLTEQ:DetectMagicTimes,0

#L1
Feather Fall	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:FeatherFallTimes|0	DEFINE:FeatherFallLVL|0		SPELLS:Innate|TIMES=FeatherFallTimes|TIMEUNIT=Day|CASTERLEVEL=FeatherFallLVL|Feather Fall|PREVAREQ:DisableSpellFeatherFall,0|PREVARGTEQ:FeatherFallTimes,1	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=FeatherFallLVL|Feather Fall|PREVAREQ:DisableSpellFeatherFall,0|PREVARLTEQ:FeatherFallTimes,0

#L2
Levitate		CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:LevitateTimes|0	DEFINE:LevitateLVL|0			SPELLS:Innate|TIMES=LevitateTimes|TIMEUNIT=Day|CASTERLEVEL=LevitateLVL|Levitate|PREVAREQ:DisableSpellLevitate,0|PREVARGTEQ:LevitateTimes,1	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=LevitateLVL|Levitate|PREVAREQ:DisableSpellLevitate,0|PREVARLTEQ:LevitateTimes,0

#UNSORTED
Faerie Fire		CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:FaerieFireTimes|0	DEFINE:FaerieFireLVL|0		SPELLS:Innate|TIMES=FaerieFireTimes|TIMEUNIT=Day|CASTERLEVEL=FaerieFireLVL|Faerie Fire|PREVAREQ:DisableSpellFaerieFire,0|PREVARGTEQ:FaerieFireTimes,1	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=FaerieFireLVL|Faerie Fire|PREVAREQ:DisableSpellFaerieFire,0|PREVARLTEQ:FaerieFireTimes,0
Darkness		CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:DarknessTimes|0	DEFINE:DarknessLVL|0			SPELLS:Innate|TIMES=DarknessTimes|TIMEUNIT=Day|CASTERLEVEL=DarknessLVL|Darkness|PREVAREQ:DisableSpellDarkness,0|PREVARGTEQ:DarknessTimes,1	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=DarknessLVL|Darkness|PREVAREQ:DisableSpellDarkness,0|PREVARLTEQ:DarknessTimes,0
Deeper Darkness	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:DeeperDarknessTimes|0	DEFINE:DeeperDarknessLVL|0	SPELLS:Innate|TIMES=DeeperDarknessTimes|TIMEUNIT=Day|CASTERLEVEL=DeeperDarknessLVL|Deeper Darkness|PREVAREQ:DisableSpellDeeperDarkness,0|PREVARGTEQ:DeeperDarknessTimes,1	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=DeeperDarknessLVL|Deeper Darkness|PREVAREQ:DisableSpellDeeperDarkness,0|PREVARLTEQ:DeeperDarknessTimes,0
Dancing Lights	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:DancingLightsTimes|0	DEFINE:DancingLightsLVL|0	SPELLS:Innate|TIMES=DancingLightsTimes|TIMEUNIT=Day|CASTERLEVEL=DancingLightsLVL|Dancing Lights|PREVAREQ:DisableSpellDancingLights,0|PREVARGTEQ:DancingLightsTimes,1	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=DancingLightsLVL|Dancing Lights|PREVAREQ:DisableSpellDancingLights,0|PREVARLTEQ:DancingLightsTimes,0
Spider Climb	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:SpiderClimbTimes|0	DEFINE:SpiderClimbLVL|0		SPELLS:Innate|TIMES=SpiderClimbTimes|TIMEUNIT=Day|CASTERLEVEL=SpiderClimbLVL|Spider Climb|PREVAREQ:DisableSpellSpiderClimb,0|PREVARGTEQ:SpiderClimbTimes,1	SPELLS:Innate|TIMES=ATWILL|TIMEUNIT=Day|CASTERLEVEL=SpiderClimbLVL|Spider Climb|PREVAREQ:DisableSpellSpiderClimb,0|PREVARLTEQ:SpiderClimbTimes,0
Dispel Magic	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:DispelMagicTimes|0	DEFINE:DispelMagicLVL|0		SPELLS:Innate|TIMES=DispelMagicTimes|TIMEUNIT=Day|CASTERLEVEL=DispelMagicLVL|Dispel Magic|PREVAREQ:DisableSpellDispelMagic,0|PREVARGTEQ:DispelMagicTimes,1	SPELLS:Innate|TIMES=ATWILL|TIMEUNIT=Day|CASTERLEVEL=DispelMagicLVL|Dispel Magic|PREVAREQ:DisableSpellDispelMagic,0|PREVARLTEQ:DispelMagicTimes,0
Divine Favor	CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:DivineFavorTimes|0	DEFINE:DivineFavorLVL|0		SPELLS:Innate|TIMES=DivineFavorTimes|TIMEUNIT=Day|CASTERLEVEL=DivineFavorLVL|Divine Favor|PREVAREQ:DisableSpellDivineFavor,0|PREVARGTEQ:DivineFavorTimes,1	SPELLS:Innate|TIMES=ATWILL|TIMEUNIT=Day|CASTERLEVEL=DivineFavorLVL|Divine Favor|PREVAREQ:DisableSpellDivineFavor,0|PREVARLTEQ:DivineFavorTimes,0
Suggestion		CATEGORY:Spell-Like Ability	TYPE:ClassFeatures.SpellLike.SpecialQuality	VISIBLE:YES	DEFINE:SuggestionTimes|0	DEFINE:SuggestionLVL|0		SPELLS:Innate|TIMES=SuggestionTimes|TIMEUNIT=Day|CASTERLEVEL=SuggestionLVL|Suggestion,13+CHA|PREVAREQ:DisableSpellSuggestion,0|PREVARGTEQ:SuggestionTimes,1	SPELLS:Innate|TIMES=ATWILL|TIMEUNIT=Day|CASTERLEVEL=SuggestionLVL|Suggestion,13+CHA|PREVAREQ:DisableSpellSuggestion,0|PREVARLTEQ:SuggestionTimes,0

###Block:
# Ability Name				Category of Ability		Type
Spell-Like Ability LVL 0 ~ Divine	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL0.SpellLikeDivineLVL0
Spell-Like Ability LVL 1 ~ Divine	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL1.SpellLikeDivineLVL1
Spell-Like Ability LVL 2 ~ Divine	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL2.SpellLikeDivineLVL2
Spell-Like Ability LVL 3 ~ Divine	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL3.SpellLikeDivineLVL3
Spell-Like Ability LVL 4 ~ Divine	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL4.SpellLikeDivineLVL4
Spell-Like Ability LVL 5 ~ Divine	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL5.SpellLikeDivineLVL5
Spell-Like Ability LVL 6 ~ Divine	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL6.SpellLikeDivineLVL6
Spell-Like Ability LVL 7 ~ Divine	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL7.SpellLikeDivineLVL7
Spell-Like Ability LVL 8 ~ Divine	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL8.SpellLikeDivineLVL8
Spell-Like Ability LVL 9 ~ Divine	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL9.SpellLikeDivineLVL9

Spell-Like Ability LVL 0 ~ Arcane	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL0.SpellLikeArcaneLVL0
Spell-Like Ability LVL 1 ~ Arcane	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL1.SpellLikeArcaneLVL1
Spell-Like Ability LVL 2 ~ Arcane	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL2.SpellLikeArcaneLVL2
Spell-Like Ability LVL 3 ~ Arcane	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL3.SpellLikeArcaneLVL3
Spell-Like Ability LVL 4 ~ Arcane	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL4.SpellLikeArcaneLVL4
Spell-Like Ability LVL 5 ~ Arcane	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL5.SpellLikeArcaneLVL5
Spell-Like Ability LVL 6 ~ Arcane	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL6.SpellLikeArcaneLVL6
Spell-Like Ability LVL 7 ~ Arcane	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL7.SpellLikeArcaneLVL7
Spell-Like Ability LVL 8 ~ Arcane	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL8.SpellLikeArcaneLVL8
Spell-Like Ability LVL 9 ~ Arcane	CATEGORY:Spell-Like Ability	TYPE:SpellLikeAbility.SpellLikeSpellLVL9.SpellLikeArcaneLVL9

###Block: New Set up

# Level 1 - Arcane


# Level 2 - Divine
# Ability Name	Category of Ability	Type				Define								Innate Spells											FACT
Daylight		CATEGORY:SLA		TYPE:SLA.DivineLVL2	DEFINE:Daylight_CasterLevel|0	DEFINE:Daylight_Times|0	SPELLS:Innate|TIMES=Daylight_Times|CASTERLEVEL=Daylight_CasterLevel|Daylight	FACT:SLA_DivineLVL2|True






###Block: Common
# Ability Name	Category of Ability	Type
Ability Drain	CATEGORY:Ability Focus	TYPE:Ability Focus
Acid			CATEGORY:Ability Focus	TYPE:Ability Focus
Aura			CATEGORY:Ability Focus	TYPE:Ability Focus
Gaze			CATEGORY:Ability Focus	TYPE:Ability Focus
Breath Weapon	CATEGORY:Ability Focus	TYPE:Ability Focus
Confusion		CATEGORY:Ability Focus	TYPE:Ability Focus


###Block: Specific
# Ability Name				Category of Ability	Type
Acidic Cloud				CATEGORY:Ability Focus	TYPE:Ability Focus
Alchemy					CATEGORY:Ability Focus	TYPE:Ability Focus
Allergic Reaction				CATEGORY:Ability Focus	TYPE:Ability Focus
Animated Hair				CATEGORY:Ability Focus	TYPE:Ability Focus
Aura of Madness				CATEGORY:Ability Focus	TYPE:Ability Focus.Aura
Aura of Misfortune			CATEGORY:Ability Focus	TYPE:Ability Focus.Aura
Baleful Shriek				CATEGORY:Ability Focus	TYPE:Ability Focus
Barbed Hairs				CATEGORY:Ability Focus	TYPE:Ability Focus
Bay						CATEGORY:Ability Focus	TYPE:Ability Focus
Beard						CATEGORY:Ability Focus	TYPE:Ability Focus
Beguiling Aura				CATEGORY:Ability Focus	TYPE:Ability Focus.Aura
Black Bile					CATEGORY:Ability Focus	TYPE:Ability Focus
Black Flame Knives			CATEGORY:Ability Focus	TYPE:Ability Focus
Blackest Depths				CATEGORY:Ability Focus	TYPE:Ability Focus
Blightfire					CATEGORY:Ability Focus	TYPE:Ability Focus
Blinding Gaze				CATEGORY:Ability Focus	TYPE:Ability Focus.Gaze
Blinding Light				CATEGORY:Ability Focus	TYPE:Ability Focus
Bristles					CATEGORY:Ability Focus	TYPE:Ability Focus
Burble					CATEGORY:Ability Focus	TYPE:Ability Focus
Burn						CATEGORY:Ability Focus	TYPE:Ability Focus
Calm Emotions Aura			CATEGORY:Ability Focus	TYPE:Ability Focus
Captivating Cloud				CATEGORY:Ability Focus	TYPE:Ability Focus
Captivating Lure				CATEGORY:Ability Focus	TYPE:Ability Focus
Captivating Song				CATEGORY:Ability Focus	TYPE:Ability Focus
Change Size					CATEGORY:Ability Focus	TYPE:Ability Focus
Charisma Drain				CATEGORY:Ability Focus	TYPE:Ability Focus
Cling						CATEGORY:Ability Focus	TYPE:Ability Focus
Constitution Drain			CATEGORY:Ability Focus	TYPE:Ability Focus
Consumptive Aura				CATEGORY:Ability Focus	TYPE:Ability Focus
Corporeal Instability			CATEGORY:Ability Focus	TYPE:Ability Focus
Corrosive Blood				CATEGORY:Ability Focus	TYPE:Ability Focus
Crush						CATEGORY:Ability Focus	TYPE:Ability Focus
Crushing Coils				CATEGORY:Ability Focus	TYPE:Ability Focus
Daemonic Pact				CATEGORY:Ability Focus	TYPE:Ability Focus
Dance of Ruin				CATEGORY:Ability Focus	TYPE:Ability Focus
Dance of Death				CATEGORY:Ability Focus	TYPE:Ability Focus
Dancing Chains				CATEGORY:Ability Focus	TYPE:Ability Focus
Dazzling Brightness			CATEGORY:Ability Focus	TYPE:Ability Focus
Death Burst					CATEGORY:Ability Focus	TYPE:Ability Focus
Death Curse					CATEGORY:Ability Focus	TYPE:Ability Focus
Death Throes				CATEGORY:Ability Focus	TYPE:Ability Focus
Death's Calling				CATEGORY:Ability Focus	TYPE:Ability Focus
Death-Stealing Gaze			CATEGORY:Ability Focus	TYPE:Ability Focus
Despair					CATEGORY:Ability Focus	TYPE:Ability Focus
Destructive Harmonics			CATEGORY:Ability Focus	TYPE:Ability Focus
Detect Thoughts				CATEGORY:Ability Focus	TYPE:Ability Focus
Devour Memories				CATEGORY:Ability Focus	TYPE:Ability Focus
Devour Soul					CATEGORY:Ability Focus	TYPE:Ability Focus
Dexterity Drain				CATEGORY:Ability Focus	TYPE:Ability Focus
Disease					CATEGORY:Ability Focus	TYPE:Ability Focus
Dismantle Armor				CATEGORY:Ability Focus	TYPE:Ability Focus
Distraction					CATEGORY:Ability Focus	TYPE:Ability Focus
Drowning Kiss				CATEGORY:Ability Focus	TYPE:Ability Focus
Electrical Burst				CATEGORY:Ability Focus	TYPE:Ability Focus
Electricity					CATEGORY:Ability Focus	TYPE:Ability Focus
Energy Drain				CATEGORY:Ability Focus	TYPE:Ability Focus
Engulf					CATEGORY:Ability Focus	TYPE:Ability Focus
Enslave Soul				CATEGORY:Ability Focus	TYPE:Ability Focus
Entangle					CATEGORY:Ability Focus	TYPE:Ability Focus
Entangling Chains				CATEGORY:Ability Focus	TYPE:Ability Focus
Entrap					CATEGORY:Ability Focus	TYPE:Ability Focus
Entropic Beams				CATEGORY:Ability Focus	TYPE:Ability Focus
Evil Eye					CATEGORY:Ability Focus	TYPE:Ability Focus
Explosive Rebirth				CATEGORY:Ability Focus	TYPE:Ability Focus
Eye Rays					CATEGORY:Ability Focus	TYPE:Ability Focus
Fascinating Gaze				CATEGORY:Ability Focus	TYPE:Ability Focus.Gaze
Fear						CATEGORY:Ability Focus	TYPE:Ability Focus
Fear Aura					CATEGORY:Ability Focus	TYPE:Ability Focus
Feeblemind Aura				CATEGORY:Ability Focus	TYPE:Ability Focus
Fiddle					CATEGORY:Ability Focus	TYPE:Ability Focus
Final Embrace Horror			CATEGORY:Ability Focus	TYPE:Ability Focus
Final Embrace Master			CATEGORY:Ability Focus	TYPE:Ability Focus
Fists of Lightning and Thunder	CATEGORY:Ability Focus	TYPE:Ability Focus
Fleshdrink					CATEGORY:Ability Focus	TYPE:Ability Focus
Foul Stench					CATEGORY:Ability Focus	TYPE:Ability Focus
Frightener					CATEGORY:Ability Focus	TYPE:Ability Focus
Gibbering					CATEGORY:Ability Focus	TYPE:Ability Focus
Godslayer					CATEGORY:Ability Focus	TYPE:Ability Focus
Hallucination Cloud			CATEGORY:Ability Focus	TYPE:Ability Focus
Hallucinatory Spores			CATEGORY:Ability Focus	TYPE:Ability Focus.Spores
Heat						CATEGORY:Ability Focus	TYPE:Ability Focus
Horrific Appearance			CATEGORY:Ability Focus	TYPE:Ability Focus
Horrific Critical				CATEGORY:Ability Focus	TYPE:Ability Focus
Howl						CATEGORY:Ability Focus	TYPE:Ability Focus
Ichor						CATEGORY:Ability Focus	TYPE:Ability Focus
Icy Destruction				CATEGORY:Ability Focus	TYPE:Ability Focus
Inflict Warpwave				CATEGORY:Ability Focus	TYPE:Ability Focus
Ink Cloud					CATEGORY:Ability Focus	TYPE:Ability Focus.Cloud
Intimidating Charge			CATEGORY:Ability Focus	TYPE:Ability Focus
Kiss						CATEGORY:Ability Focus	TYPE:Ability Focus
Lava Body					CATEGORY:Ability Focus	TYPE:Ability Focus
Light Pulse					CATEGORY:Ability Focus	TYPE:Ability Focus
Lure						CATEGORY:Ability Focus	TYPE:Ability Focus
Maddening Cacophony			CATEGORY:Ability Focus	TYPE:Ability Focus
Madness					CATEGORY:Ability Focus	TYPE:Ability Focus
Magic Drain					CATEGORY:Ability Focus	TYPE:Ability Focus
Mass Laughter				CATEGORY:Ability Focus	TYPE:Ability Focus
Mind Thrust					CATEGORY:Ability Focus	TYPE:Ability Focus
Mind-Warping Gaze				CATEGORY:Ability Focus	TYPE:Ability Focus.Gaze
Moan						CATEGORY:Ability Focus	TYPE:Ability Focus
Molten Body					CATEGORY:Ability Focus	TYPE:Ability Focus
Mucus Cloud					CATEGORY:Ability Focus	TYPE:Ability Focus
Mummy Rot					CATEGORY:Ability Focus	TYPE:Ability Focus
Nausea					CATEGORY:Ability Focus	TYPE:Ability Focus
Negative Level				CATEGORY:Ability Focus	TYPE:Ability Focus
Nightmare Curse				CATEGORY:Ability Focus	TYPE:Ability Focus.Curse
Noxious Breath				CATEGORY:Ability Focus	TYPE:Ability Focus
Numbing Cold				CATEGORY:Ability Focus	TYPE:Ability Focus
Otherworldly Mind				CATEGORY:Ability Focus	TYPE:Ability Focus
Pain						CATEGORY:Ability Focus	TYPE:Ability Focus
Paralysis					CATEGORY:Ability Focus	TYPE:Ability Focus.Paralysis
Paralytic Tentacles			CATEGORY:Ability Focus	TYPE:Ability Focus.Paralysis
Paralytic Toxin				CATEGORY:Ability Focus	TYPE:Ability Focus.Paralysis
Petrification				CATEGORY:Ability Focus	TYPE:Ability Focus
Petrifying Gaze				CATEGORY:Ability Focus	TYPE:Ability Focus.Gaze
Pheremones					CATEGORY:Ability Focus	TYPE:Ability Focus
Pipes						CATEGORY:Ability Focus	TYPE:Ability Focus
Plague Carrier				CATEGORY:Ability Focus	TYPE:Ability Focus
Poison					CATEGORY:Ability Focus	TYPE:Ability Focus
Poison Skin					CATEGORY:Ability Focus	TYPE:Ability Focus.Poison
Pollen Spray				CATEGORY:Ability Focus	TYPE:Ability Focus
Psychic Crush				CATEGORY:Ability Focus	TYPE:Ability Focus
Pus Burst					CATEGORY:Ability Focus	TYPE:Ability Focus
Regurgitate					CATEGORY:Ability Focus	TYPE:Ability Focus
Repulsion Breath				CATEGORY:Ability Focus	TYPE:Ability Focus
Ripping Gaze				CATEGORY:Ability Focus	TYPE:Ability Focus.Gaze
Roar						CATEGORY:Ability Focus	TYPE:Ability Focus
Rot						CATEGORY:Ability Focus	TYPE:Ability Focus
Rust						CATEGORY:Ability Focus	TYPE:Ability Focus
