# CVS $Revision$ $Author$ -- Fri Oct 19 20:16:09 2012 -- reformated by prettylst.pl v1.39 (build 15052)
SOURCELONG:Curses!	SOURCESHORT:Curses	SOURCEWEB:http://www.silven.com/	SOURCEDATE:2005-04
# Original Entry by: Eddy Anthony (MoSaT)

# Spell Name				Output Name			Classes of caster							School			Sub-School			Spell Descriptors					Components		Casting Time			Range									Target Area or Effect								Duration				Save Info								Spell Resistance		Description																																									Source Page
Color										CLASSES:Bard,Sorcerer,Wizard=1				SCHOOL:Transmutation					DESCRIPTOR:Curse					COMPS:V, S		CASTTIME:1 standard action	RANGE:Touch								TARGETAREA:One creature or object of no more than 2 cu. ft./level	DURATION:Instantaneous		SAVEINFO:Will negates, see text; or none (object)	SPELLRES:Yes		DESC:This spell permanently alters the color of a creature or object.																															SOURCEPAGE:p. 9
Curse of Ineptitude							CLASSES:Bard,Cleric,Sorcerer,Wizard=1			SCHOOL:Necromancy						DESCRIPTOR:Curse					COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch								TARGETAREA:One creature								DURATION:1 round			SAVEINFO:Will negates						SPELLRES:Yes		DESC:You impart a streak of bad luck on the target. Any actions the target takes in the round in which it is affected have a 50%% chance of failing. Material Component&colon; The fur of a black cat.									SOURCEPAGE:p. 9
Curse of Item Rebellion							CLASSES:Sorcerer,Wizard=3|Cleric=4				SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Curse|Mind Affecting		COMPS:V, S		CASTTIME:1 standard action	RANGE:Touch								TARGETAREA:One touched object of up to 2 cu ft./level			DURATION:1 day/level (D)	SAVEINFO:Will negates (object)				SPELLRES:Yes (object)	DESC:You are able to impart a curse on an object. This causes the object to function exactly opposite how it was meant to work.																					SOURCEPAGE:p. 9
Curse of Magnetic Polarization					CLASSES:Sorcerer,Wizard=6					SCHOOL:Transmutation					DESCRIPTOR:Curse					COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close (25 ft. + 5 ft./level)				TARGETAREA:One creature								DURATION:Permanent		SAVEINFO:Will negates						SPELLRES:Yes		DESC:The victim of this curse is unable to grasp metal or wear any metal devices. This prevents him from holding coin, armor, metallic weapons, etc. Material Component&colon; Magnetic shavings.										SOURCEPAGE:p. 9
Curse of Prevarication							CLASSES:Bard,Cleric,Sorcerer,Wizard=2			SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Curse|Mind Affecting		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch								TARGETAREA:One creature								DURATION:Permanent		SAVEINFO:Will negates						SPELLRES:Yes		DESC:The victim of this curse is unable to tell the truth. Material Component&colon; The tooth of a liar.																									SOURCEPAGE:p. 9
Curse of Tongues								CLASSES:Bard=6|Sorcerer,Wizard=7|Cleric=8			SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Curse|Mind Affecting		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close (25 ft. + 5 ft./level)				TARGETAREA:One creature								DURATION:1 round/level (D)	SAVEINFO:Will negates						SPELLRES:Yes		DESC:The affected creature suffers from a continuous glossolalia effect, as per the spell. Material Component&colon; The tongue of someone suffering from an insanity spell.														SOURCEPAGE:p. 9
Curse of Truth								CLASSES:Paladin=2|Bard,Cleric,Sorcerer,Wizard=3		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Curse|Mind Affecting		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch								TARGETAREA:One creature								DURATION:Permanent		SAVEINFO:Will negates						SPELLRES:Yes		DESC:The victim of the curse is unable to tell a lie as per the spell zone of truth. Material Component&colon; Saliva from the victim.																				SOURCEPAGE:p. 10
Curse of Utter Hopelessness						CLASSES:Bard=6|Sorcerer,Wizard=7				SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Curse|Mind Affecting		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium (100 ft + 10 ft./level)			TARGETAREA:One living creature						DURATION:10 min/level (D)	SAVEINFO:Will negates						SPELLRES:Yes		DESC:This curse fills the victim with feelings of self-worthlessness, hopelessness and absolute despair. Material Component&colon; A vial of tears from a child, broken when the spell is cast.											SOURCEPAGE:p. 10
Detect Curse								CLASSES:Bard,Cleric,Paladin,Sorcerer,Wizard=4		SCHOOL:Divination						DESCRIPTOR:Curse					COMPS:V, S		CASTTIME:1 standard action	RANGE:40 ft.							TARGETAREA:40 ft radius emanation centered on the caster		DURATION:24 hours			SAVEINFO:None							SPELLRES:No			DESC:You immediately become aware of the presence of spells with the curse subtype, creatures affected by such spells and cursed items.																				SOURCEPAGE:p. 10
Glossolalia ~ Curses			OUTPUTNAME:Glossolalia	CLASSES:Bard,Cleric=2|Sorcerer,Wizard=3			SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Curse|Mind Affecting		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close (25 ft. + 5 ft./level)				TARGETAREA:One living creature						DURATION:1 round/level (D)	SAVEINFO:Will negates						SPELLRES:Yes		DESC:This spell afflicts the target with random bouts of glossolalia, a condition in which a person's speech is random and often incomprehensible. Material Component&colon; The tongue of a madman.										SOURCEPAGE:p. 10
Impart Blasphemy								CLASSES:Cleric=7							SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Curse|Mind Affecting|Evil	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close (25 ft. + 5 ft./level)				TARGETAREA:One religious practitioner					DURATION:Instantaneous		SAVEINFO:Will negates						SPELLRES:Yes		DESC:This particularly vicious spell imparts feelings of doubt and guilt in religious practitioners. Material Component&colon; A holy symbol or other appropriate symbol of the target, burned in the casting.								SOURCEPAGE:p. 11
Magic Circle vs. Curses							CLASSES:Cleric,Sorcerer,Wizard=8				SCHOOL:Abjuration						DESCRIPTOR:Curse					COMPS:V, S, F/DF	CASTTIME:1 standard action	RANGE:10 ft. radius emanation from touched creature	TARGETAREA:One creature								DURATION:10 min./level		SAVEINFO:Will negates (harmless)				SPELLRES:No			DESC:This spell is cast in a similar manner as a magic circle vs. evil, but has very different results. Those who stand in the effects of the circle are immune to the effects of curse spells. Focus&colon; A gem or crystal worth at least 300gp.		SOURCEPAGE:p. 11
Mute										CLASSES:Bard,Sorcerer,Wizard=2|Cleric=3			SCHOOL:Necromancy						DESCRIPTOR:Curse					COMPS:V, S		CASTTIME:1 standard action	RANGE:Medium (100 ft + 10 ft./level)			TARGETAREA:One creature								DURATION:Permanent (D)		SAVEINFO:Fortitude negates					SPELLRES:Yes		DESC:This spell renders its target incapable of speech.																																	SOURCEPAGE:p. 11
Pariah									CLASSES:Bard=5|Cleric,Sorcerer,Wizard=6			SCHOOL:Enchantment					DESCRIPTOR:Curse					COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch								TARGETAREA:One creature								DURATION:Permanent (D)		SAVEINFO:Will negates						SPELLRES:Yes		DESC:The caster of this curse brands the target's forehead with the symbol of a pariah. The victim's mark is noticeable to all and he has an aura of unpleasantness about him. Focus&colon; A brand with the symbol of a pariah.					SOURCEPAGE:p. 11
Protection from Curses							CLASSES:Cleric,Paladin,Sorcerer,Wizard=4			SCHOOL:Abjuration						DESCRIPTOR:Curse					COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch								TARGETAREA:One creature								DURATION:1 min./level		SAVEINFO:Will negates (harmless)				SPELLRES:No			DESC:The warded creature is immune to the effects of all curse spells for the duration of the spell. Material Component&colon; A bit of stone from a petrified creature.														SOURCEPAGE:p. 11
Raven's Curse								CLASSES:Bard,Druid,Ranger=3|Cleric,Sorcerer,Wizard=4	SCHOOL:Necromancy						DESCRIPTOR:Curse					COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close (25 ft. + 5 ft./level)				TARGETAREA:One creature								DURATION:Permanent (D)		SAVEINFO:Will negates						SPELLRES:Yes		DESC:Raven's curse makes its target the victim of constant harassment by small animals. Material Component&colon; A raven's feather and a drop of hag's blood.																SOURCEPAGE:p. 11
Toady										CLASSES:Druid,Sorcerer,Wizard=3				SCHOOL:Transmutation					DESCRIPTOR:Curse					COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close (25 ft. + 5 ft./level)				TARGETAREA:One creature								DURATION:1 min./level		SAVEINFO:Fortitude negates					SPELLRES:Yes		DESC:As baleful polymorph, except the duration is not permanent. Material Component&colon; A toad, living or dead.																							SOURCEPAGE:p. 12
Troglodyte's Curse							CLASSES:Druid,Sorcerer,Wizard=5				SCHOOL:Transmutation					DESCRIPTOR:Curse					COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close (25 ft. + 5 ft./level)				TARGETAREA:One creature								DURATION:Permanent (D)		SAVEINFO:Fortitude negates					SPELLRES:Yes		DESC:When the victim of troglodyte's curse is angry or frightened, including any combat situation, it secretes an oily, musklike chemical that nearly every form of animal life finds offensive. Material Component&colon; A sprinkle of troglodyte musk.	SOURCEPAGE:p. 12

###Block: The curse subtype can be added to the following spells in the RSRD
# Spell Name			Spell Descriptors
Baleful Polymorph.MOD		DESCRIPTOR:Curse
Bane.MOD				DESCRIPTOR:Curse
Bestow Curse.MOD			DESCRIPTOR:Curse
Binding.MOD				DESCRIPTOR:Curse
Blasphemy.MOD			DESCRIPTOR:Curse
Blindness/Deafness.MOD		DESCRIPTOR:Curse
Contagion.MOD			DESCRIPTOR:Curse
Curse Water.MOD			DESCRIPTOR:Curse
Diminish Plants.MOD		DESCRIPTOR:Curse
Doom.MOD				DESCRIPTOR:Curse
Feeblemind.MOD			DESCRIPTOR:Curse
Flesh to Stone.MOD		DESCRIPTOR:Curse
Geas/Quest.MOD			DESCRIPTOR:Curse
Geas (Lesser).MOD			DESCRIPTOR:Curse
Holy Word.MOD			DESCRIPTOR:Curse
Imprisonment.MOD			DESCRIPTOR:Curse
Insanity.MOD			DESCRIPTOR:Curse
Mark of Justice.MOD		DESCRIPTOR:Curse
Maze.MOD				DESCRIPTOR:Curse
Nightmare.MOD			DESCRIPTOR:Curse
Polymorph Any Object.MOD	DESCRIPTOR:Curse
Power Word Blind.MOD		DESCRIPTOR:Curse
Power Word Kill.MOD		DESCRIPTOR:Curse
Power Word Stun.MOD		DESCRIPTOR:Curse
Remove Curse.MOD			DESCRIPTOR:Curse
Soul Bind.MOD			DESCRIPTOR:Curse
Temporal Stasis.MOD		DESCRIPTOR:Curse
Trap the Soul.MOD			DESCRIPTOR:Curse

#
# End
#
